Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Investment Stage,Description,Regions,Founded Date,Founded Date Precision,Website,LinkedIn,Number of Portfolio Organizations,Number of Lead Investments,Number of Exits (IPO)
Patric Fassbender,https://www.crunchbase.com/person/patric-fassbender,Individual/Angel,6,,"Cologne, Nordrhein-Westfalen, Germany",,Patric Fassbender is the Co-Founder and Managing Partner at Boxine.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/patric-fassbender-7656438,6,,
Oliver Thylmann,https://www.crunchbase.com/person/oliver-thylmann,Individual/Angel,6,3,"Cologne, Nordrhein-Westfalen, Germany",Seed,"Oliver Thylmann is an investor and entrepreneur based in Cologne, Germany. Thylmann is the co-founder and chief customer officer at Giant Sw...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,http://www.linkedin.com/in/thylmann,6,,1
Andy Bruckschloegl,https://www.crunchbase.com/person/andreas-bruckschlogl,Individual/Angel,6,2,"Munich, Bayern, Germany","Crowdfunding, Seed","Andreas Bruckschlögl started his first business at the age of 12, selling backpacks on eBay. A year later he founded his first online shop. ...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,http://andy.co,https://www.linkedin.com/in/bruckschloegl,5,,
Georg Kofler,https://www.crunchbase.com/person/georg-kofler,Individual/Angel,6,,"Berlin, Berlin, Germany",,Georg Kofler is an angel investor.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/drgeorgkofler,6,,
Lothar Stein,https://www.crunchbase.com/person/lothar-stein,Individual/Angel,6,1,"Munich, Bayern, Germany",Seed,Lothar Stein - Mentor @ SINN Power,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/lothar-stein-3ba52856,2,,
Jan Beckers,https://www.crunchbase.com/person/jan-beckers,Individual/Angel,5,,"Berlin, Berlin, Germany",,Jan Beckers is the Founder and Chief Investment Officer at BIT Capital. He studied at Münster University of Münster,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/janbeckers,5,,
Martina Pfeifer,https://www.crunchbase.com/person/martina-pfeifer,Individual/Angel,5,,"Frankfurt, Hessen, Germany",,Martina Pfeifer joined Advent International GmbH in 2009 and acts as an advisor in the German-speaking region. Previously she worked for Gol...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/martina-pfeifer-b2aa8675,5,,
Jens Lapinski,https://www.crunchbase.com/person/jens-lapinski,"Individual/Angel, Investment Partner",5,,"Berlin, Berlin, Germany",,"Jens is the CEO of Angel Invest Ventures. He is one of Europe's most active angel investors, making 10 - 20 investments per year. Jens lives...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,http://jenslapinski.com,http://www.linkedin.com/in/jenslapinski,5,,
Christoph Baumeister,https://www.crunchbase.com/person/christoph-baumeister,"Individual/Angel, Investment Partner",5,1,"Munich, Bayern, Germany","Early Stage Venture, Seed","Christoph is an early-stage deeptech investor with strong entrepreneurial roots, having transitioned to the investor side after co-founding ...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/christophbaumeister/,5,,
Philipp Andernach,https://www.crunchbase.com/person/philipp-andernach,Individual/Angel,5,,"Berlin, Berlin, Germany",,Philipp Andernach,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/philippandernach/,4,,
Daniel Khachab,https://www.crunchbase.com/person/daniel-khachab,Individual/Angel,5,,"Berlin, Berlin, Germany",,Daniel Khachab is a Co-Founder & CEO at Choco. He attended Maastricht University.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/danielkhachab/,5,,
Viet Le,https://www.crunchbase.com/person/viet-le-83fd,"Individual/Angel, Investment Partner",5,,"Munich, Bayern, Germany",,Viet Le - Partner @ General Catalyst,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/levile,5,,
Christoph Zoeller,https://www.crunchbase.com/person/christoph-zoeller,Individual/Angel,5,,"Heidelberg, Baden-Wurttemberg, Germany",,Christoph Zoeller is a Co-Founder & CEO at Instaffo.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/christoph-zoeller-b35527118,4,,
Julian Stiefel,https://www.crunchbase.com/person/julian-stiefel,Individual/Angel,5,,"Berlin, Berlin, Germany",,Julian Stiefel is the Founder and Chief Executive Officer at WHU Inside Business.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/julian-stiefel-b35a26100/,5,,
Christian Rebernik,https://www.crunchbase.com/person/christian-rebernik,Individual/Angel,5,,"Berlin, Berlin, Germany",Early Stage Venture,"Christian is the Co-Founder and CEO of Tomorrow’s Education and was a Founder and CEO of Vivy, a personal health record, and assistant who h...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,http://www.linkedin.com/in/crebernik,5,,
Julian Teicke,https://www.crunchbase.com/person/julian-teicke,"Individual/Angel, Investment Partner",5,,"Berlin, Berlin, Germany",Seed,Julian Teicke is the Founder and Partner of The Delta. He previously worked at wefox as a Founder and CEO. Julian Teicke attended the Univer...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/julianteicke,4,,
Johannes de Waal,https://www.crunchbase.com/person/johannes-de-waal,Individual/Angel,5,,"Berlin, Berlin, Germany",,Johannes de Waal,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,http://www.aocapital.xyz,,5,,
Sebastian Schuon,https://www.crunchbase.com/person/sebastian-schuon,Individual/Angel,5,1,"Munich, Bayern, Germany",Seed,Sebastian Schuon is the Founder and CEO of Alasco.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/schuon,5,,
Mischa Rurup,https://www.crunchbase.com/person/mischa-rürup,Individual/Angel,5,1,"Munich, Bayern, Germany",Seed,"Mischa Rurup is an entrepreneur, founder and CEO of Usercentrics, a GDPR solution for enterprise customers and online marketing agencies.","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/mischaruerup/,4,,
Kim Nis Neuhauss,https://www.crunchbase.com/person/kim-nis-neuhauss,Individual/Angel,5,,"Germany, Europe","Convertible Note, Early Stage Venture, Seed",Kim Nis Neuhauss is a CEO and Founder at alfatier. Kim previously worked at Bright Skies - a Rackspace Technology Company as a General Manag...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,https://xunil.de,https://www.linkedin.com/in/kimneuhauss/,4,1,
Jan Wilmking,https://www.crunchbase.com/person/jan-wilmking,Individual/Angel,5,,"Berlin, Germany, Europe","Early Stage Venture, Seed",I believe in business can be a force of good. That’s why I invest in solutions for our world‘s most pressing issues. Passionate about human ...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,http://www.linkedin.com/pub/jan-wilmking/4/63a/a99,5,,
Nicolas Peters,https://www.crunchbase.com/person/nicolas-peters,"Individual/Angel, Investment Partner",5,,"Berlin, Germany, Europe",,Nicolas is co-CTO and brings several years of industrial experience in software engineering to the company. Before joining Signavio he worke...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/nicolas-peters-a50866182/,4,,
Thomassin Emmanuel,https://www.crunchbase.com/person/emmanuel-thomassin,Individual/Angel,5,,"Berlin, Berlin, Germany",,Emmanuel Thomassin joined Delivery Hero in January 2014 as Chief Financial Officer. Emmanuel is responsible for the financial activities of ...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/emmanuel-thomassin-23b5672/,5,1,
Tao Tao,https://www.crunchbase.com/person/tao-tao,Individual/Angel,5,,"Berlin, Berlin, Germany",Seed,Tao Tao is Co-Founder & COO at GetYourGuide.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/taotaotao,5,,
Christoph Deckert,https://www.crunchbase.com/person/christoph-deckert,Individual/Angel,5,,"Munich, Bayern, Germany",,Christoph Deckert is a Head of Growth of Personio.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/christophdeckert/,5,,
NiMA Asghari,https://www.crunchbase.com/person/nima-asghari,"Individual/Angel, Investment Partner",5,,"Berlin, Berlin, Germany",,Nima Asghari is the investor at MintKudos.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,http://nima.io,http://de.linkedin.com/in/nimaasghari,5,,
Christopher Muenchhoff,https://www.crunchbase.com/person/christopher-muenchhoff,Individual/Angel,5,1,"Berlin, Berlin, Germany",Seed,"Christopher Muenchhoff is an investor and business angel. He co-founded DealPilot.com, one of the first price search engines, in 1997 and...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,http://www.linkedin.com/pub/christopher-muenchhoff/0/7/a2,5,,
Marcus Stahl,https://www.crunchbase.com/person/marcus-stahl-c0ba,Individual/Angel,5,,"Cologne, Nordrhein-Westfalen, Germany",,Marcus Stahl is the Co-Founder & Managing Director at Boxine.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,5,,
Ina Schlie,https://www.crunchbase.com/person/ina-schlie,Individual/Angel,5,,"Walldorf, Baden-Wurttemberg, Germany",,Ina Schlie serves as co-chair of the female investor network encourage ventures.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/ina-schlie-62729775/,5,,
Roger Crook,https://www.crunchbase.com/person/roger-crook,Individual/Angel,5,1,"Germany, Europe",,Mr. Roger Crook has been Member of the Management Board with responsibility for the Global Forwarding and Freight Division at Deutsche Post ...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/rogercrook,5,1,
Volker Rofalski,https://www.crunchbase.com/person/volker-rofalski,"Individual/Angel, Investment Partner",5,,"Munich, Bayern, Germany",,"Volker Rofalski is the founder of WebStock AG, which he sold to BAADER Bank in 1999 and TradeCross AG, which he sold to VEM Aktienbank in 20...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,https://mountain.partners/team/,https://www.linkedin.com/in/volker-rofalski-30a19213/,3,,
Stephan Rohr,https://www.crunchbase.com/person/stephan-rohr,Individual/Angel,5,,"Munich, Bayern, Germany",,Founder & Co-CEO @ TWAICE.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/dr-stephan-rohr-01a353a7/,3,,
Martin Blessing,https://www.crunchbase.com/person/martin-blessing-42f2,Individual/Angel,5,,"Hessen, Germany, Europe",,"Martin Blessing is a Chief Executive Officer, Executive Board Member of EFIC1 (European FinTech IPO Company 1).","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/martin-blessing/?originalSubdomain=de,5,1,
Nikolaus D. Bayer,https://www.crunchbase.com/person/nikolaus-bayer,Individual/Angel,5,,"Frankfurt, Hessen, Germany",Seed,"Nikolaus invests in early stage ventures focusing on software, artificial intelligence, digitalisation and process optimisation, not only bu...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,https://www.beai.eu,https://www.linkedin.com/in/nikolausbayer/,5,,
Sven Rittau,https://www.crunchbase.com/person/sven-rittau,Individual/Angel,5,,"Munich, Bayern, Germany",,Sven Rittau is Board Member at i-potentials.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://de.linkedin.com/pub/sven-rittau/82/974/87a/en,5,,
Ulf Stahrenberg,https://www.crunchbase.com/person/ulf-stahrenberg,Individual/Angel,5,1,"Berlin, Berlin, Germany",Seed,"Ulf Stahrenberg is a product director at Oply GmbH. Prior to this, Ulf served as chief product officer at MONOQI. He held positions at Zalan...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/ulfstahrenberg,1,,
Alexander Luik,https://www.crunchbase.com/person/alexander-luik,Individual/Angel,5,1,"Düsseldorf, Nordrhein-Westfalen, Germany",,Alexander Luik,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/alexander-luik-a8493aa9/,5,,1
Kristofer Fichtner,https://www.crunchbase.com/person/kristofer-fichtner,Individual/Angel,5,2,"Berlin, Berlin, Germany",,"Kristofer Fichtner is a serial entrepreneur and business Angel with a strong focus on the energy industry, property tech and craft tech. ","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/kristoferfichtner/,4,,
Michael Halbherr,https://www.crunchbase.com/person/michael-halbherr,"Individual/Angel, Investment Partner",5,1,"Berlin, Germany, Europe",Seed,Michael Halbherr is the Co-Founder of German Bionic.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,4,1,
Robert André Kabs,https://www.crunchbase.com/person/robert-kabs,Individual/Angel,5,,"Hamburg, Hamburg, Germany",Seed,Robert André Kabs - Executive Partner @ Kabs PolsterWelt,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/robert-andr%C3%A9-kabs-5baa309,2,1,
Stefan Wiskemann,https://www.crunchbase.com/person/stefan-wiskemann,Individual/Angel,5,1,"Hamburg, Hamburg, Germany",Seed,Stefan Wiskemann,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/stefanwiskemann,5,,
Ole Strohschnieder,https://www.crunchbase.com/person/ole-strohschnieder,Individual/Angel,5,1,"Cologne, Nordrhein-Westfalen, Germany",,Ole Strohschnieder is the Co-Founder and CMO of JustSpices.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/ole-strohschnieder-2725552/,4,,
Paul Achleitner,https://www.crunchbase.com/person/paul-achleitner-e1e6,Individual/Angel,5,,"Munich, Bayern, Germany",,Paul Achleitner is the chairman of Deutsche Bank.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/paul-achleitner/,5,,
Holger Hübner,https://www.crunchbase.com/person/holger-hübner,Individual/Angel,5,1,"Hamburg, Hamburg, Germany",Seed,Holger Hübner,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,3,1,
Stefan Tietze,https://www.crunchbase.com/person/stefan-tietze,Individual/Angel,5,,"Berlin, Berlin, Germany",,Stefan Tietze is a founder of gebraucht.de.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/stefan-tietze-b1b36a73/?originalSubdomain=de,5,,
Jan Sprengnetter,https://www.crunchbase.com/person/jan-sprengnetter-2a27,Individual/Angel,5,,"Bad Neuenahr-ahrweiler, Rheinland-Pfalz, Germany",,Jan Sprengnetter is the CEO of Sprengnetter. Jan Sprengnetter attended the University of Trier.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/jan-sprengnetter-a940b237,4,,
Michala Rudorfer,https://www.crunchbase.com/person/michala-rudorfer,Individual/Angel,5,,"Frankfurt, Hessen, Germany",,Michala Rudorfer,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/michala-rudorfer/,5,,
Rolf Christof Dienst,https://www.crunchbase.com/person/rolf-christof-dienst,"Individual/Angel, Investment Partner",5,,"Munich, Bayern, Germany",Seed,[Wellington Partners](financial-organization/wellington-partners) founder Rolf Christof Dienst has been entrepreneur in the VC industry and ...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/rolf-christof-dienst-2239921,4,,
Karl-Heinz Flother,https://www.crunchbase.com/person/karl-heinz-flöther,Individual/Angel,5,1,"Frankfurt, Hessen, Germany",Seed,Karl-Heinz Flother - Member of the Advisory Board @ Favendo,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/karl-heinz-floether-19bab334,3,1,
Eric Ebert,https://www.crunchbase.com/person/eric-ebert,Individual/Angel,5,1,"Karlsruhe, Baden-Wurttemberg, Germany",Seed,Eric Ebert - Marketing and Communications Manager @ Zenkit,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,http://emebert.com,https://www.linkedin.com/in/emebert,4,,
Jochen Schweizer,https://www.crunchbase.com/person/jochen-schweizer,Individual/Angel,5,2,"München, Bayern, Germany",Seed,"In 1985 Jochen Schweizer (57) founded the agency Kajak Sports Productions, which was the basis for the Jochen Schweizer GmbH and the experie...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,http://www.jochen-schweizer.de,,4,,
Monica Sarbu,https://www.crunchbase.com/person/monica-sarbu,Individual/Angel,4,,"Berlin, Berlin, Germany",,Monica Sarbu is the Founder and CEO at Xata.io.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://de.linkedin.com/in/monicasarbu,4,,
Michael Cassau,https://www.crunchbase.com/person/michael-cassau,Individual/Angel,4,,"Berlin, Berlin, Germany",,Michael Cassau founded his company Grover with a simple goal in mind: give people more freedom and help them derive more value by offering a...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/michaelcassau/,4,,
Daniel W Dippold,https://www.crunchbase.com/person/daniel-w-dippold,"Individual/Angel, Investment Partner",4,,"Berlin, Berlin, Germany",,Daniel W. Dippold is the Co-Founder and Partner of Newnow. He previously worked at Emoti as a Co-Founder. Daniel W. Dippold attended the Uni...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/danieldippold,4,,
Benjamin Minack,https://www.crunchbase.com/person/benjamin-minack,Individual/Angel,4,,"Berlin, Berlin, Germany",,Benjamin Minack,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/benjamin-minack/,4,,
Jessica Holzbach,https://www.crunchbase.com/person/jessica-holzbach,Individual/Angel,4,,"Berlin, Berlin, Germany",,Jessica Holzbach co-founded Penta and served as its Chief Customer Officer on the Management Team for over 4.5 years since its inception to ...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/jessicaholzbach/,4,,
Janna Ensthaler,https://www.crunchbase.com/person/janna-ensthaler,"Individual/Angel, Investment Partner",4,,"Berlin, Berlin, Germany",,Janna Ensthaler of Green Generation.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/janna-ensthaler-23859120/,4,2,
Anna Rose,https://www.crunchbase.com/person/anna-rose,Individual/Angel,4,,"Berlin, Berlin, Germany",,Anna Rose is the Co-Founder of ZKV. She previously worked at Videopath as a Co-Founder and CEO. Anna Rose attended McGill University.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://de.linkedin.com/pub/anna-rose/84/944/55b,4,,
Finn Age Haensel,https://www.crunchbase.com/person/finn-haensel,Individual/Angel,4,1,"Berlin, Berlin, Germany",Seed,"Finn Age Hänsel, 36, studied Business Administration in Germany, Hungary and New Zealand. Following a 4-year engagement at BCG, he joined Ro...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/finnhaensel,4,,
Andreas Bodczek,https://www.crunchbase.com/person/andreas-bodczek,Individual/Angel,4,,"Munich, Bayern, Germany","Early Stage Venture, Seed","Andreas Bodczek is passionate tech entrepreneur, seasoned board room executive, global mindset. Backing fellow entrepreneurs as active early...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/andreasbodczek/,3,,
Daniel Schulte-Hillen,https://www.crunchbase.com/person/daniel-schulte-hillen,"Individual/Angel, Investment Partner",4,,"Berlin, Berlin, Germany","Early Stage Venture, Seed, Venture","Currently bootstrapping bldrs. Formerly product @N26 and @Taxfix, strategy @HEC, org theory @ZeppelinUni and Ethereum @ETHBerlin.","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/danielschuhi/,4,,
Thilo Konzok,https://www.crunchbase.com/person/thilo-konzok,Individual/Angel,4,1,"Berlin, Berlin, Germany",,Thilo Konzok is a Scout at Sequoia,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,https://www.konzok.com,http://www.linkedin.com/in/konzok,4,,
Dr. Marcus Englert,https://www.crunchbase.com/person/marcus-englert,"Individual/Angel, Investment Partner",4,,"Munich, Bayern, Germany",Seed,Marcus Englert is an Associate Partner and Managing Director at Solon Management Consulting GmbH & Co. KG's Munich office since 2010.  Ma...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://de.linkedin.com/pub/marcus-englert/13/3a4/530,4,,
Erik Podzuweit,https://www.crunchbase.com/person/erik-podzuweit,Individual/Angel,4,,"Munich, Bayern, Germany",,"Erik has many years of experience in the financial and e-commerce sector. Until last, he was Co-CEO at Westwing Home & Living Germany. Prior...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/erik-podzuweit-156a4567/,4,,
Adrian Frenzel,https://www.crunchbase.com/person/adrian-frenzel,Individual/Angel,4,,"Berlin, Germany, Europe",,"Adrian is the founder of the B2B Food Group. After starting his career at McKinsey Germany in Operations, Adrian built and ran operations fo...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/adrian-frenzel-58451066/,4,,
Robert Wuttke,https://www.crunchbase.com/person/robert-wuttke,"Individual/Angel, Investment Partner",4,1,"Munich, Bayern, Germany",Seed,Robert Wuttke - Founding Partner and Managing Director @ 10x Group,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/robert-wuttke-357813/,4,,
Connor Murphy,https://www.crunchbase.com/person/connor-murphy,"Individual/Angel, Investment Partner",4,,"Berlin, Berlin, Germany",Seed,"Connor is an experienced Technology Entrepreneur, Board Director and Mentor. As an Entrepreneur, Connor has originated and closed $5.5M i...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,http://www.linkedin.com/in/connormurphy,4,,
Jörg Kattner,https://www.crunchbase.com/person/jörg-kattner,Individual/Angel,4,1,"Berlin, Berlin, Germany",,Jörg Kattner is a co-founder of Gorillas.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/joergkattner/,4,,
Ehssan Dariani,https://www.crunchbase.com/person/ehssan-dariani,Individual/Angel,4,3,"Berlin, Berlin, Germany",Seed,Ehssan Dariani is a German internet entrepreneur who became popular through his role as the founder and CEO of [StudiVZ](http://www.crunchba...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/ehssan-dariani-1129725,4,,1
Gleb Tritus,https://www.crunchbase.com/person/gleb-tritus,"Individual/Angel, Investment Partner",4,,"Berlin, Berlin, Germany","Early Stage Venture, Seed","Gleb is a tech entrepreneur, investor and innovator with passion for E-Commerce, Travel & Mobility Tech and Logistics. He founded and served...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://de.linkedin.com/in/glebtritus,4,,
Felix Plog,https://www.crunchbase.com/person/felix-plog,Individual/Angel,4,,"Berlin, Berlin, Germany",,"Felix Plog is the SVP Global Operation at Delivery Hero AG. Before, he was COO/Co-Founder of the foodpanda group, the largest food ordering ...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,https://www.foodpanda.com/,https://www.linkedin.com/in/felix-plog-b74839/,3,,
Gary Lin,https://www.crunchbase.com/person/gary-lin,"Individual/Angel, Investment Partner",4,2,"Berlin, Berlin, Germany",Seed,Gary Lin is the Founder and Managing Director of Purple Orange Ventures and EVIG Group. He was the founder and CEO of mobile ad tech company...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/nilyrag,4,,
Kağan Sümer,https://www.crunchbase.com/person/kağan-sümer,Individual/Angel,4,,"Berlin, Berlin, Germany",,Kağan Sümer is the CEO and co-founder of Gorillas.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/kagansumer/,4,,
Martin Enderle,https://www.crunchbase.com/person/martin-enderle,Individual/Angel,4,,"Munich, Bayern, Germany",Seed,Martin Enderle is a Co-founder & Board member at allmyhomes. Martin previously worked at CEWE Stiftung and Co. KGaA as a Member of the Board...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/martinenderle,3,,
Anselm Bauer,https://www.crunchbase.com/person/anselm-bauer,Individual/Angel,4,1,"Munich, Bayern, Germany",Seed,Anselm Bauer is the Founder of Alasco.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/anselmbauer,4,,
Benjamin Bak,https://www.crunchbase.com/person/benjamin-bak,Individual/Angel,4,1,"Berlin, Berlin, Germany","Early Stage Venture, Seed",Ben is a serial entrepreneur and tech investor. He has built online startups since he was 16 years old. He was part of several multi-million...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/benbak,4,,
Christian Henschel,https://www.crunchbase.com/person/christian-henschel,Individual/Angel,4,,"Berlin, Berlin, Germany",,Christian Henschel is the Co-Founder and CEO at Adjust and founder of Remote Republic.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,http://www.adjust.com,https://www.linkedin.com/in/christianhenschel,4,,
Stefan Rothlehner,https://www.crunchbase.com/person/stefan-rothlehner,Individual/Angel,4,,"Berlin, Berlin, Germany","Early Stage Venture, Seed",Stefan Rothlehner is the founder of foodora and former CTO of Selfapy.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/stefan-rothlehner,3,,
Marco Vietor,https://www.crunchbase.com/person/marco-vietor,Individual/Angel,4,1,"Berlin, Berlin, Germany",Seed,Marco Vietor is the founder of hear.com.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/marco-vietor-3a9aa,2,,
Lisa Gradow,https://www.crunchbase.com/person/lisa-gradow,Individual/Angel,4,,"Munich, Bayern, Germany",,Lisa Gradow,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/lisa-gradow,4,,
Moritz Heininger,https://www.crunchbase.com/person/moritz-heininger-3770,Individual/Angel,4,,"Berlin, Berlin, Germany","Early Stage Venture, Seed","- Independent Consultant for all things Revenue (Strategy, Go to market, B2B/ B2C Sales, CRM, Customer Onboarding & Success) - Main learning...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/moritzheininger/,4,,
Thomas Falk,https://www.crunchbase.com/person/thomas-falks,"Individual/Angel, Investment Partner",4,2,"Berlin, Berlin, Germany","Early Stage Venture, Seed",Thomas Falk is a General Partner and Co-founder at Revel Partners and was a Partner at Digital Capital Advisors.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/thomasfalk,4,,
Thomas Hessler,https://www.crunchbase.com/person/thomas-hessler,Individual/Angel,4,1,"Berlin, Berlin, Germany",Seed,Thomas is serial entrepreneur and angel investor focussing on blockchain businesses. Together with his two partners Heiko Rauch and Jens Hew...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,http://www.thomashessler.com,http://www.linkedin.com/in/thomashessler,4,1,
Martin Weber,https://www.crunchbase.com/person/martin-weber-5bfc,Individual/Angel,4,,"Hamburg, Hamburg, Germany",,Martin Weber is the Founder at One • fıve. He was a Managing Director Marathon Artists LABs at Marathon Artists. He attended the ESCP Busine...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/martiniweber,3,,
Christoph Jentzsch,https://www.crunchbase.com/person/christoph-jentzsch,Individual/Angel,4,,"Mittweida, Sachsen, Germany",,Christoph’s background is in Theoretical Physics and developing optimized software solutions for high performance computing on specialized h...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/cjentzsch,4,,
