Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Investment Stage,Description,Regions,Founded Date,Founded Date Precision,Website,LinkedIn,Number of Portfolio Organizations,Number of Lead Investments,Number of Exits (IPO)
Three Hills Capital Partners,https://www.crunchbase.com/organization/three-hills-capital-partners,"Private Equity Firm, Venture Capital",31,9,"London, England, United Kingdom","Post-Ipo, Private Equity",Three Hills Capital Partners is an innovative investment platform,"Europe, Middle East, and Africa (EMEA)",2013-01-01,year,https://www.threehills.com/,https://www.linkedin.com/company/three-hills-capital-partners/,28,27,5
Fidelity International Strategic Ventures,https://www.crunchbase.com/organization/fidelity-international-strategic-ventures,Venture Capital,31,4,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Seed",Fidelity International Strategic Ventures invests in fintech businesses and technologies.,"Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://www.fisv.com/,https://www.linkedin.com/company/fidelity-international-strategic-ventures/,24,13,
Cibus Fund,https://www.crunchbase.com/organization/cibus-fund,"Private Equity Firm, Venture Capital",31,3,"London, England, United Kingdom",Private Equity,Cibus Fund invests in new technologies rapidly driving resource efficiency and sustainability across the food value chain.,"Europe, Middle East, and Africa (EMEA)",2017-01-01,year,https://cibusfund.com/,https://www.linkedin.com/company/cibus-fund/,24,11,1
Node Kapital,https://www.crunchbase.com/organization/node-kapital,Venture Capital,31,,"London, England, United Kingdom","Early Stage Venture, Initial Coin Offering, Late Stage Venture, Private Equity, Seed, Venture","A Digital Asset Fund Focused on Web 3.0, Specialized on DeFi & NFT's","Europe, Middle East, and Africa (EMEA)",2017-10-01,month,https://nodekapital.io/,https://www.linkedin.com/company/nodekapital/,30,1,
Edition Capital,https://www.crunchbase.com/organization/edition-capital,"Micro VC, Venture Capital",31,1,"London, England, United Kingdom",Early Stage Venture,Edition Capital primarily invests in businesses participating in the leisure and entertainment sectors.,"Europe, Middle East, and Africa (EMEA)",2016-01-01,year,https://www.editioncapital.co.uk/,https://www.linkedin.com/company/edition-capital/,30,2,
AP Ventures,https://www.crunchbase.com/organization/ap-ventures,Venture Capital,31,,"Enfield, Enfield, United Kingdom","Early Stage Venture, Seed, Venture",AP Ventures is an independent venture capital firm.,"Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://apventures.com,https://www.linkedin.com/company/apventures/,19,10,
Redcliffe Capital,https://www.crunchbase.com/organization/redcliffe-capital-ltd,"Micro VC, Venture Capital",31,4,"London, England, United Kingdom","Early Stage Venture, Seed",Redcliffe Capital is a investment banking and principal investment firm.,"Europe, Middle East, and Africa (EMEA)",2008-01-01,year,http://www.redcliffecapital.com/,https://www.linkedin.com/company/redcliffe-capital,28,8,
Mercia Ventures,https://www.crunchbase.com/organization/mercia-ventures,Venture Capital,30,,"Henley In Arden, Warwickshire, United Kingdom","Early Stage Venture, Seed",Mercia Ventures is an early-stage to scaleup investment firm.,"Europe, Middle East, and Africa (EMEA)",,,https://www.mercia.co.uk/ventures,https://www.linkedin.com/showcase/mercia-ventures/,29,16,
Nesta,https://www.crunchbase.com/organization/nesta-5,Venture Capital,30,2,"London, England, United Kingdom",,"Nesta is an innovation foundation that design, test and scale new solutions to society’s biggest problems.","Europe, Middle East, and Africa (EMEA)",1998-01-01,year,http://www.nesta.org.uk/,https://www.linkedin.com/company/nesta/,29,20,
Eterna Capital,https://www.crunchbase.com/organization/eterna-capital,"Private Equity Firm, Venture Capital",30,2,"London, England, United Kingdom","Early Stage Venture, Seed",Eterna Capital is a blockchain-focused Venture Capital firm.,"Europe, Middle East, and Africa (EMEA)",2018-01-01,year,http://www.eternacapital.com/,https://www.linkedin.com/company/eterna-capital/,29,1,
Columbia Lake Partners,https://www.crunchbase.com/organization/columbia-lake-partners,"Venture Capital, Venture Debt",30,7,"London, England, United Kingdom","Debt, Early Stage Venture, Late Stage Venture",Columbia Lake Partners Provides Venture Capital And Private Equity Principals.,"Europe, Middle East, and Africa (EMEA)",2014-08-01,day,http://www.clpgrowth.com/,https://www.linkedin.com/company/columbia-lake-partners/,27,9,
Vala Capital,https://www.crunchbase.com/organization/vala-capital,Venture Capital,30,1,"London, England, United Kingdom","Early Stage Venture, Seed",Vala Capital  is an entrepreneur-led investment advisory business that backs start-ups and early-stage companies.,"Europe, Middle East, and Africa (EMEA)",2016-01-01,year,https://www.valacap.com/,https://www.linkedin.com/company/vala-capital/,29,3,
Sussex Place Ventures,https://www.crunchbase.com/organization/sussex-place-ventures,Venture Capital,30,9,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Seed","Sussex Place Ventures is an early-stage venture capital investor, backing entrepreneurs building enterprise software.","Europe, Middle East, and Africa (EMEA)",1998-01-01,year,http://www.spventures.com,http://www.linkedin.com/company/sussex-place-ventures,17,16,
SMH Venture Finance Limited,https://www.crunchbase.com/organization/yfm-venture-finance,"Private Equity Firm, Venture Capital",30,10,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Seed",SMH Venture Finance Limited is an independent private equity business that invests in small- and medium-sized enterprises.,"Europe, Middle East, and Africa (EMEA)",1982-01-01,year,http://www.yfmgroup.co.uk,,26,12,
Roosh Ventures,https://www.crunchbase.com/organization/roosh-ventures,Venture Capital,29,1,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Seed","entrepreneurs-led, generalist VC firm with offices in Kyiv, Paris, and London, investing in Pre-seed to Series A across EU and US markets","Europe, Middle East, and Africa (EMEA)",2020-01-01,year,http://Roosh.VC,https://www.linkedin.com/company/rooshvc,29,,
River Capital,https://www.crunchbase.com/organization/river-capital-3b1d,"Private Equity Firm, Venture Capital",29,4,"Liverpool, Liverpool, United Kingdom","Debt, Private Equity, Seed, Venture",River Capital helps small and medium sized businesses to accelerate their growth and achieve their full potential.,"Europe, Middle East, and Africa (EMEA)",,,https://rivercapitaluk.com/,https://www.linkedin.com/company/rivercapital/,25,10,1
Libertus Capital,https://www.crunchbase.com/organization/libertus-capital,Venture Capital,29,,"London, England, United Kingdom","Early Stage Venture, Initial Coin Offering, Late Stage Venture, Seed, Venture",Libertus Capital invests in companies that enhance and protect individual freedom and privacy.,"Europe, Middle East, and Africa (EMEA)",2017-01-01,day,http://www.libertuscapital.com,https://www.linkedin.com/company/libertus-capital/,22,9,
Brookstreet Equity Partners,https://www.crunchbase.com/organization/brookstreet-equity-partners,"Private Equity Firm, Venture Capital",29,1,"London, England, United Kingdom",Early Stage Venture,Brookstreet Equity Partners is a private equity/venture capital investment group supporting companies experiencing transformational growth.,"Europe, Middle East, and Africa (EMEA)",2016-01-01,year,https://brookstreetequity.com,https://www.linkedin.com/company/brookstreet/,9,20,
MTI Ventures,https://www.crunchbase.com/organization/mti-ventures,Venture Capital,29,4,"Oldham, Oldham, United Kingdom",Early Stage Venture,"MTI Ventures is a venture capital firm that offers partnering, investment appraisal, due diligence, and fund management services.","Europe, Middle East, and Africa (EMEA)",1983-01-01,year,http://www.mtiventures.com/,https://www.linkedin.com/company/mti-ventures,23,14,
Planet N Group of Companies,https://www.crunchbase.com/organization/planet-n-group-of-companies-2,Venture Capital,28,2,"London, England, United Kingdom",Seed,Planet N Group is an emerging markets focused high-tech and social impact investment firm dedicated to development through digitization,"Europe, Middle East, and Africa (EMEA)",2016-01-01,year,http://www.planetngroup.com,https://www.linkedin.com/company/planet-n-group-of-companies,26,5,
SuperSeed Ventures,https://www.crunchbase.com/organization/superseed,Venture Capital,28,2,"London, England, United Kingdom","Early Stage Venture, Seed",SuperSeed invests in seed stage B2B SaaS/AI companies and help them reach their first £1m in revenue,"Europe, Middle East, and Africa (EMEA)",2018-02-01,day,https://www.superseed.com,https://www.linkedin.com/company/superseed-vc/,21,17,
Isomer Capital,https://www.crunchbase.com/organization/isomer-capital,Venture Capital,28,6,"London, England, United Kingdom","Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",Isomer's entrepreneurial approach accesses high-potential opportunities,"Europe, Middle East, and Africa (EMEA)",2015-01-01,year,http://www.isomercapital.com/,https://www.linkedin.com/company/isomer-capital,25,4,
Phenomen,https://www.crunchbase.com/organization/phenomen-ventures-fund,Venture Capital,28,11,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Private Equity, Seed",Phenomen is a venture capital investment firm.,"Europe, Middle East, and Africa (EMEA)",2012-04-01,day,https://phenomenvc.com/,http://www.linkedin.com/company/3258746,21,6,3
SIS Ventures,https://www.crunchbase.com/organization/sis-ventures,Venture Capital,28,,"Edinburgh, Edinburgh, City of, United Kingdom","Early Stage Venture, Seed, Venture",SIS Ventures is part of the Social Investment Scotland group.,"Europe, Middle East, and Africa (EMEA)",2018-01-01,year,http://www.sisventures.com/,https://www.linkedin.com/company/sis-ventures/,15,1,
Norgine Ventures,https://www.crunchbase.com/organization/norgine-ventures,Venture Capital,28,8,"Uxbridge, Hillingdon, United Kingdom","Early Stage Venture, Seed","Norgine Ventures provides debt and debt-like financing to innovative, fast-growing companies.","Europe, Middle East, and Africa (EMEA)",2012-01-01,year,http://www.norgineventures.com/,,23,16,3
Metric Capital Partners,https://www.crunchbase.com/organization/metric-capital-partners,"Private Equity Firm, Venture Capital",27,7,"London, England, United Kingdom",Private Equity,Metric Capital Partners is a pan-European private capital manager providing capital solutions to SMEs across a wide variety of industries.,"Europe, Middle East, and Africa (EMEA)",2011-01-01,year,http://www.metric-capital.com,https://www.linkedin.com/company/metric-capital-partners/,27,18,
Clean Growth Fund,https://www.crunchbase.com/organization/clean-growth-fund,Venture Capital,27,,"London, England, United Kingdom","Early Stage Venture, Seed, Venture","The Clean Growth Fund, London, invests in companies focussed on driving clean growth in the low carbon economy.","Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://www.cleangrowthfund.com/,https://www.linkedin.com/company/clean-growth-fund/about/,19,21,
Xploration Capital,https://www.crunchbase.com/organization/xploration-capital,Venture Capital,27,,"London, England, United Kingdom","Early Stage Venture, Seed","Xploration backs ambitious founders building next-generation platforms, digital ecosystems and SaaS companies worldwide","Europe, Middle East, and Africa (EMEA)",2017-01-01,year,http://xplorationcapital.com/,https://www.linkedin.com/company/xplorationcapital/,22,12,
Walking Ventures,https://www.crunchbase.com/organization/lean-investments,Venture Capital,27,5,"London, England, United Kingdom","Early Stage Venture, Seed",Walking Ventures is a seed fund which invests in early-stage Internet and other technology startups based in Europe.,"Europe, Middle East, and Africa (EMEA)",2012-01-01,year,http://walking.vc/,http://www.linkedin.com/company/lean-investments-lp,26,6,
Concrete Venture Capital,https://www.crunchbase.com/organization/concrete-venture-capital,Venture Capital,27,3,"London, England, United Kingdom",Early Stage Venture,"Concrete VC is a proptech focused platform including Starwood Capital, JLL Spark, U+I Group, and more.","Europe, Middle East, and Africa (EMEA)",2016-10-01,day,http://www.concretevc.com,https://www.linkedin.com/company/concrete-vc,24,1,1
MOHARA,https://www.crunchbase.com/organization/mohara-ventures,Venture Capital,27,1,"London, England, United Kingdom","Early Stage Venture, Seed, Venture","MOHARA is a global product, technology and venture development specialist who partners with startups and corporates. Pioneering together.","Europe, Middle East, and Africa (EMEA)",2014-11-01,month,https://mohara.co/,https://www.linkedin.com/company/mohara-ventures,26,,1
Boundary Capital Partners LLP,https://www.crunchbase.com/organization/boundary-capital,Venture Capital,27,2,"London, England, United Kingdom",Early Stage Venture,"Boundary Capital Partners is a venture capital company focusing on early stage growth companies, primarily in the technology space.","Europe, Middle East, and Africa (EMEA)",2009-01-01,year,http://www.boundarycapital.com/,https://www.linkedin.com/company/boundary-capital-ltd/,21,5,1
Pnyx Ventures,https://www.crunchbase.com/organization/pnyx-ventures,Venture Capital,27,1,"London, England, United Kingdom",Early Stage Venture,PNYX Ventures is a digital asset management firm specialising in blockchain capital markets.,"Europe, Middle East, and Africa (EMEA)",,,https://pnyx.ventures/,,25,,
Ballpark Ventures,https://www.crunchbase.com/organization/ballpark-ventures,Venture Capital,27,6,"Cheltenham, Gloucestershire, United Kingdom","Early Stage Venture, Seed","Ballpark Ventures is a small, boutique fund investing in early stage technology startups. Their partners are all successful entrepreneurs","Europe, Middle East, and Africa (EMEA)",2010-01-01,year,http://www.ballparkventures.com,http://www.linkedin.com/company/ballpark-ventures,26,2,1
Merseyside Special Investment Fund,https://www.crunchbase.com/organization/merseyside-special-investment-fund,Venture Capital,27,2,"Liverpool, Liverpool, United Kingdom","Debt, Early Stage Venture, Seed",Merseyside Special Investment Fund is a Liverpool-based venture capital firm that invests in small- to medium-sized businesses.,"Europe, Middle East, and Africa (EMEA)",1996-01-01,year,http://msif.co.uk,https://www.linkedin.com/company/msif/,26,11,1
North East Development Capital Fund,https://www.crunchbase.com/organization/north-east-development-capital-fund,Venture Capital,27,1,"Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom",,North East Development Capital Fund Is an Investment Fund,"Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://www.mavencp.com/sme-finance/north-east-development-capital-fund,,21,14,
Eos,https://www.crunchbase.com/organization/eos-advisory,Venture Capital,26,,"Saint Andrews, Fife, United Kingdom","Early Stage Venture, Seed, Venture","Eos is focused on providing seed funding to ventures based upon strong and innovative science, technology and engineering.","Europe, Middle East, and Africa (EMEA)",2014-01-01,year,https://eos-advisory.com/,https://www.linkedin.com/company/eos-advisory,19,13,
Ventures Together,https://www.crunchbase.com/organization/ventures-together,Venture Capital,26,,"London, England, United Kingdom",Seed,Ventures Together is a venture capital firm which preferred to invest in seed and early stage.,"Europe, Middle East, and Africa (EMEA)",2014-01-01,year,,https://www.linkedin.com/company/ventures-together/,25,1,
Exceptional Ventures,https://www.crunchbase.com/organization/exceptional-ventures,Venture Capital,26,,"London, England, United Kingdom","Early Stage Venture, Seed",Exceptional Ventures is an early-stage venture capital firm that invests in entrepreneurs and businesses that improve people's lives.,"Europe, Middle East, and Africa (EMEA)",2022-01-01,month,https://exceptional.ventures/,https://www.linkedin.com/company/exceptional-ventures,23,3,
Deeptech Labs,https://www.crunchbase.com/organization/deeptech-labs,"Accelerator, Venture Capital",26,1,"Cambridge, Cambridgeshire, United Kingdom","Early Stage Venture, Seed",Deeptech Labs is an accelerator and venture capital based company.,"Europe, Middle East, and Africa (EMEA)",2019-08-07,day,https://www.dtl.vc/,https://www.linkedin.com/company/deeptech-labs/,25,1,
Meltwind Advisory,https://www.crunchbase.com/organization/meltwind-advisory,Venture Capital,26,,"Cambridge, Cambridgeshire, United Kingdom","Early Stage Venture, Seed",Meltwind Advisory is an investment firm.,"Europe, Middle East, and Africa (EMEA)",2012-01-01,year,https://www.meltwind.co.uk,https://www.linkedin.com/company/meltwind-advisory-llp,23,4,
Edge VC,https://www.crunchbase.com/organization/edge-investments,"Private Equity Firm, Venture Capital",26,5,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Seed, Venture",Passionate Investors in Creativity,"Europe, Middle East, and Africa (EMEA)",2007-01-01,year,https://edge.vc,https://www.linkedin.com/company/edgevc,22,11,2
Swordfish Investments,https://www.crunchbase.com/organization/swordfish-investments,Venture Capital,26,3,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Private Equity",Swordfish Investments is an investment company that engages a range of sectors such as sports and media.,"Europe, Middle East, and Africa (EMEA)",2005-01-01,year,http://www.swordfishinvestments.com/,https://in.linkedin.com/company/swordfish-investments-llp,26,1,
Cornwall & Isles of Scilly Investment Fund,https://www.crunchbase.com/organization/cornwall-isles-of-scilly-investment-fund,"Venture Capital, Venture Debt",26,,"Truro, Cornwall, United Kingdom","Debt, Early Stage Venture, Grant, Seed, Venture",CIOSIF is a key part of the government’s vision aimed at boosting the region’s economy,"Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://www.ciosif.co.uk/#,https://www.linkedin.com/showcase/cornwall-&-isles-of-scilly-investment-fund,22,16,
316VC,https://www.crunchbase.com/organization/316vc,Venture Capital,26,,"London, England, United Kingdom",Early Stage Venture,316VC is an investment and advisory firm dedicated to seeking out early-stage blockchain startups.,"Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://www.316vc.com/,https://www.linkedin.com/company/316vc,26,,
SAATCHiNVEST,https://www.crunchbase.com/organization/saatchinvest,Venture Capital,26,5,"London, England, United Kingdom","Early Stage Venture, Seed",SAATCHiNVEST is a London-based early-stage venture capital fund that invests in technology companies.,"Europe, Middle East, and Africa (EMEA)",2012-01-01,year,http://saatchinvest.co.uk/,https://www.linkedin.com/company/saatchinvest,21,2,
Literacy Capital,https://www.crunchbase.com/organization/literacy-capital,"Private Equity Firm, Venture Capital",25,4,"London, England, United Kingdom","Early Stage Venture, Private Equity","Literacy Capital is a closed-end investment company focused on investing in and supporting small, growing UK businesses.","Europe, Middle East, and Africa (EMEA)",2017-09-01,month,https://www.literacycapital.com/,https://www.linkedin.com/company/literacy-capital/,24,16,
Zinal Growth,https://www.crunchbase.com/organization/zinal-growth,Venture Capital,25,1,"London, England, United Kingdom","Convertible Note, Early Stage Venture, Seed, Venture",Zinal Growth is an investment firm.,"Europe, Middle East, and Africa (EMEA)",2021-01-01,year,https://www.zinal.com,https://www.linkedin.com/company/zinal-growth,22,4,
GD10 Ventures,https://www.crunchbase.com/organization/gd10-venture,Venture Capital,25,,"London, England, United Kingdom","Early Stage Venture, Seed",GD10 Ventures helps develop early-stage Web3 companies through their alliance of financiers and marketers.,"Europe, Middle East, and Africa (EMEA)",,,https://gd10.capital,,25,2,
F2 Ventures,https://www.crunchbase.com/organization/f2-ventures,Venture Capital,25,8,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture",F2 Ventures is a healthcare investment platform focused on arbitrage opportunities across the biotech sector.,"Europe, Middle East, and Africa (EMEA)",2002-01-01,year,http://www.f2-ventures.com,,14,5,4
Rcapital,https://www.crunchbase.com/organization/r-capital,Venture Capital,25,6,"London, England, United Kingdom",,"Rcapital provides private investment, commercial expertise and hands-on support to transform and grow businesses.","Europe, Middle East, and Africa (EMEA)",2004-01-01,year,https://rcapital.co.uk/,https://www.linkedin.com/company/rcapital/,23,17,
Elderstreet Investments,https://www.crunchbase.com/organization/elderstreet-investments,Venture Capital,25,6,"London, England, United Kingdom","Early Stage Venture, Seed",Elderstreet Investments is a U.K.-based venture fund manager that provides development and growth capital funds for early stage companies.,"Europe, Middle East, and Africa (EMEA)",1990-01-01,year,https://www.elderstreet.com/,https://www.linkedin.com/company/elderstreet-investments/,22,9,1
Simpleweb,https://www.crunchbase.com/organization/simpleweb,Venture Capital,25,1,"Bristol, Bristol, City of, United Kingdom",Seed,Investor and Product and Software development.,"Europe, Middle East, and Africa (EMEA)",2006-01-01,year,https://simpleweb.co.uk/,https://www.linkedin.com/company/simpleweb_2/,25,11,
Earlsfield Capital,https://www.crunchbase.com/organization/earlsfield-capital,Venture Capital,25,1,"London, England, United Kingdom","Early Stage Venture, Seed, Venture",India & South East Asia focused Technology Investment Platform for growth capital,"Europe, Middle East, and Africa (EMEA)",2014-01-01,year,http://earlsfieldcapital.com,https://www.linkedin.com/company/10076381,25,5,
Creative England,https://www.crunchbase.com/organization/creative-england,"Entrepreneurship Program, Venture Capital",25,,"Bristol, Bristol, City of, United Kingdom",Seed,"Creative England is a national agency that invests in and supports creative ideas, talent and businesses in film, TV, games and digital.","Europe, Middle East, and Africa (EMEA)",2011-10-01,day,http://www.creativeengland.co.uk/,https://www.linkedin.com/company/creative-england/,24,3,
Excalibur Fund Managers,https://www.crunchbase.com/organization/excalibur-fund-managers,Venture Capital,25,11,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture","Excalibur Fund Managers is a venture capital firm specializing in early, mid, and late stage investments.","Europe, Middle East, and Africa (EMEA)",1996-01-01,year,http://www.excalibur-group.co.uk,,17,12,5
Herald Ventures,https://www.crunchbase.com/organization/herald-ventures,Venture Capital,25,6,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture","Herald specialise in achieving capital growth through investing in companies in the areas of technology, media and communications.","Europe, Middle East, and Africa (EMEA)",1999-01-01,year,http://www.heralduk.com,https://www.linkedin.com/company/herald-invesment-managememt-limited,16,4,5
KM Capital,https://www.crunchbase.com/organization/km-capital-9d55,"Micro VC, Venture Capital",25,1,"Manchester, Manchester, United Kingdom","Early Stage Venture, Seed, Venture",We specialise in investing in early stage disruptive businesses,"Europe, Middle East, and Africa (EMEA)",2014-11-17,day,https://km-capital.co.uk/,https://www.linkedin.com/in/km-capital-608a3215b/,24,4,1
Oxx,https://www.crunchbase.com/organization/oxx-vc,Venture Capital,24,1,"London, England, United Kingdom",,Oxx is a new growth capital investment firm .,"Europe, Middle East, and Africa (EMEA)",2017-01-01,year,http://oxx.vc,https://www.linkedin.com/company/oxx-vc/,14,11,1
Schroders Capital,https://www.crunchbase.com/organization/schroders-capital,"Private Equity Firm, Venture Capital",24,4,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Private Equity, Venture",Schroders Capital helps the clients with the management of the investments.,"Europe, Middle East, and Africa (EMEA)",1997-01-01,year,https://www.schroderscapital.com,https://www.linkedin.com/showcase/schroders-capital/,23,4,2
Begin Capital,https://www.crunchbase.com/organization/begin-capital,Venture Capital,24,3,"London, England, United Kingdom","Convertible Note, Early Stage Venture, Seed, Venture",Begin Capital is an international venture capital fund investing in (Pre) Seed and Series A startups across the globe with a focus on Europe,"Europe, Middle East, and Africa (EMEA)",2019-12-19,day,https://www.begincl.com,https://www.linkedin.com/company/begin-capital,21,8,
Eden Block,https://www.crunchbase.com/organization/eden-block,Venture Capital,24,2,"London, England, United Kingdom","Early Stage Venture, Seed, Venture",Backing the Builders of the New Open Internet.,"Europe, Middle East, and Africa (EMEA)",2017-12-01,day,https://www.edenblock.com/,https://www.linkedin.com/company/eden-block/?viewAsMember=true,19,6,
Volta Circle,https://www.crunchbase.com/organization/volta-circle,"Family Investment Office, Venture Capital",24,2,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture","Volta Circle invests in technology-driven startups across three core verticals covering food systems, circularity and climate.","Europe, Middle East, and Africa (EMEA)",2019-01-01,year,https://www.voltacircle.com/,https://www.linkedin.com/company/voltacircle/about/,23,1,
Seek Ventures,https://www.crunchbase.com/organization/seek-ventures,Venture Capital,24,6,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture",Seek Ventures is a venture capital firm that invests globally in technology and internet companies through their growth phase.,"Europe, Middle East, and Africa (EMEA)",2019-01-01,year,http://www.seekventures.com,https://www.linkedin.com/company/14863193/,22,,6
The Capital Partnership,https://www.crunchbase.com/organization/the-capital-partnership,"Private Equity Firm, Venture Capital",24,3,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture",The Capital Partnership is a private investment office and asset manager that providescustomized investment solutionsto our clients.,"Europe, Middle East, and Africa (EMEA)",1998-01-01,year,http://tcpam.com/,https://www.linkedin.com/company/the-capital-partnership,14,12,2
Foresight Williams,https://www.crunchbase.com/organization/the-foresight-williams-technology-eis-fund,Venture Capital,24,,"London, England, United Kingdom","Early Stage Venture, Seed, Venture","An Enterprise Investment Scheme (“EIS”) that will invest into early-stage, unquoted companies .","Europe, Middle East, and Africa (EMEA)",2012-01-01,year,http://www.foresightwilliams.co.uk/,,19,11,
Prelude Trust,https://www.crunchbase.com/organization/prelude-trust,Venture Capital,24,6,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture",Prelude Trust plc specializes in investments in early stage technology-based businesses.,"Europe, Middle East, and Africa (EMEA)",1997-01-01,year,,,13,4,1
Chrysalis Investments,https://www.crunchbase.com/organization/merianchrysalis,Venture Capital,23,3,"London, England, United Kingdom",Early Stage Venture,Chrysalis Investments is an investment company that backed entrepreneurs with permanent crossover capital.,"Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://www.chrysalisinvestments.co.uk/,https://www.linkedin.com/company/chrysalis-investments-investment-trust/,13,16,1
Bloc Ventures,https://www.crunchbase.com/organization/bloc-ventures,Venture Capital,23,1,"London, England, United Kingdom","Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",Bloc Ventures is an early-stage Deep Tech investment company. Pitch to Bloc here: https://blocventures.com/pitching/,"Europe, Middle East, and Africa (EMEA)",2013-01-01,year,https://www.blocventures.com/,https://www.linkedin.com/company/bloc-ventures/,14,16,
13books Capital,https://www.crunchbase.com/organization/element-ventures-8419,Venture Capital,23,1,"London, England, United Kingdom","Early Stage Venture, Seed",13books Capital is a London based venture fund investing in early-stage fintech,"Europe, Middle East, and Africa (EMEA)",2019-08-15,day,https://13bookscapital.com,https://www.linkedin.com/company/13books/,18,14,
Pentland Ventures,https://www.crunchbase.com/organization/pentland-ventures,Venture Capital,23,3,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Seed, Venture",Pentland Ventures is a venture capital firm that invests in consumer brands and technology that powers the consumer economy.,"Europe, Middle East, and Africa (EMEA)",1988-01-01,year,http://www.pentland.vc,,17,4,1
Shell Foundation,https://www.crunchbase.com/organization/shell-foundation,Venture Capital,23,1,"London, England, United Kingdom",,Shell Foundation is an independent UK registered charity that catalyses enterprise-based solutions to global development challenges.,"Europe, Middle East, and Africa (EMEA)",2000-01-01,year,http://shellfoundation.org/,https://www.linkedin.com/company/shell-foundation,17,8,1
The Garage Soho,https://www.crunchbase.com/organization/the-garage-soho,Venture Capital,23,2,"London, England, United Kingdom",Early Stage Venture,The Garage Soho is an early stage investor and brand builder.,"Europe, Middle East, and Africa (EMEA)",2014-01-01,year,https://www.thegaragesoho.london/,https://www.linkedin.com/company/the-garage-soho/,20,9,
Hermesa,https://www.crunchbase.com/organization/hermesa,"Accelerator, Venture Capital",23,,"London, England, United Kingdom",Seed,"HERmesa is an investment club for both new, and experienced, early-stage investors who wish to back extraordinary female founded start-ups.","Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://www.hermesa.co.uk/,https://www.linkedin.com/company/hermesa/,23,,
Sushi Venture Partners,https://www.crunchbase.com/organization/sushi-venture-partners,"Private Equity Firm, Venture Capital",23,5,"London, England, United Kingdom","Early Stage Venture, Seed",Sushi Venture Partners is an advisory and investment firm focused on the media tech sector.,"Europe, Middle East, and Africa (EMEA)",2012-01-01,year,http://sushivp.com,https://www.linkedin.com/company/sushi-venture-partners,23,2,
Finance Birmingham,https://www.crunchbase.com/organization/finance-birmingham,"Government Office, Venture Capital",23,6,"Birmingham, Birmingham, United Kingdom",Private Equity,Finance Birmingham is an alternative investment fund manager that provides existing SMEs with affordable and flexible finances.,"Europe, Middle East, and Africa (EMEA)",2010-01-01,year,http://financebirmingham.com,https://www.linkedin.com/company/finance-birmingham/,23,14,
DSW Ventures,https://www.crunchbase.com/organization/dow-schofield-watts-angels,"Angel Group, Venture Capital",22,,"Manchester, Manchester, United Kingdom","Early Stage Venture, Seed, Venture","UK regional focused early-stage VC, backed by institutional and individual investors. Invests in EIS funding rounds of up to £2m.","Europe, Middle East, and Africa (EMEA)",2018-03-01,month,https://dsw.vc,https://www.linkedin.com/company/dsw-ventures,17,16,
The Untitled Venture Company,https://www.crunchbase.com/organization/the-untitled-venture-company,Venture Capital,22,1,"London, England, United Kingdom","Early Stage Venture, Seed",The Untitled is a venture capital company based in California that finances seed and early stage companies.,"Europe, Middle East, and Africa (EMEA)",2011-01-01,year,https://www.theuntitled.vc/,https://www.linkedin.com/company/the-untitled-ventures/,19,8,
AMK Investment Office,https://www.crunchbase.com/organization/amk-investment-office,"Family Investment Office, Venture Capital",22,,"South Kensington, Kent, United Kingdom","Early Stage Venture, Late Stage Venture, Seed",AMK Investment Office is a generation private family office.,"Europe, Middle East, and Africa (EMEA)",2013-01-01,year,https://www.amkinvestment.com,https://www.linkedin.com/company/amk-investment-office,21,,
