Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Investment Stage,Description,Regions,Founded Date,Founded Date Precision,Website,LinkedIn,Number of Portfolio Organizations,Number of Lead Investments,Number of Exits (IPO)
Meritech Capital Partners,https://www.crunchbase.com/organization/meritech-capital-partners,Venture Capital,330,130,"Palo Alto, California, United States","Early Stage Venture, Late Stage Venture, Private Equity, Venture",Meritech Capital provides late-stage venture capital to technology companies.,"San Francisco Bay Area, Silicon Valley, West Coast",1999-01-01,day,http://www.meritechcapital.com,https://www.linkedin.com/company/meritech-capital-partners,202,137,51
Sutter Hill Ventures,https://www.crunchbase.com/organization/sutter-hill-ventures,"Private Equity Firm, Venture Capital",328,103,"Palo Alto, California, United States","Debt, Early Stage Venture, Late Stage Venture, Venture",Sutter Hill Ventures primarily invests in technology-based start-ups.,"San Francisco Bay Area, Silicon Valley, West Coast",1964-01-01,year,http://www.shv.com,https://www.linkedin.com/company/sutterhillventures,154,98,28
Connecticut Innovations,https://www.crunchbase.com/organization/connecticut-innovations,"Government Office, Venture Capital, Venture Debt",324,53,"Rocky Hill, Connecticut, United States","Debt, Early Stage Venture, Grant, Late Stage Venture, Seed, Venture",Connecticut Innovations provides strategic capital and operational insight to to companies in high-tech industries,"East Coast, New England, Northeastern US",1995-01-01,year,http://www.ctinnovations.com,http://www.linkedin.com/company/67435,241,105,12
Keiretsu Forum,https://www.crunchbase.com/organization/keiretsu-forum,"Angel Group, Venture Capital",322,45,"Orinda, California, United States","Debt, Early Stage Venture, Late Stage Venture, Seed","Keiretsu Forum is a California-based angel group that offers early, seed, and later stage venture, and debt financing investments.","San Francisco Bay Area, West Coast, Western US",2000-09-01,day,http://www.keiretsuforum.com,http://www.linkedin.com/company/keiretsu-forum,288,30,11
Boost VC,https://www.crunchbase.com/organization/boostfunder,Venture Capital,319,34,"San Mateo, California, United States","Early Stage Venture, Seed",Boost VC is a venture capital firm that invests in early stage deep tech startups.,"San Francisco Bay Area, Silicon Valley, West Coast",2012-01-01,year,http://boost.vc,https://www.linkedin.com/company/boost-vc,274,40,1
Eniac Ventures,https://www.crunchbase.com/organization/eniac-ventures,Venture Capital,318,64,"New York, New York, United States",Seed,Eniac Ventures leads seed rounds in bold founders who use code to create transformational companies.,"Greater New York Area, East Coast, Northeastern US",2009-01-01,year,http://eniac.vc/,https://www.linkedin.com/company/eniacvc,220,71,3
CSC Upshot,https://www.crunchbase.com/organization/csc-upshot,Venture Capital,316,74,"Palo Alto, California, United States","Early Stage Venture, Late Stage Venture, Seed, Venture",CSC Upshot is an early-stage venture fund focusing on providing seed capital to technology companies at scale.,"San Francisco Bay Area, Silicon Valley, West Coast",2015-01-01,year,https://www.csc-upshot.vc,https://www.linkedin.com/company/csc-upshot-ventures,308,16,8
Ignition Partners,https://www.crunchbase.com/organization/ignition-partners,Venture Capital,315,94,"Los Altos, California, United States",Early Stage Venture,Ignition Partners is a venture capital firm dedicated to helping the best entrepreneurs seize opportunity.,"San Francisco Bay Area, Silicon Valley, West Coast",2000-06-01,day,https://www.ignition.vc,http://www.linkedin.com/company/ignition-partners,165,102,8
SV Health Investors,https://www.crunchbase.com/organization/sv-life-sciences,"Private Equity Firm, Venture Capital",314,92,"Boston, Massachusetts, United States","Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Seed, Venture",SV Health Investors is a boston-based venture capital firm focused on investments in biotechnology and healthcare industry.,"Greater Boston Area, East Coast, New England",1993-01-01,year,http://svhealthinvestors.com/,https://www.linkedin.com/company/sv-health-investors/,170,73,29
Tuesday Capital,https://www.crunchbase.com/organization/tuesday-capital,"Micro VC, Venture Capital",314,102,"San Francisco, California, United States","Early Stage Venture, Late Stage Venture, Seed, Venture",Tuesday Capital is a VC firm that invests in companies and maintains a variety of relationships with other VC firms.,"San Francisco Bay Area, West Coast, Western US",2011-09-01,day,http://tuesday.vc,https://www.linkedin.com/company/tuesdaycapital/,251,15,16
Craft Ventures,https://www.crunchbase.com/organization/craft-ventures,Venture Capital,312,24,"San Francisco, California, United States","Early Stage Venture, Late Stage Venture, Seed, Venture","Craft Ventures is an early-stage and growth fund with proven, repeated success building and scaling SaaS businesses.","San Francisco Bay Area, West Coast, Western US",2017-01-01,year,https://craftventures.com,https://www.linkedin.com/company/craft-ventures,228,144,6
Scale Venture Partners,https://www.crunchbase.com/organization/scale-venture-partners,Venture Capital,311,81,"Foster City, California, United States","Early Stage Venture, Late Stage Venture, Seed",Scale is a seed-stage venture capital firm focused on intelligent business software.,"San Francisco Bay Area, Silicon Valley, West Coast",2000-01-01,day,http://www.scalevp.com,http://www.linkedin.com/company/scale-venture-partners,160,122,19
Streamlined Ventures,https://www.crunchbase.com/organization/streamlined-ventures,Venture Capital,311,51,"Palo Alto, California, United States","Early Stage Venture, Late Stage Venture, Seed","Streamlined Ventures is a seed-stage investment firm focusing on Data Science, APIs, Blockchain/Web3, AI, and Software Automation.","San Francisco Bay Area, Silicon Valley, West Coast",2013-01-01,year,http://streamlined.vc,https://www.linkedin.com/company/streamlined-ventures,195,74,8
M12 - Microsoft's Venture Fund,https://www.crunchbase.com/organization/m12,"Corporate Venture Capital, Venture Capital",309,39,"San Francisco, California, United States","Convertible Note, Early Stage Venture, Late Stage Venture, Post-Ipo, Seed, Venture",M12 is the venture capital arm of Microsoft that invests in early-stage companies.,"San Francisco Bay Area, West Coast, Western US",2016-05-30,day,https://m12.vc,https://www.linkedin.com/company/m12vc,163,98,5
AME Cloud Ventures,https://www.crunchbase.com/organization/ame-cloud-ventures,Venture Capital,309,80,"Palo Alto, California, United States","Early Stage Venture, Late Stage Venture, Seed",AME Cloud Ventures invests in seed to later-stage tech companies that build infrastructure and value chains around data.,"San Francisco Bay Area, Silicon Valley, West Coast",2012-01-01,year,http://www.amecloudventures.com,https://www.linkedin.com/company/ame-cloud-ventures,220,15,16
Mohr Davidow Ventures,https://www.crunchbase.com/organization/mohr-davidow-ventures,Venture Capital,308,85,"San Mateo, California, United States","Debt, Early Stage Venture, Late Stage Venture",Mohr Davidow invested in early-stage technology-based startups to create large new markets.,"San Francisco Bay Area, Silicon Valley, West Coast",1983-01-01,day,http://www.mdv.com,http://www.linkedin.com/company/mdv,139,91,19
Domain Associates,https://www.crunchbase.com/organization/domain-associates,Venture Capital,305,94,"San Diego, California, United States","Early Stage Venture, Late Stage Venture, Private Equity",Domain Associates is a venture capital firm with an exclusive focus on life sciences.,"Greater San Diego Area, West Coast, Western US",1985-01-01,year,http://www.domainvc.com,http://www.linkedin.com/company/domain-associates,153,63,50
Red Cedar Ventures,https://www.crunchbase.com/organization/red-cedar-ventures,Venture Capital,305,10,"East Lansing, Michigan, United States","Convertible Note, Seed",Early-stage fund in support Spartan Innovations supporting startups throughout Michigan.,"Great Lakes, Midwestern US",2014-01-01,year,https://www.msufoundation.org/redcedarventures,https://www.linkedin.com/company/red-cedar-ventures/,165,4,3
Maveron,https://www.crunchbase.com/organization/maveron,Venture Capital,304,76,"San Francisco, California, United States","Early Stage Venture, Late Stage Venture, Seed, Venture",Maveron is a consumer-only venture capital firm that empower consumers to live on their terms.,"San Francisco Bay Area, West Coast, Western US",1998-01-01,year,http://www.maveron.com,http://www.linkedin.com/company/maveron-llc,200,83,10
Sofinnova Investments,https://www.crunchbase.com/organization/sofinnova-ventures,Venture Capital,302,119,"Menlo Park, California, United States","Early Stage Venture, Late Stage Venture, Post-Ipo, Venture","Sofinnova Investments specializes in seed, startup, mid, early stage, series A, first venture round, and corporate spinouts.","San Francisco Bay Area, Silicon Valley, West Coast",1974-01-01,year,http://www.sofinnova.com,https://www.linkedin.com/company/sofinnova-ventures,176,76,74
MPM Capital,https://www.crunchbase.com/organization/mpm-capital,"Private Equity Firm, Venture Capital",299,101,"Boston, Massachusetts, United States","Early Stage Venture, Late Stage Venture, Private Equity, Seed",MPM Capital is a biotechnology investment firm that invests in companies to develop therapeutic technologies in oncology.,"Greater Boston Area, East Coast, New England",1996-01-01,year,http://www.mpmcapital.com,https://www.linkedin.com/company/mpm-capital,158,96,57
Ulu Ventures,https://www.crunchbase.com/organization/ulu-ventures,"Micro VC, Venture Capital",296,44,"Palo Alto, California, United States","Early Stage Venture, Seed",Ulu Ventures primarily operates as a seed-stage venture fund.,"San Francisco Bay Area, Silicon Valley, West Coast",2008-01-01,year,http://www.uluventures.com,https://www.linkedin.com/company/ulu-ventures,210,41,4
Bloomberg Beta,https://www.crunchbase.com/organization/bloomberg-beta,"Corporate Venture Capital, Venture Capital",294,39,"San Francisco, California, United States","Early Stage Venture, Seed",Bloomberg Beta is an early-stage venture fund backed by Bloomberg investing in startups focusing on machine learning and the future of work.,"San Francisco Bay Area, West Coast, Western US",2013-01-01,year,https://www.bloombergbeta.com,https://www.linkedin.com/company/bloombergbeta,184,41,2
August Capital,https://www.crunchbase.com/organization/august-capital,Venture Capital,292,83,"Menlo Park, California, United States","Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",August Capital is a private equity and venture capital firm specializing in investments growth capital and startup investments.,"San Francisco Bay Area, Silicon Valley, West Coast",1984-08-01,day,http://www.augustcap.com,http://www.linkedin.com/company/august-capital,150,103,10
Revolution’s Rise of the Rest Seed Fund,https://www.crunchbase.com/organization/rise-of-the-rest,Venture Capital,289,40,"Washington, District of Columbia, United States","Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture","Revolution’s Rise of the Rest Seed Fund, part of the DC-based venture capital firm Revolution, invests in seed- and early-stage companies.","Washington DC Metro Area, Southern US",2014-01-01,year,https://www.revolution.com/entity/rotr/,https://www.linkedin.com/company/revolution-llc,203,18,3
Walden International,https://www.crunchbase.com/organization/walden-international,Venture Capital,288,64,"San Francisco, California, United States","Convertible Note, Early Stage Venture, Late Stage Venture, Post-Ipo, Seed, Venture",Walden International is a venture capital firm that specializes in a wide range of funding and investment for industries.,"San Francisco Bay Area, West Coast, Western US",1987-01-01,year,http://www.waldenintl.com,https://www.linkedin.com/company/华登国际投资,189,55,21
Abstract,https://www.crunchbase.com/organization/a-list-ventures,Venture Capital,284,23,"San Francisco, California, United States","Early Stage Venture, Late Stage Venture, Seed, Venture",Abstract is a venture capital firm based in San Francisco.,"San Francisco Bay Area, West Coast, Western US",2016-08-01,day,http://www.abstract.vc,https://www.linkedin.com/company/abstract-ventures,218,35,1
DN Capital,https://www.crunchbase.com/organization/dn-capital,Venture Capital,283,60,"Menlo Park, California, United States","Early Stage Venture, Seed",DN Capital operates as an early-stage venture capital firm.,"San Francisco Bay Area, Silicon Valley, West Coast",2000-09-01,day,http://dncapital.com,http://www.linkedin.com/company/dn-capital,155,72,9
Kapor Capital,https://www.crunchbase.com/organization/kapor-capital,Venture Capital,280,60,"Oakland, California, United States","Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Seed, Venture",Kapor Capital is an investment firm that invests in early-stage tech-enabled startups.,"San Francisco Bay Area, West Coast, Western US",1999-01-01,year,http://www.kaporcapital.com,http://www.linkedin.com/company/kapor-capital,188,35,2
Keiretsu Capital,https://www.crunchbase.com/organization/keiretsu-capital,Venture Capital,278,17,"Seattle, Washington, United States",Early Stage Venture,Keiretsu Capital provides access to proprietary deal flow to its investors.,"Greater Seattle Area, West Coast, Western US",2007-04-01,month,http://www.keiretsucapital.com/,https://www.linkedin.com/company/keiretsu-capital,150,4,6
UpHonest Capital,https://www.crunchbase.com/organization/uphonest-capital,Venture Capital,277,31,"Palo Alto, California, United States","Debt, Early Stage Venture, Grant, Late Stage Venture, Seed, Venture","UpHonest Capital is an early-stage, industry-agnostic venture capital firm that partners with companies from pre-seed stage to Series A.","San Francisco Bay Area, Silicon Valley, West Coast",2015-01-01,year,https://www.uphonestcapital.com,https://www.linkedin.com/company/uphonest-capital,261,7,5
Mucker Capital,https://www.crunchbase.com/organization/muckercapital,"Accelerator, Venture Capital",277,20,"Santa Monica, California, United States","Convertible Note, Early Stage Venture, Seed, Venture","MuckerLab is a venture capital firm specializing in incubation, pre-seed, seed, startup, early-stage, and Series A investments.","Greater Los Angeles Area, West Coast, Western US",2011-01-01,year,https://www.mucker.com/,https://www.linkedin.com/company/mucker/,198,79,2
Alta Partners,https://www.crunchbase.com/organization/alta-partners,Venture Capital,275,86,"Jackson, Mississippi, United States","Early Stage Venture, Late Stage Venture",Alta Partners is a venture capital firm investing in the healthcare and life sciences sector.,Southern US,1996-01-01,year,http://www.altapartners.com,https://www.linkedin.com/company/alta-partners/,138,59,43
Flagship Pioneering,https://www.crunchbase.com/organization/flagship-ventures,Venture Capital,275,67,"Cambridge, Massachusetts, United States","Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Venture",Flagship Pioneering is a venture capital firm that invests in life sciences and healthcare companies.,"Greater Boston Area, East Coast, New England",2000-01-01,year,http://flagshippioneering.com,https://www.linkedin.com/company/flagship-pioneering,128,97,33
Wellington Management,https://www.crunchbase.com/organization/wellington-management,"Private Equity Firm, Venture Capital",273,128,"Boston, Massachusetts, United States","Debt, Early Stage Venture, Late Stage Venture, Private Equity, Venture",Wellington Management focuses on investment management by applying its resources to meet the needs of the institutional clients it serves.,"Greater Boston Area, East Coast, New England",1933-01-01,year,http://wellington.com,https://www.linkedin.com/company/wellington-management,227,88,110
VantagePoint Capital Partners,https://www.crunchbase.com/organization/vantagepoint-capital-partners,Venture Capital,273,96,"San Bruno, California, United States","Debt, Late Stage Venture, Venture",VantagePoint Capital Partners is a venture capital firm that invests in early and growth-stage companies across a range of sectors.,"San Francisco Bay Area, West Coast, Western US",1996-01-01,year,http://www.vpcp.com,https://www.linkedin.com/company/vantagepoint-venture-partners/,161,103,12
gener8tor,https://www.crunchbase.com/organization/gener8tor,"Accelerator, Venture Capital",272,15,"Madison, Wisconsin, United States","Early Stage Venture, Seed","Generate8tor is a venture capital firm that connects startup entrepreneurs, investors, corporations, job seekers, musicians, and artists.","Great Lakes, Midwestern US",2012-06-01,month,http://www.gener8tor.com,http://www.linkedin.com/company/gener8tor,238,134,
Alexandria Venture Investments,https://www.crunchbase.com/organization/alexandria-venture-investments,Venture Capital,272,53,"Pasadena, California, United States","Convertible Note, Early Stage Venture, Late Stage Venture, Post-Ipo, Seed","Alexandria Venture Investments is a venture capital firm that develops the work in real estate technology, and healthcare sectors.","Greater Los Angeles Area, West Coast, Western US",1996-01-01,year,http://www.are.com/venture-investments.html,https://www.linkedin.com/company/alexandria-real-estate-equities-inc-/,212,16,42
Storm Ventures,https://www.crunchbase.com/organization/storm-ventures,Venture Capital,271,65,"Menlo Park, California, United States","Early Stage Venture, Late Stage Venture, Seed",Storm Ventures is a venture capital firm focused solely on early-stage enterprise investments.,"San Francisco Bay Area, Silicon Valley, West Coast",1997-01-01,year,http://stormventures.com,https://www.linkedin.com/company/storm-ventures,151,76,4
Next47,https://www.crunchbase.com/organization/next47,"Corporate Venture Capital, Venture Capital",269,76,"Palo Alto, California, United States","Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",Next47 invests in groundbreaking enterprise entrepreneurs and accelerates revenue growth by opening doors to customers around the world.,"San Francisco Bay Area, Silicon Valley, West Coast",2016-01-01,year,https://next47.com,https://www.linkedin.com/company/next47/,169,77,8
Vulcan Capital,https://www.crunchbase.com/organization/vulcan-capital,"Family Investment Office, Private Equity Firm, Venture Capital",268,59,"Seattle, Washington, United States","Early Stage Venture, Late Stage Venture, Private Equity, Seed","Vulcan Capital is a private equity firm that invests in category-leading technology, internet, and life sciences companies.","Greater Seattle Area, West Coast, Western US",2019-01-01,year,http://capital.vulcan.com,https://www.linkedin.com/company/vulcancapital/,174,71,20
Omidyar Network,https://www.crunchbase.com/organization/omidyar-network,Venture Capital,268,64,"Redwood City, California, United States","Early Stage Venture, Grant, Late Stage Venture, Seed, Venture",Omidyar Network is an investment firm.,"San Francisco Bay Area, Silicon Valley, West Coast",2004-01-01,year,http://www.omidyar.com,http://www.linkedin.com/company/22806,188,75,1
Revolution,https://www.crunchbase.com/organization/revolution,Venture Capital,264,72,"Washington, District of Columbia, United States","Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture","Revolution is a venture capital firm that makes seed, early-stage, and growth equity investments.","Washington DC Metro Area, Southern US",2005-04-01,day,http://www.revolution.com,https://www.linkedin.com/company/revolution-llc,213,39,10
DNX Ventures,https://www.crunchbase.com/organization/dnx-ventures,Venture Capital,264,34,"San Mateo, California, United States","Early Stage Venture, Late Stage Venture, Seed, Venture",DNX Ventures is an early stage VC firm focusing on B2B Startups that are shaping industries and transforming the way we live and work.,"San Francisco Bay Area, Silicon Valley, West Coast",2011-01-01,year,https://www.dnx.vc/,https://www.linkedin.com/company/dnxventures/,172,75,8
TSVC,https://www.crunchbase.com/organization/tsvcap,"Micro VC, Venture Capital",264,45,"Los Altos, California, United States","Convertible Note, Early Stage Venture, Seed",TSVC is a venture capital firm that focuses on seed-stage technology startups.,"San Francisco Bay Area, Silicon Valley, West Coast",2010-07-01,day,http://www.tsvcap.com,https://www.linkedin.com/company/tsvcap,217,14,4
NextView Ventures,https://www.crunchbase.com/organization/nextview-ventures,Venture Capital,264,49,"New York, New York, United States","Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",NextView Ventures invests in companies that use technology to drive a brighter collective future.,"Greater New York Area, East Coast, Northeastern US",2010-01-01,year,http://www.nextview.vc,http://www.linkedin.com/company/nextview-ventures,173,58,3
DAG Ventures,https://www.crunchbase.com/organization/dag-ventures,Venture Capital,260,101,"Palo Alto, California, United States","Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity",DAG Ventures is an American venture capital firm.,"San Francisco Bay Area, Silicon Valley, West Coast",2004-01-01,year,http://www.dagventures.com,https://www.linkedin.com/company/dag-ventures/,145,77,26
TechNexus Venture Collaborative,https://www.crunchbase.com/organization/technexus,"Incubator, Venture Capital",259,20,"Chicago, Illinois, United States","Convertible Note, Early Stage Venture, Seed","Helping leading corporations & ambitious entrepreneurs work together to create new business models, revenue streams, products, and markets.","Greater Chicago Area, Great Lakes, Midwestern US",2007-01-01,year,http://www.technexus.com,http://www.linkedin.com/company/technexus,128,12,
Elevate Ventures,https://www.crunchbase.com/organization/elevate-ventures,Venture Capital,258,21,"Indianapolis, Indiana, United States","Convertible Note, Early Stage Venture, Grant, Late Stage Venture, Seed, Venture","We invest in cross-sector innovation-driven companies at Pre-Seed, Seed and Series A stages who have a significant presence in Indiana.","Great Lakes, Midwestern US",2010-11-01,day,http://www.elevateventures.com,http://www.linkedin.com/company/elevate-ventures-inc-,205,123,
Innovation Endeavors,https://www.crunchbase.com/organization/innovation-endeavors,Venture Capital,255,48,"Palo Alto, California, United States","Early Stage Venture, Late Stage Venture, Non Equity Assistance, Seed, Venture","Innovation Endeavors invests in visionary founders, transformational technology, and emergent ecosystems for a new world.","San Francisco Bay Area, Silicon Valley, West Coast",2010-01-01,year,http://www.innovationendeavors.com/,http://www.linkedin.com/company/innovation-endeavors,151,62,11
Forerunner,https://www.crunchbase.com/organization/forerunner-ventures,Venture Capital,254,39,"San Francisco, California, United States","Early Stage Venture, Late Stage Venture, Seed, Venture",Forerunner Ventures is a venture capital firm that focuses on understanding the mindset of the modern consumer.,"San Francisco Bay Area, West Coast, Western US",2010-01-01,year,http://forerunnerventures.com,https://www.linkedin.com/company/forerunner-ventures/,144,82,1
Pantera Capital,https://www.crunchbase.com/organization/pantera-capital,Venture Capital,254,22,"Menlo Park, California, United States","Early Stage Venture, Initial Coin Offering, Late Stage Venture, Seed, Venture","Pantera Capital is an investment firm focused exclusively on ventures, tokens, and projects related to blockchain tech, digital currency.","San Francisco Bay Area, Silicon Valley, West Coast",2003-02-12,day,http://panteracapital.com,http://www.linkedin.com/company/pantera-capital,204,113,1
Blumberg Capital,https://www.crunchbase.com/organization/blumberg-capital,Venture Capital,254,53,"San Francisco, California, United States","Early Stage Venture, Late Stage Venture, Seed, Venture",Blumberg Capital is an early-stage venture capital firm.,"San Francisco Bay Area, West Coast, Western US",1991-01-01,year,http://www.blumbergcapital.com,http://www.linkedin.com/company/blumberg-capital,136,69,7
Advanced Technology Ventures,https://www.crunchbase.com/organization/advanced-technology-ventures,Venture Capital,250,74,"Menlo Park, California, United States","Debt, Early Stage Venture, Late Stage Venture, Seed","Advanced Technology Ventures focuses on investing in the ICT, infrastructure, consumer technology, bio-pharmaceuticals and medical industry.","San Francisco Bay Area, Silicon Valley, West Coast",1979-01-01,year,http://www.atvcapital.com,https://www.linkedin.com/company-beta/29062/?pathWildcard=29062,119,78,15
Gradient,https://www.crunchbase.com/organization/gradient-ventures,Venture Capital,248,27,"San Francisco, California, United States","Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",Gradient is a seed fund that invests in founders developing AI technologies.,"San Francisco Bay Area, West Coast, Western US",2017-01-01,year,https://gradient.com,https://www.linkedin.com/company/gradient-ventures,162,128,
Pegasus Tech Ventures,https://www.crunchbase.com/organization/pegasus-tech-ventures,Venture Capital,248,52,"San Jose, California, United States","Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",Pegasus Tech Ventures is a Silicon Valley-based global venture capital firm.,"San Francisco Bay Area, Silicon Valley, West Coast",2011-01-01,year,https://www.pegasustechventures.com,https://www.linkedin.com/company/pegasus-tech-ventures/,198,34,16
Susa Ventures,https://www.crunchbase.com/organization/susa-ventures,"Family Investment Office, Venture Capital",248,29,"San Francisco, California, United States","Early Stage Venture, Late Stage Venture, Seed, Venture",Susa Ventures is an early-stage venture capital firm investing primarily in seed rounds.,"San Francisco Bay Area, West Coast, Western US",2013-01-01,year,http://www.susaventures.com,http://www.linkedin.com/company/susa-ventures,169,60,2
Rev1 Ventures,https://www.crunchbase.com/organization/techcolumbus-2,"Corporate Venture Capital, Venture Capital",241,26,"Columbus, Ohio, United States","Convertible Note, Early Stage Venture, Grant, Late Stage Venture, Seed, Venture",Rev1 Ventures is an investor startup studio that combines capital and strategic services to help startups scale and corporates innovate.,"Great Lakes, Midwestern US",2005-01-01,day,http://www.rev1ventures.com,http://www.linkedin.com/company/rev1ventures,158,61,2
Peterson Ventures,https://www.crunchbase.com/organization/peterson-ventures,Venture Capital,240,25,"Salt Lake City, Utah, United States","Early Stage Venture, Seed",Peterson Ventures is an early stage venture capital firm that partners with entrepreneurs.,Western US,2008-08-01,day,http://www.petersonventures.com/,https://www.linkedin.com/company/peterson-ventures/about/,113,31,3
Emergence Capital,https://www.crunchbase.com/organization/emergence-capital-partners,Venture Capital,239,51,"San Francisco, California, United States","Early Stage Venture, Late Stage Venture, Private Equity, Seed",Emergence is a venture capital firm that invests in early and growth-stage cloud and SaaS companies.,"San Francisco Bay Area, West Coast, Western US",2003-01-01,year,http://www.emcap.com,https://www.linkedin.com/company/emergence-capital-partners/,110,96,9
Ribbit Capital,https://www.crunchbase.com/organization/ribbit-capital,Venture Capital,239,23,"Palo Alto, California, United States","Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Secondary Market, Seed, Venture",Ribbit Capital is a venture capital firm that invests in early-stage companies.,"San Francisco Bay Area, Silicon Valley, West Coast",2012-01-01,year,http://ribbitcap.com,https://www.linkedin.com/company/ribbit-capital,128,86,8
MaC Venture Capital,https://www.crunchbase.com/organization/mac-venture-capital,"Micro VC, Venture Capital",239,20,"Abilene, Texas, United States","Early Stage Venture, Seed, Venture","MaC Venture Capital is an early-stage venture capital firm focused on finding ideas, technology, and products that can become infectious.",Southern US,2019-01-01,day,http://macventurecapital.com/,https://www.linkedin.com/company/mac-venture-capital,184,75,1
Kickstart,https://www.crunchbase.com/organization/kickstart-seed-fund,Venture Capital,238,32,"Salt Lake City, Utah, United States","Early Stage Venture, Late Stage Venture, Seed, Venture","Kickstart is an early-stage VC fund that provides smart capital, a connected community, and expert guidance to companies.",Western US,2008-01-01,year,http://kickstartfund.com,https://www.linkedin.com/company/kickstartfund,152,67,
Pritzker Group Venture Capital,https://www.crunchbase.com/organization/pritzker-group-venture-capital,Venture Capital,236,61,"Chicago, Illinois, United States","Early Stage Venture, Late Stage Venture, Seed",Pritzker Group Venture Capital is a trusted partner helping entrepreneurs build market-leading technology companies,"Greater Chicago Area, Great Lakes, Midwestern US",1996-01-01,year,http://www.pritzkergroup.com/venture-capital/,http://www.linkedin.com/company/the-pritzker-group/,156,37,4
TEDCO,https://www.crunchbase.com/organization/maryland-technology-development-corporation,"Government Office, Venture Capital",235,21,"Columbia, Maryland, United States","Debt, Early Stage Venture, Seed","TEDCO is a Maryland-based independent organization focused on researchers, entrepreneurs, startups, and early-stage companies.","Greater Baltimore-Maryland Area, East Coast, Southern US",1998-01-01,year,https://www.tedcomd.com/,http://www.linkedin.com/company/1432805?goback=%2Efcs_GLHD_maryland+tedco_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2&trk=ncsrch_hits,204,142,2
B Capital,https://www.crunchbase.com/organization/b-capital-group,Venture Capital,234,20,"Manhattan Beach, California, United States","Early Stage Venture, Grant, Late Stage Venture, Venture",B Capital Group is a venture capital firm that backs global entrepreneurs in the field of information technology.,"Greater Los Angeles Area, West Coast, Western US",2015-01-01,day,https://b.capital,https://www.linkedin.com/company/b-capital-group,159,100,4
Citi Ventures,https://www.crunchbase.com/organization/citi-ventures,"Corporate Venture Capital, Venture Capital",234,43,"San Francisco, California, United States","Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",Citi Ventures invests in and collaborates with startups that are transforming financial services.,"San Francisco Bay Area, West Coast, Western US",2008-01-01,year,https://www.citi.com/ventures,,178,41,4
Betaworks,https://www.crunchbase.com/organization/betaworks,"Accelerator, Venture Capital",232,72,"New York, New York, United States","Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Seed, Venture","Betaworks Ventures is a product-focused, seed-stage venture capital fund.","Greater New York Area, East Coast, Northeastern US",2007-01-01,year,https://www.betaworks.com/,https://www.linkedin.com/company/betaworks,190,30,
SignalFire,https://www.crunchbase.com/organization/signal-fire,Venture Capital,231,15,"San Francisco, California, United States","Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",SignalFire is a venture capital firm that invests in seed stage companies and breakout companies.,"San Francisco Bay Area, West Coast, Western US",2013-01-01,day,http://www.signalfire.com,https://www.linkedin.com/company/signalfire,140,100,
Ben Franklin Technology Partners of Southeastern Pennsylvania,https://www.crunchbase.com/organization/ben-franklin-technology-partners-of-southeastern-pennsylvania,"Accelerator, Venture Capital",230,43,"Philadelphia, Pennsylvania, United States","Early Stage Venture, Grant, Seed",Ben Franklin Technology Partners of Southeastern Pennsylvania offers technology-based economic development programs.,"Greater Philadelphia Area, Great Lakes, Northeastern US",1982-01-01,year,http://www.sep.benfranklin.org,http://www.linkedin.com/company/534321,186,71,3
Casdin Capital,https://www.crunchbase.com/organization/casdin-capital,Venture Capital,229,75,"New York, New York, United States","Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Seed, Venture",Casdin Capital is a fundamental research investment firm focused on the life sciences and healthcare industry.,"Greater New York Area, East Coast, Northeastern US",2012-01-01,year,http://www.casdincapital.com,http://www.linkedin.com/company/casdin-capital-llc,162,36,59
Hummer Winblad Venture Partners,https://www.crunchbase.com/organization/hummer-winblad-venture-partners,Venture Capital,229,61,"San Francisco, California, United States",Early Stage Venture,Hummer Winblad Venture Partners is a venture capital firm that invests in early-stage enterprise software companies.,"San Francisco Bay Area, West Coast, Western US",1989-01-01,year,http://www.hwvp.com,http://www.linkedin.com/company/hummer-winblad-venture-partners,106,79,6
