Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,Investor Names,CB Rank (Funding Round)
Seed Round - CITKAR,https://www.crunchbase.com/funding_round/citkar-seed--351e5676,CITKAR,https://www.crunchbase.com/organization/citkar,Seed,"Berlin, Berlin, Germany, Europe",,,,2022-05-10,Seed,,,,Yes,Citkar is a platform for mobility in the urban environment.,"Automotive, Hardware",,https://citkar.de,Less than $1M,,,,Seed,2,,1,,Bloomit Ventures,"129,406"
Pre Seed Round - Clare&me,https://www.crunchbase.com/funding_round/clare-me-pre-seed--5ba1b688,Clare&me,https://www.crunchbase.com/organization/clare-me,Pre-Seed,"Berlin, Berlin, Germany, Europe",1000000,EUR,1135100,2022-02-11,Seed,,,,Yes,Clare&me is an AI-powered mental health coach startup that offers self-therapy services.,"Artificial Intelligence (AI), Health Care, Mental Health, Wellness",,https://www.clareandme.com,,4870000,EUR,5375737,Seed,5,"Antler, YZR Capital",8,,"Antler, Hans Raffauf, Heidrun Twesten, Inas Nureldin, Jan Wilmking, Jenny Saft, Michael Schweikart, YZR Capital","489,763"
Seed Round - cleverly.de,https://www.crunchbase.com/funding_round/cleverly-de-seed--8726306b,cleverly.de,https://www.crunchbase.com/organization/cleverly-de,Seed,"Berlin, Berlin, Germany, Europe",3000000,EUR,2948797,2022-09-29,Seed,,,,Yes,"cleverly is a B2B2C kids online coaching platform, empowering family's wellbeing by matching kids & teens with their perfect companion.","B2B, B2C, E-Learning, EdTech, Mental Health, SaaS",,https://cleverly.de/,,8600000,EUR,9073346,Seed,4,,4,,"Capnamic Ventures, Feliks Eyser, Flixfounders, Verena Pausder","153,199"
Seed Round - Climatiq,https://www.crunchbase.com/funding_round/climatiq-seed--f5a42f2a,Climatiq,https://www.crunchbase.com/organization/climatiq,Seed,"Berlin, Berlin, Germany, Europe",6000000,EUR,5832899,2022-10-14,Seed,,,,Yes,Build climate intelligent solutions powered by smart data,"CleanTech, Developer APIs, Enterprise Software, Software, Sustainability",,https://www.climatiq.io,,7832899,USD,7832899,Seed,2,Singular,3,1,"Angel Invest, Cherry Ventures, Singular","77,168"
Seed Round - cloe.ai,https://www.crunchbase.com/funding_round/cloe-ai-seed--aac2a25d,cloe.ai,https://www.crunchbase.com/organization/cloe-ai,Seed,"Berlin, Berlin, Germany, Europe",,,,2022-01-01,Seed,,,,Yes,"cloe.ai provides automated, intelligent, and modular damage appraisal and claim assistant.",Artificial Intelligence (AI),,https://cloe.ai,,,,,Seed,1,,1,,Cur8 Capital,"142,756"
Seed Round - clous,https://www.crunchbase.com/funding_round/clous-seed--c71aeb68,clous,https://www.crunchbase.com/organization/clous,Seed,"Berlin, Berlin, Germany, Europe",,,,2022-11-15,Seed,,,,Yes,clous is the platform for the implementation of individual workflows for the automated conversion and analysis of engineering data.,Software,,https://www.clous.io,Less than $1M,825000,EUR,969362,Seed,5,HTGF | High-Tech Gruenderfonds,5,1,"APX, Bacb Beteiligungsgesellschaft, Bjoern W. Schaefer, Christian Dahlen, HTGF | High-Tech Gruenderfonds","304,813"
Pre Seed Round - CLUP.life GmbH,https://www.crunchbase.com/funding_round/clup-life-gmbh-pre-seed--65540104,CLUP.life GmbH,https://www.crunchbase.com/organization/clup-life-gmbh,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2022-10-01,Seed,900000,EUR,882305,Yes,"CLUP.life is a social network for community clubs, associations and its members and makes messenger services interoperable","Information Technology, Internet, Non Profit, Software",,https://CLUP.life,,,,,Seed,1,,,,,"88,730"
Series A - CNC24,https://www.crunchbase.com/funding_round/cncteile24-series-a--84e1fb97,CNC24,https://www.crunchbase.com/organization/cncteile24,Series A,"Berlin, Berlin, Germany, Europe",8250000,EUR,8454567,2022-08-04,Early Stage Venture,,,,Yes,Manufacturing as a service,"Industrial, Manufacturing, Mechanical Engineering",,https://www.cnc24.com,$1M to $10M,8250000,EUR,8454567,Early Stage Venture,2,"Future Industry Ventures, Redstone.VC, The Delta",7,3,"coparion, Dario Fazlic, EquityPitcher Ventures, Future Industry Ventures, Redstone.VC, Seedcamp, The Delta","158,271"
Series C - CoachHub,https://www.crunchbase.com/funding_round/coachhub-series-c--61d2a83a,CoachHub,https://www.crunchbase.com/organization/coachhub,Series C,"Berlin, Berlin, Germany, Europe",200000000,USD,200000000,2022-06-14,Late Stage Venture,,,,Yes,CoachHub is a digital coaching platform that enables organizations to provide personalized coaching programs for their employees.,"Corporate Training, Human Resources, Personal Development, SaaS, Training",,https://coachhub.com,$100M to $500M,375565230,USD,375565230,Late Stage Venture,6,"Sofina, SoftBank Vision Fund",8,7,"HV Capital, Molten Ventures, RTP Global, Signals Venture Capital, Sofina, SoftBank Vision Fund, Speedinvest, SVB Capital","144,534"
Pre Seed Round - Codio Impact,https://www.crunchbase.com/funding_round/codio-impact-pre-seed--cbd533f5,Codio Impact,https://www.crunchbase.com/organization/codio-impact,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2022-02-08,Seed,,,,Yes,"Codio Impact automates the way companies collect, manage and report their Environmental, Social, Governance (ESG) data.","SaaS, Software, Sustainability",,https://www.codioimpact.com,,,,,Seed,1,,3,1,"Angel Invest, APX, Smart Infrastructure Ventures ('SIVentures')","111,151"
Pre Seed Round - Cogram,https://www.crunchbase.com/funding_round/cogram-pre-seed--0d273b7b,Cogram,https://www.crunchbase.com/organization/cogram,Pre-Seed,"Berlin, Berlin, Germany, Europe",500000,USD,500000,2022-01-01,Seed,,,,Yes,The intelligent AI coworker for your team,"Artificial Intelligence (AI), Information Technology, Software",,https://cogram.com,,4500000,USD,4500000,Seed,2,Y Combinator,1,,Y Combinator,"60,649"
Seed Round - Cogram,https://www.crunchbase.com/funding_round/cogram-seed--6f9a42c1,Cogram,https://www.crunchbase.com/organization/cogram,Seed,"Berlin, Berlin, Germany, Europe",4000000,USD,4000000,2022-04-23,Seed,,,,Yes,The intelligent AI coworker for your team,"Artificial Intelligence (AI), Information Technology, Software",,https://cogram.com,,4500000,USD,4500000,Seed,2,,2,,"Pioneer Fund, Vishal Rao","430,013"
Pre Seed Round - Comet Rocks,https://www.crunchbase.com/funding_round/comet-rocks-pre-seed--e9e58100,Comet Rocks,https://www.crunchbase.com/organization/comet-rocks,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2022-12-01,Seed,,,,Yes,Embedded commerce infrastructure,"E-Commerce, Internet, Lead Generation",,https://www.comet.rocks,,,,,Seed,1,,7,,"Alumni Ventures, Basecamp Fund, Chris Adelsbach, Christian Edler, Houghton Street Ventures, HV Capital, Valar Ventures","15,780"
Pre Seed Round - comoon.xyz,https://www.crunchbase.com/funding_round/comoon-xyz-pre-seed--261279f3,comoon.xyz,https://www.crunchbase.com/organization/comoon-xyz,Pre-Seed,"Berlin, Berlin, Germany, Europe",170000,EUR,166634,2022-09-30,Seed,,,,Yes,No-code analytics platform for web3 communities,"Analytics, Blockchain, Cryptocurrency, Software, Web3",,https://comoon.xyz/,,170000,EUR,166634,Seed,1,Antler,1,2,Antler,"103,987"
Seed Round - Complori,https://www.crunchbase.com/funding_round/complori-seed--fcf206d0,Complori,https://www.crunchbase.com/organization/complori,Seed,"Berlin, Berlin, Germany, Europe",3500000,EUR,3545291,2022-09-12,Seed,,,,Yes,We build the number one platform for parents seeking future-ready out of school activities for their children.,"EdTech, Education, Information Technology",,https://complori.com/,,3500000,EUR,3545291,Seed,2,,4,,"Educapital, FJ Labs, Sparkmind.vc, Speedinvest","548,443"
Series A - Composable Finance,https://www.crunchbase.com/funding_round/composable-finance-series-a--aa9b069f,Composable Finance,https://www.crunchbase.com/organization/composable-finance,Series A,"Berlin, Berlin, Germany, Europe",32000000,USD,32000000,2022-03-31,Early Stage Venture,,,,Yes,Composable Finance is building the interoperable infrastructure for modular DeFi.,"Blockchain, Cryptocurrency, Decentralized Finance (DeFi), Finance, Financial Services",,https://www.composable.finance/,$1M to $10M,39000000,USD,39000000,Early Stage Venture,2,,17,,"0x Ventures, Blockchain Capital, Coinbase Ventures, Digital Finance Group (DFG), Figment, Fundamental Labs, GSR, Ignite, Kosmos Ventures, LongHash Ventures, New Form Capital, NGC Ventures, Polytope Capital, Sanctor Capital, SOSV, The Spartan Group, Yunt Capital","114,854"
Seed Round - Concular,https://www.crunchbase.com/funding_round/concular-seed--6a99cad7,Concular,https://www.crunchbase.com/organization/concular,Seed,"Berlin, Berlin, Germany, Europe",1345000,EUR,1414839,2022-06-10,Seed,,,,Yes,The digital ecosystem for circular construction,"Construction, Green Building, GreenTech, Sustainability",,https://concular.de,$1M to $10M,2595000,EUR,2750292,Seed,3,,,,,"158,019"
Series B - Cosuno,https://www.crunchbase.com/funding_round/cosuno-series-b--148d5077,Cosuno,https://www.crunchbase.com/organization/cosuno,Series B,"Berlin, Berlin, Germany, Europe",30000000,USD,30000000,2022-02-09,Early Stage Venture,120000000,USD,120000000,Yes,Cosuno - Connecting the World of Construction,"Construction, Software",,https://www.cosuno.de/,,45240074,USD,45240074,Early Stage Venture,3,Avenir,3,2,"Avenir, Cherry Ventures, Spark Capital","366,785"
Series A - Countercheck,https://www.crunchbase.com/funding_round/countercheck-series-a--a038f5f0,Countercheck,https://www.crunchbase.com/organization/countercheck,Series A,"Berlin, Berlin, Germany, Europe",,,,2022-06-01,Early Stage Venture,,,,Yes,Countercheck offers brands the opportunity to scale the removal of counterfeit goods.,"Legal, Logistics",,https://countercheck.com,,,,,Early Stage Venture,2,Beam,1,,Beam,"95,527"
Pre Seed Round - countX,https://www.crunchbase.com/funding_round/countx-pre-seed--42fdf92b,countX,https://www.crunchbase.com/organization/countx,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2022-04-12,Seed,,,,Yes,countX is an automated VAT compliance platform.,"Financial Services, Software",,https://www.countx.com,,,,,Seed,1,,3,,"D4 Ventures, FJ Labs, Inovexus","112,202"
Pre Seed Round - CRAVERS,https://www.crunchbase.com/funding_round/cravers-pre-seed--77c548e7,CRAVERS,https://www.crunchbase.com/organization/cravers,Pre-Seed,"Berlin, Berlin, Germany, Europe",600000,USD,600000,2022-04-01,Seed,,,,Yes,CRAVERS is a hazelnut manufacturing company.,"Food and Beverage, Nutrition, Snack Food",,https://www.eatcravers.com,,600000,USD,600000,Seed,1,,,,,"172,435"
Pre Seed Round - Crover Group SE,https://www.crunchbase.com/funding_round/crover-world-pre-seed--952e567a,Crover Group SE,https://www.crunchbase.com/organization/crover-world,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2022-05-31,Seed,,,,Yes,Subscription Living • Coodo Resorts • Crover Hubs,"Information Technology, Lifestyle, Real Estate, Software, Travel",,https://www.crovergroup.com,,,,,Seed,2,Open World Residences AG,1,,Open World Residences AG,"442,559"
Pre Seed Round - crowd.dev,https://www.crunchbase.com/funding_round/crowd-dev-pre-seed--4d4836a4,crowd.dev,https://www.crunchbase.com/organization/crowd-dev,Pre-Seed,"Berlin, Berlin, Germany, Europe",2200000,EUR,2192307,2022-10-28,Seed,,,,Yes,crowd.dev is a open-source suite of community and data tools built to unlock community-led growth for organizations.,"Communities, Developer Tools, Information Services, Software",,https://www.crowd.dev,$1M to $10M,2200000,EUR,2192307,Seed,1,"Lightbird, Seedcamp",9,1,"Angel Invest, Cedric Sellin, Christian Stiebner, Lightbird, Matthaus Krzykowski, NevrSeen, Possible Ventures, Russ Heddleston, Seedcamp","17,657"
Seed Round - Crumz,https://www.crunchbase.com/funding_round/crumz-b987-seed--7cc1abc0,Crumz,https://www.crunchbase.com/organization/crumz-b987,Seed,"Berlin, Berlin, Germany, Europe",,,,2022-02-20,Seed,,,,Yes,Crumz is a distribution and development of food and beverage brands.,"Delivery, Delivery Service, Food Delivery",,http://www.trycrumz.com,,,,,Seed,1,HV Capital,1,,HV Capital,"176,697"
Seed Round - Culcha,https://www.crunchbase.com/funding_round/culcha-gmbh-seed--08e896e2,Culcha,https://www.crunchbase.com/organization/culcha-gmbh,Seed,"Berlin, Berlin, Germany, Europe",1200000,EUR,1347527,2022-01-31,Seed,,,,Yes,Behavior change engine enabling transformers in companies to fully execute on their transformation goals throughout the entire staff base,"Corporate Training, E-Learning, Education, Information Technology",,https://culcha.com/,$1M to $10M,1850000,EUR,2146930,Seed,3,,,,,"157,951"
Seed Round - Cultimate Foods,https://www.crunchbase.com/funding_round/cultimate-foods-seed--dd276227,Cultimate Foods,https://www.crunchbase.com/organization/cultimate-foods,Seed,"Berlin, Berlin, Germany, Europe",700000,EUR,726005,2022-11-11,Seed,,,,Yes,Cultimate Foods is a cellular agriculture company.,"Biotechnology, Food Processing, Product Research",,https://www.cultimatefoods.com,,3180000,EUR,3370604,Seed,6,"Big Idea Ventures, Realum.Cloud",3,,"Big Idea Ventures, ProVeg Incubator, Realum.Cloud","198,383"
Grant - Cultimate Foods,https://www.crunchbase.com/funding_round/cultimate-foods-grant--28ef3e15,Cultimate Foods,https://www.crunchbase.com/organization/cultimate-foods,Grant,"Berlin, Berlin, Germany, Europe",,,,2022-05-18,,,,,No,Cultimate Foods is a cellular agriculture company.,"Biotechnology, Food Processing, Product Research",,https://www.cultimatefoods.com,,3180000,EUR,3370604,Seed,6,MassChallenge Switzerland,1,1,MassChallenge Switzerland,"411,267"
Pre Seed Round - Cultimate Foods,https://www.crunchbase.com/funding_round/cultimate-foods-pre-seed--633bab76,Cultimate Foods,https://www.crunchbase.com/organization/cultimate-foods,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2022-04-13,Seed,,,,Yes,Cultimate Foods is a cellular agriculture company.,"Biotechnology, Food Processing, Product Research",,https://www.cultimatefoods.com,,3180000,EUR,3370604,Seed,6,,1,,ProVeg Incubator,"426,325"
Pre Seed Round - Cultimate Foods,https://www.crunchbase.com/funding_round/cultimate-foods-pre-seed--7c2e5d53,Cultimate Foods,https://www.crunchbase.com/organization/cultimate-foods,Pre-Seed,"Berlin, Berlin, Germany, Europe",180000,EUR,183058,2022-08-16,Seed,,,,Yes,Cultimate Foods is a cellular agriculture company.,"Biotechnology, Food Processing, Product Research",,https://www.cultimatefoods.com,,3180000,EUR,3370604,Seed,6,,1,,ProVeg Incubator,"486,345"
"Series A - CURE: One app, all things health",https://www.crunchbase.com/funding_round/cure-we-deliver-health-series-a--8148394f,"CURE: One app, all things health",https://www.crunchbase.com/organization/cure-we-deliver-health,Series A,"Berlin, Berlin, Germany, Europe",15000000,EUR,14981243,2022-09-15,Early Stage Venture,65000000,EUR,64918722,Yes,CURE is a healthcare on-demand company with the vision to be the easiest access to healthcare services without leaving your home.,Health Care,,https://www.getcure.app,$1M to $10M,19631243,USD,19631243,Early Stage Venture,2,Breega,7,3,"Abstract, Artis Ventures (AV), Breega, FJ Labs, J12, Pi Labs, Stratus Ventures","603,537"
Seed Round - CYCLE,https://www.crunchbase.com/funding_round/gethenry-seed--43503886,CYCLE,https://www.crunchbase.com/organization/gethenry,Seed,"Berlin, Berlin, Germany, Europe",10000000,EUR,10511942,2022-05-11,Seed,,,,Yes,CYCLE provides serviced electric vehicles for last-mile delivery companies and couriers.,"Electric Vehicle, Transportation",,https://cycle.eco,,29902187,USD,29902187,Early Stage Venture,8,LocalGlobe,12,4,"APX, Benjamin Bremmer, EnBW New Ventures, Founder Collective, Fredrik Hjelm, GreenPoint Partners, Jan Dzulko, LocalGlobe, Roger Hassan, SpeedUp Venture Capital Group, Third Sphere, Visionaries Club","516,509"
Pre Seed Round - Daato,https://www.crunchbase.com/funding_round/daato-pre-seed--d44d55ac,Daato,https://www.crunchbase.com/organization/daato,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2022-07-01,Seed,,,,Yes,Daato is a holistic ESG management platform for enterprises of all sizes.,"Information Technology, SaaS, Software",,https://www.daato.net,,5000000,EUR,5468778,Seed,2,,,,,"530,931"
Seed Round - DasLab,https://www.crunchbase.com/funding_round/daslab-seed--d85d8e37,DasLab,https://www.crunchbase.com/organization/daslab,Seed,"Berlin, Berlin, Germany, Europe",6200000,EUR,6952902,2022-02-28,Seed,,,,Yes,"DasLab provides digital workflows for medical tests and vaccinations for patients, doctors, and laboratories.","Health Care, Health Diagnostics, Hospital, Medical, Software",,https://daslab.health,$1M to $10M,6200000,EUR,6952902,Seed,1,,4,1,"Acurio Ventures, KAYA, Plug and Play, Speedinvest","167,268"
Venture Round - Deekard,https://www.crunchbase.com/funding_round/deekard-series-unknown--74038266,Deekard,https://www.crunchbase.com/organization/deekard,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2022-09-09,,,,,Yes,Deekard provides an AI-powered tool with a natural language chat interface and a zero-code interactive query builder.,"Artificial Intelligence (AI), Productivity Tools, SaaS, Virtual Assistant",,https://www.deekard.com,,,,,,1,,1,,Y Combinator,"93,395"
Seed Round - Deep Neuron Lab,https://www.crunchbase.com/funding_round/deep-neuron-lab-seed--8d13f011,Deep Neuron Lab,https://www.crunchbase.com/organization/deep-neuron-lab,Seed,"Berlin, Berlin, Germany, Europe",2000000,EUR,2084708,2022-11-30,Seed,,,,Yes,Deep Neuron Lab develops AI products to produce financial data that free people from tedious processes.,"Artificial Intelligence (AI), Finance, Machine Learning, Software",,https://www.dnl.ai/,$1M to $10M,3000000,EUR,3281453,Seed,3,Cannonball Capital,1,1,Cannonball Capital,"668,608"
Series A - deepset,https://www.crunchbase.com/funding_round/deepset-series-a--bc9fd5c4,deepset,https://www.crunchbase.com/organization/deepset,Series A,"Berlin, Berlin, Germany, Europe",14000000,USD,14000000,2022-04-28,Early Stage Venture,,,,Yes,deepset is the company behind Haystack open-source LLM framework and deepset Cloud — an LLM platform for enterprise AI teams.,"Artificial Intelligence (AI), Generative AI, Machine Learning, Natural Language Processing, Open Source, Search Engine, Semantic Search",,https://deepset.ai,$10M to $50M,45238704,USD,45238704,Early Stage Venture,3,Google Ventures,9,1,"Acequia Capital (AceCap), Alexander Ratner, Emil Eifrem, Google Ventures, Harpoon, Lunar Ventures, Mustafa Suleyman, Spencer Kimball, System.One","615,062"
Post-IPO Debt - Delivery Hero,https://www.crunchbase.com/funding_round/delivery-hero-post-ipo-debt--7a90f845,Delivery Hero,https://www.crunchbase.com/organization/delivery-hero,Post-IPO Debt,"Berlin, Berlin, Germany, Europe",1400000000,EUR,1536514724,2022-04-04,,,,,No,Delivery Hero is a network of online food ordering sites with over 100 restaurant partners worldwide.,"Delivery, Delivery Service, E-Commerce, Food Delivery, Internet, Same Day Delivery",,http://www.deliveryhero.com,$1B to $10B,10182351313,USD,10182351313,M&A,22,,,,,"581,427"
Pre Seed Round - Deltia,https://www.crunchbase.com/funding_round/deltia-pre-seed--cb11251c,Deltia,https://www.crunchbase.com/organization/deltia,Pre-Seed,"Berlin, Berlin, Germany, Europe",1600000,EUR,1580358,2022-11-01,Seed,,,,Yes,Unlocking a new level of productivity in manual processes with the power of computer vision and AI-based analytics,"Analytics, Artificial Intelligence (AI), B2B, Computer Vision, Machine Learning, SaaS, Software",,https://www.deltia.ai/,,6100000,EUR,6392883,Seed,2,Merantix Capital,2,,"Christian Dahlen, Merantix Capital","664,082"
Seed Round - Denario,https://www.crunchbase.com/funding_round/denario-00d1-seed--4ff10f8f,Denario,https://www.crunchbase.com/organization/denario-00d1,Seed,"Berlin, Berlin, Germany, Europe",1800000,EUR,2039454,2022-01-10,Seed,,,,Yes,Denario is an integrated B2B Payments experience that helps SMBs & Startups improve their cash flow.,"Financial Services, FinTech, Payments",,https://www.denario.io/ ,,1800000,EUR,2039454,M&A,1,468 Capital,3,2,"468 Capital, MPGI, Presight Capital","506,786"
Seed Round - Denizen,https://www.crunchbase.com/funding_round/denizen-22ea-seed--9e3fb5c3,Denizen,https://www.crunchbase.com/organization/denizen-22ea,Seed,"Berlin, Berlin, Germany, Europe",2100000,EUR,2320186,2022-04-01,Seed,,,,Yes,Denizen provides a digital platform assists people meet and connect with their local communities.,"Commercial Real Estate, Communities, Coworking, Hospitality",,https://www.thisisdenizen.com,,2650000,EUR,2992149,Seed,2,Porsche Digital,1,,Porsche Digital,"118,596"
Seed Round - DFKP,https://www.crunchbase.com/funding_round/dfkp-seed--5ffdc2fe,DFKP,https://www.crunchbase.com/organization/dfkp,Seed,"Berlin, Berlin, Germany, Europe",5000000,EUR,5277218,2022-04-27,Seed,,,,Yes,"DFKP is a financial consulting firm that offers corporate loans, leasing, brokerage, financing, and business advisory services.","Advice, Consulting, Credit, Financial Services, Leasing",,https://dfkp.de/,Less than $1M,5000000,EUR,5277218,Seed,1,,3,,"HW Capital, Marcus Wolsdorf, Robert Haselsteiner","59,817"
Venture Round - DiaMonTech AG,https://www.crunchbase.com/funding_round/diamontech-gmbh-series-unknown--e77a90ce,DiaMonTech AG,https://www.crunchbase.com/organization/diamontech-gmbh,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",5000000,EUR,5681902,2022-02-17,,,,,Yes,DiaMonTech is developing a medical device for non-invasive measurement of blood sugar values. ,"Biotechnology, Fitness, Health Care",,http://www.diamontech.de,$10M to $50M,20408518,USD,20408518,,8,,4,2,"Golden Light, IBB Ventures, Samsung Ventures, Unorthodox Ventures","533,546"
Series A - Digital Spine,https://www.crunchbase.com/funding_round/digital-spine-series-a--d4e24ba1,Digital Spine,https://www.crunchbase.com/organization/digital-spine,Series A,"Berlin, Berlin, Germany, Europe",,,,2022-06-15,Early Stage Venture,,,,Yes,Smart Building IoT Solutions with PaaS and APIaaS,"Information Technology, Internet of Things, Property Management, Smart Building, Software",,https://www.digitalspine.io,$1M to $10M,,,,,3,,2,,"Join Capital, Phoenix Contact Innovation Ventures","58,442"
Series B - Distribusion Technologies,https://www.crunchbase.com/funding_round/distribusion-series-b--918190b7,Distribusion Technologies,https://www.crunchbase.com/organization/distribusion,Series B,"Berlin, Berlin, Germany, Europe",30000000,EUR,31311351,2022-06-14,Early Stage Venture,,,,Yes,"Distribusion is a global platform making ground transportation accessible, benefiting society and the environment.","Information Technology, Mobile, Software, Tourism, Transportation, Travel",,http://www.distribusion.com/,$1M to $10M,119497014,USD,119497014,Late Stage Venture,4,Lightrock,3,2,"Creandum, Lightrock, Northzone","655,196"
Pre Seed Round - Doctorflix,https://www.crunchbase.com/funding_round/doctorflix-pre-seed--aff9aa6b,Doctorflix,https://www.crunchbase.com/organization/doctorflix,Pre-Seed,"Berlin, Berlin, Germany, Europe",625000,EUR,690531,2022-04-01,Seed,,,,Yes,Re-thinking knowledge exchange & networking for doctors globally.,"Continuing Education, Education, Health Care, Information Technology, Medical",,https://doctorflix.de,,4725000,EUR,5099693,Seed,3,,3,,"22 Ventures, Stefan Peukert, Thomas Bachem","437,683"
Grant - DocVox,https://www.crunchbase.com/funding_round/docvox-grant--ec7ff47d,DocVox,https://www.crunchbase.com/organization/docvox,Grant,"Berlin, Berlin, Germany, Europe",120000,EUR,133586,2022-03-01,,,,,No,DocVox provides smart online meeting assistant services.,"Information Technology, Meeting Software, Natural Language Processing, Software, Speech Recognition, Subscription Service",,https://docvox.io/,Less than $1M,120000,EUR,133586,,2,,1,,EXIST,"118,664"
Seed Round - Drippies,https://www.crunchbase.com/funding_round/drippies-seed--af5aa246,Drippies,https://www.crunchbase.com/organization/drippies,Seed,"Berlin, Berlin, Germany, Europe",250000,USD,250000,2022-06-30,Seed,,,,Yes,"Drippies, a web3-based fashion and lifestyle platform that integrates technology, community, education, and fashion.","Blockchain, Fashion, Non-Fungible Token (NFT), Web3",,https://www.drippies.space/,,250000,USD,250000,Seed,1,,1,,Newchip Accelerator,"105,597"
Series A - Dryad Networks,https://www.crunchbase.com/funding_round/dryad-3351-series-a--868d978b,Dryad Networks,https://www.crunchbase.com/organization/dryad-3351,Series A,"Berlin, Berlin, Germany, Europe",10500000,EUR,10464932,2022-08-23,Early Stage Venture,,,,Yes,Dryad Networks offers early wildfire detection systems to prevent forest fires by continuously monitoring environmental conditions.,"Analytics, GreenTech, Information Technology, Internet of Things, Telecommunications",,http://www.dryad.net,$1M to $10M,25800000,EUR,27424629,,8,eCAPITAL ENTREPRENEURIAL PARTNERS,8,4,"Data Tech Fund, eCAPITAL ENTREPRENEURIAL PARTNERS, Kayak Ventures, Semtech, STIHL Ventures, TELUS Pollinator Fund for Good, Time Ventures, Toba Capital","314,267"
Seed Round - DUDE CHEM,https://www.crunchbase.com/funding_round/dude-chem-seed--f6faab70,DUDE CHEM,https://www.crunchbase.com/organization/dude-chem,Seed,"Berlin, Berlin, Germany, Europe",2700000,EUR,3083536,2022-02-08,Seed,,,,Yes,DUDE CHEM is a leading company in green chemical manufacturing based in Berlin.,"Chemical, Manufacturing, Pharmaceutical",,https://www.dudechem.com/,,9200000,EUR,10087582,Seed,2,Frontline Ventures,3,4,"Auxxo, Frontline Ventures, Octopus Ventures","656,955"
Pre Seed Round - eatDINE,https://www.crunchbase.com/funding_round/dine-2a44-pre-seed--51d084cb,eatDINE,https://www.crunchbase.com/organization/dine-2a44,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2022-05-08,Seed,,,,Yes,We help restaurants and food creators to generate more revenue from delivery,"Food Delivery, Food Processing, Restaurants",,https://www.eatdine.co,,,,,Seed,1,,1,,FoodLabs,"135,831"
Angel Round - EatJoy,https://www.crunchbase.com/funding_round/eatjoy-angel--294b3c58,EatJoy,https://www.crunchbase.com/organization/eatjoy,Angel,"Berlin, Berlin, Germany, Europe",,,,2022-04-10,Seed,,,,Yes,B2B Catering Marketplace,"Food and Beverage, Marketplace",,https://www.eatfirst.com/,,,,,Seed,1,,1,,Adrian Frenzel,"113,760"
Pre Seed Round - EatMyPlants,https://www.crunchbase.com/funding_round/eatmyplants-pre-seed--af9c03b6,EatMyPlants,https://www.crunchbase.com/organization/eatmyplants,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2022-04-13,Seed,,,,Yes,EatMyPlants (Germany) is developing alternative seafood products based on microalgae and manufactured through fermentation techniques.,"Food and Beverage, Seafood",,,,,,,Seed,1,,1,,ProVeg Incubator,"94,854"
Angel Round - eaze,https://www.crunchbase.com/funding_round/eaze-39ba-angel--833134ab,eaze,https://www.crunchbase.com/organization/eaze-39ba,Angel,"Berlin, Berlin, Germany, Europe",,,,2022-02-01,Seed,,,,Yes,eaze is a holistic digital program focused on providing solutions for sleep problems through CBT & personal coaching.,"Apps, Health Care, Mobile Apps, Software, Wellness",,https://www.eaze.de,,1700000,EUR,1851247,Seed,3,,,,,"258,910"
Pre Seed Round - eaze,https://www.crunchbase.com/funding_round/eaze-39ba-pre-seed--0666e19d,eaze,https://www.crunchbase.com/organization/eaze-39ba,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2022-11-01,Seed,,,,Yes,eaze is a holistic digital program focused on providing solutions for sleep problems through CBT & personal coaching.,"Apps, Health Care, Mobile Apps, Software, Wellness",,https://www.eaze.de,,1700000,EUR,1851247,Seed,3,,1,1,bldrs,"494,277"
Grant - eClear,https://www.crunchbase.com/funding_round/eclear-grant--fec1ab71,eClear,https://www.crunchbase.com/organization/eclear,Grant,"Berlin, Berlin, Germany, Europe",4000000,EUR,4009398,2022-08-30,,,,,No,"eClear uses AI for VAT and customs compliance, providing seamless cross-border solutions.","Accounting, Artificial Intelligence (AI), Financial Services, Payments, Tax Preparation",,https://eclear.com,$1M to $10M,43000000,EUR,46299748,Early Stage Venture,7,German Federal Ministry of Education and Research,1,,German Federal Ministry of Education and Research,"247,206"
