Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,Investor Names,CB Rank (Funding Round)
Series B - Comgy,https://www.crunchbase.com/funding_round/comgy-series-b--d27eb073,Comgy,https://www.crunchbase.com/organization/comgy,Series B,"Berlin, Berlin, Germany, Europe",25000000,EUR,28986247,2021-11-09,Early Stage Venture,,,,Yes,"Comgy digitizes the measurement, visualization and billing of heat, water and electricity consumption in real estate.","Consumer, Energy Efficiency, Real Estate, Software",,https://comgy.io/,Less than $1M,25000000,EUR,28986247,Early Stage Venture,3,,4,,"BonVenture, MOMENI Ventures, Rivas Capital, Verve Ventures","75,086"
Series A - Compado,https://www.crunchbase.com/funding_round/compado-series-a--9b7d0e30,Compado,https://www.crunchbase.com/organization/compado,Series A,"Berlin, Berlin, Germany, Europe",5000000,EUR,5920747,2021-09-01,Early Stage Venture,,,,Yes,"B2B Tech Platform for Contextual Advertising and Content Monetization: Quality Content, Exclusive Media Sites, Contextual Targeting","Advertising, Information Technology, Internet, Marketing",,https://www.compado.com/,$10M to $50M,6000000,EUR,7101866,Early Stage Venture,2,,1,,468 Capital,"130,914"
Series A - Composable Finance,https://www.crunchbase.com/funding_round/composable-finance-series-a--aa9b069f,Composable Finance,https://www.crunchbase.com/organization/composable-finance,Series A,"Berlin, Berlin, Germany, Europe",32000000,USD,32000000,2022-03-31,Early Stage Venture,,,,Yes,Composable Finance is building the interoperable infrastructure for modular DeFi.,"Blockchain, Cryptocurrency, Decentralized Finance (DeFi), Finance, Financial Services",,https://www.composable.finance/,$1M to $10M,39000000,USD,39000000,Early Stage Venture,2,,17,,"0x Ventures, Blockchain Capital, Coinbase Ventures, Digital Finance Group (DFG), Figment, Fundamental Labs, GSR, Ignite, Kosmos Ventures, LongHash Ventures, New Form Capital, NGC Ventures, Polytope Capital, Sanctor Capital, SOSV, The Spartan Group, Yunt Capital","114,854"
Series B - Comtravo,https://www.crunchbase.com/funding_round/comtravo-series-b--389714d5,Comtravo,https://www.crunchbase.com/organization/comtravo,Series B,"Berlin, Berlin, Germany, Europe",9000000,EUR,10021156,2020-01-13,Early Stage Venture,,,,Yes,"Comtravo is a travel and tourism company that specializes in travel management, business travel, and online booking.","Business Travel, Tourism, Travel",,https://www.comtravo.com/en/,$1M to $10M,38500000,EUR,42985170,M&A,4,,2,,"Joop Drechsel, M12 - Microsoft's Venture Fund","653,385"
Series F - Contentful,https://www.crunchbase.com/funding_round/contentful-series-f--40eba5e3,Contentful,https://www.crunchbase.com/organization/contentful,Series F,"Berlin, Berlin, Germany, Europe",175000000,USD,175000000,2021-07-28,Late Stage Venture,2825000000,USD,2825000000,Yes,Contentful offers a headless content management system that helps organizations deliver content across channels.,"Cloud Computing, CMS, Content, Developer Tools, Publishing, SaaS, Software",,https://www.contentful.com,$50M to $100M,349600000,USD,349600000,Late Stage Venture,9,Tiger Global Management,3,,"Base10’s Advancement Initiative, Tidemark, Tiger Global Management","217,900"
Series E - Contentful,https://www.crunchbase.com/funding_round/contentful-series-e--4abc708d,Contentful,https://www.crunchbase.com/organization/contentful,Series E,"Berlin, Berlin, Germany, Europe",80000000,USD,80000000,2020-06-17,Late Stage Venture,,,,Yes,Contentful offers a headless content management system that helps organizations deliver content across channels.,"Cloud Computing, CMS, Content, Developer Tools, Publishing, SaaS, Software",,https://www.contentful.com,$50M to $100M,349600000,USD,349600000,Late Stage Venture,9,Sapphire Ventures,7,3,"Benchmark, Four Rivers Group, General Catalyst, OMERS Ventures, Salesforce Ventures, Sapphire Ventures, Wittington Ventures","329,751"
Series A - Cosuno,https://www.crunchbase.com/funding_round/cosuno-series-a--380897b9,Cosuno,https://www.crunchbase.com/organization/cosuno,Series A,"Berlin, Berlin, Germany, Europe",12500000,EUR,15240074,2021-05-26,Early Stage Venture,,,,Yes,Cosuno - Connecting the World of Construction,"Construction, Software",,https://www.cosuno.de/,,45240074,USD,45240074,Early Stage Venture,3,Spark Capital,12,2,"Apic Investments, Carsten Thoma, Cherry Ventures, Christian Bertermann, David Nothacker, Hakan Koc, Johannes Reck, Julius Koehler, Matthias Hilpert, Nicolaus Schefenacker, PERI, Spark Capital","127,582"
Series B - Cosuno,https://www.crunchbase.com/funding_round/cosuno-series-b--148d5077,Cosuno,https://www.crunchbase.com/organization/cosuno,Series B,"Berlin, Berlin, Germany, Europe",30000000,USD,30000000,2022-02-09,Early Stage Venture,120000000,USD,120000000,Yes,Cosuno - Connecting the World of Construction,"Construction, Software",,https://www.cosuno.de/,,45240074,USD,45240074,Early Stage Venture,3,Avenir,3,2,"Avenir, Cherry Ventures, Spark Capital","366,785"
Series A - Countercheck,https://www.crunchbase.com/funding_round/countercheck-series-a--a038f5f0,Countercheck,https://www.crunchbase.com/organization/countercheck,Series A,"Berlin, Berlin, Germany, Europe",,,,2022-06-01,Early Stage Venture,,,,Yes,Countercheck offers brands the opportunity to scale the removal of counterfeit goods.,"Legal, Logistics",,https://countercheck.com,,,,,Early Stage Venture,2,Beam,1,,Beam,"95,527"
Series A - Cozero,https://www.crunchbase.com/funding_round/cozero-90a8-series-a--347eac20,Cozero,https://www.crunchbase.com/organization/cozero-90a8,Series A,"Berlin, Berlin, Germany, Europe",6500000,EUR,6903708,2024-04-16,Early Stage Venture,,,,Yes,Cozero‘s SaaS empowers companies to decarbonize and boost their business performance.,"Digital Media, Enterprise Software, Logistics, Manufacturing, Printing",Women Founded,https://cozero.io,,6500000,EUR,6903708,Early Stage Venture,1,"EnBW New Ventures, Kvanted Ventures",7,4,"Andre Christ, EnBW New Ventures, Gero Decker, Henrik Larsen, Kvanted Ventures, NewAlpha Asset Management VC, Torben Schreiter","22,653"
"Series A - CURE: One app, all things health",https://www.crunchbase.com/funding_round/cure-we-deliver-health-series-a--8148394f,"CURE: One app, all things health",https://www.crunchbase.com/organization/cure-we-deliver-health,Series A,"Berlin, Berlin, Germany, Europe",15000000,EUR,14981243,2022-09-15,Early Stage Venture,65000000,EUR,64918722,Yes,CURE is a healthcare on-demand company with the vision to be the easiest access to healthcare services without leaving your home.,Health Care,,https://www.getcure.app,$1M to $10M,19631243,USD,19631243,Early Stage Venture,2,Breega,7,3,"Abstract, Artis Ventures (AV), Breega, FJ Labs, J12, Pi Labs, Stratus Ventures","458,875"
Series A - CYCLE,https://www.crunchbase.com/funding_round/gethenry-series-a--905094dd,CYCLE,https://www.crunchbase.com/organization/gethenry,Series A,"Berlin, Berlin, Germany, Europe",10300000,EUR,11541146,2023-07-19,Early Stage Venture,,,,Yes,CYCLE provides serviced electric vehicles for last-mile delivery companies and couriers.,"Electric Vehicle, Transportation",,https://cycle.eco,,29902187,USD,29902187,Early Stage Venture,8,Scania Growth Capital,8,4,"APX, EnBW New Ventures, Founder Collective, LocalGlobe, Scania Growth Capital, SpeedUp Venture Capital Group, Third Sphere, Visionaries Club","545,504"
Series A - Dance,https://www.crunchbase.com/funding_round/dance-series-a--fb5561f5,Dance,https://www.crunchbase.com/organization/dance,Series A,"Berlin, Berlin, Germany, Europe",16500000,EUR,19282143,2021-09-28,Early Stage Venture,,,,Yes,Dance is an e-bike subscription service where users pay a monthly fee that covers their bikes and provides an all-inclusive support package.,"Consumer, Electric Vehicle, Internet, Software, Subscription Service",,https://www.dance.co/,$1M to $10M,67500000,EUR,76451708,,8,Eurazeo,10,3,"Atlantic Labs, BlueYard Capital, Dave Morin, Eurazeo, HV Capital, James Higa, Nicolas Berggruen, Planet A Ventures, Roxanne Varza, Verena Pausder","212,349"
Series A - Dance,https://www.crunchbase.com/funding_round/dance-series-a--837f3511,Dance,https://www.crunchbase.com/organization/dance,Series A,"Berlin, Berlin, Germany, Europe",15000000,EUR,17722033,2020-10-22,Early Stage Venture,,,,Yes,Dance is an e-bike subscription service where users pay a monthly fee that covers their bikes and provides an all-inclusive support package.,"Consumer, Electric Vehicle, Internet, Software, Subscription Service",,https://www.dance.co/,$1M to $10M,67500000,EUR,76451708,,8,HV Capital,1,1,HV Capital,"483,670"
Series B - deepset,https://www.crunchbase.com/funding_round/deepset-series-b--3ec0e3af,deepset,https://www.crunchbase.com/organization/deepset,Series B,"Berlin, Berlin, Germany, Europe",27000000,EUR,29638704,2023-08-09,Early Stage Venture,,,,Yes,deepset is the company behind Haystack open-source LLM framework and deepset Cloud — an LLM platform for enterprise AI teams.,"Artificial Intelligence (AI), Generative AI, Machine Learning, Natural Language Processing, Open Source, Search Engine, Semantic Search",,https://deepset.ai,$10M to $50M,45238704,USD,45238704,Early Stage Venture,3,Balderton Capital,6,2,"Balderton Capital, Google Ventures, Harpoon, Lunar Ventures, SignalRank Corporation, System.One","42,960"
Series A - deepset,https://www.crunchbase.com/funding_round/deepset-series-a--bc9fd5c4,deepset,https://www.crunchbase.com/organization/deepset,Series A,"Berlin, Berlin, Germany, Europe",14000000,USD,14000000,2022-04-28,Early Stage Venture,,,,Yes,deepset is the company behind Haystack open-source LLM framework and deepset Cloud — an LLM platform for enterprise AI teams.,"Artificial Intelligence (AI), Generative AI, Machine Learning, Natural Language Processing, Open Source, Search Engine, Semantic Search",,https://deepset.ai,$10M to $50M,45238704,USD,45238704,Early Stage Venture,3,Google Ventures,9,1,"Acequia Capital (AceCap), Alexander Ratner, Emil Eifrem, Google Ventures, Harpoon, Lunar Ventures, Mustafa Suleyman, Spencer Kimball, System.One","300,787"
Post-IPO Equity - Delivery Hero,https://www.crunchbase.com/funding_round/delivery-hero-post-ipo-equity--cfa8887b,Delivery Hero,https://www.crunchbase.com/organization/delivery-hero,Post-IPO Equity,"Berlin, Berlin, Germany, Europe",300000000,USD,300000000,2024-05-14,,,,,Yes,Delivery Hero is a network of online food ordering sites with over 100 restaurant partners worldwide.,"Delivery, Delivery Service, E-Commerce, Food Delivery, Internet, Same Day Delivery",,http://www.deliveryhero.com,$1B to $10B,10182351313,USD,10182351313,M&A,22,Uber,1,,Uber,"71,496"
Post-IPO Secondary - Delivery Hero,https://www.crunchbase.com/funding_round/delivery-hero-post-ipo-secondary--67914252,Delivery Hero,https://www.crunchbase.com/organization/delivery-hero,Post-IPO Secondary,"Berlin, Berlin, Germany, Europe",200000000,EUR,235908034,2021-08-28,,,,,No,Delivery Hero is a network of online food ordering sites with over 100 restaurant partners worldwide.,"Delivery, Delivery Service, E-Commerce, Food Delivery, Internet, Same Day Delivery",,http://www.deliveryhero.com,$1B to $10B,10182351313,USD,10182351313,M&A,22,,1,,Östberg Group,"240,156"
Post-IPO Debt - Delivery Hero,https://www.crunchbase.com/funding_round/delivery-hero-post-ipo-debt--467e8444,Delivery Hero,https://www.crunchbase.com/organization/delivery-hero,Post-IPO Debt,"Berlin, Berlin, Germany, Europe",1250000000,EUR,1484881530,2021-09-03,,,,,No,Delivery Hero is a network of online food ordering sites with over 100 restaurant partners worldwide.,"Delivery, Delivery Service, E-Commerce, Food Delivery, Internet, Same Day Delivery",,http://www.deliveryhero.com,$1B to $10B,10182351313,USD,10182351313,M&A,22,,,,,"589,652"
Post-IPO Debt - Delivery Hero,https://www.crunchbase.com/funding_round/delivery-hero-post-ipo-debt--7a08ca4a,Delivery Hero,https://www.crunchbase.com/organization/delivery-hero,Post-IPO Debt,"Berlin, Berlin, Germany, Europe",2300000000,EUR,2550861970,2020-01-17,,,,,No,Delivery Hero is a network of online food ordering sites with over 100 restaurant partners worldwide.,"Delivery, Delivery Service, E-Commerce, Food Delivery, Internet, Same Day Delivery",,http://www.deliveryhero.com,$1B to $10B,10182351313,USD,10182351313,M&A,22,,,,,"656,166"
Post-IPO Secondary - Delivery Hero,https://www.crunchbase.com/funding_round/delivery-hero-post-ipo-secondary--d9f40ca2,Delivery Hero,https://www.crunchbase.com/organization/delivery-hero,Post-IPO Secondary,"Berlin, Berlin, Germany, Europe",1200000000,EUR,1480613221,2021-01-06,,,,,No,Delivery Hero is a network of online food ordering sites with over 100 restaurant partners worldwide.,"Delivery, Delivery Service, E-Commerce, Food Delivery, Internet, Same Day Delivery",,http://www.deliveryhero.com,$1B to $10B,10182351313,USD,10182351313,M&A,22,,5,,"Altos Ventures, BonAngels Venture Partners, Broad Street Funds, Greenspring Associates, Hillhouse Investment","506,233"
Post-IPO Debt - Delivery Hero,https://www.crunchbase.com/funding_round/delivery-hero-post-ipo-debt--7a90f845,Delivery Hero,https://www.crunchbase.com/organization/delivery-hero,Post-IPO Debt,"Berlin, Berlin, Germany, Europe",1400000000,EUR,1536514724,2022-04-04,,,,,No,Delivery Hero is a network of online food ordering sites with over 100 restaurant partners worldwide.,"Delivery, Delivery Service, E-Commerce, Food Delivery, Internet, Same Day Delivery",,http://www.deliveryhero.com,$1B to $10B,10182351313,USD,10182351313,M&A,22,,,,,"581,427"
Series A - delphai,https://www.crunchbase.com/funding_round/delphai-series-a--21c97a3d,delphai,https://www.crunchbase.com/organization/delphai,Series A,"Berlin, Berlin, Germany, Europe",3800000,EUR,4065041,2023-06-06,Early Stage Venture,,,,Yes,delphai is your premier analytics platform for actionable insights on the innovations and companies driving change across industries.,"Analytics, Artificial Intelligence (AI), Big Data, Business Intelligence, Information Technology, Machine Learning, Market Research, Software",,https://www.delphai.com/,$1M to $10M,4700000,EUR,5027814,Early Stage Venture,3,,4,2,"Airbridge Equity Partners, Hyle Capital Partners, Newion, Trafo Investment","600,486"
Series A - Digital Spine,https://www.crunchbase.com/funding_round/digital-spine-series-a--d4e24ba1,Digital Spine,https://www.crunchbase.com/organization/digital-spine,Series A,"Berlin, Berlin, Germany, Europe",,,,2022-06-15,Early Stage Venture,,,,Yes,Smart Building IoT Solutions with PaaS and APIaaS,"Information Technology, Internet of Things, Property Management, Smart Building, Software",,https://www.digitalspine.io,$1M to $10M,,,,,3,,2,,"Join Capital, Phoenix Contact Innovation Ventures","58,843"
Series C - Distribusion Technologies,https://www.crunchbase.com/funding_round/distribusion-series-c--cd6d38b3,Distribusion Technologies,https://www.crunchbase.com/organization/distribusion,Series C,"Berlin, Berlin, Germany, Europe",80000000,USD,80000000,2024-09-26,Late Stage Venture,,,,Yes,"Distribusion is a global platform making ground transportation accessible, benefiting society and the environment.","Information Technology, Mobile, Software, Tourism, Transportation, Travel",,http://www.distribusion.com/,$1M to $10M,119497014,USD,119497014,Late Stage Venture,4,TQ Ventures,2,2,"Lightrock, TQ Ventures","7,050"
Series B - Distribusion Technologies,https://www.crunchbase.com/funding_round/distribusion-series-b--918190b7,Distribusion Technologies,https://www.crunchbase.com/organization/distribusion,Series B,"Berlin, Berlin, Germany, Europe",30000000,EUR,31311351,2022-06-14,Early Stage Venture,,,,Yes,"Distribusion is a global platform making ground transportation accessible, benefiting society and the environment.","Information Technology, Mobile, Software, Tourism, Transportation, Travel",,http://www.distribusion.com/,$1M to $10M,119497014,USD,119497014,Late Stage Venture,4,Lightrock,3,2,"Creandum, Lightrock, Northzone","405,170"
Series A - Dive,https://www.crunchbase.com/funding_round/dive-solutions-series-a--4fdc0a3a,Dive,https://www.crunchbase.com/organization/dive-solutions,Series A,"Berlin, Berlin, Germany, Europe",10000000,USD,10000000,2024-06-05,Early Stage Venture,,,,Yes,Simulation software to help engineers to focus on just engineering (Enterprise SaaS).,"Manufacturing, SaaS, Software",,https://www.dive-solutions.de/,Less than $1M,10000000,USD,10000000,Early Stage Venture,3,D. E. Shaw & Co.,4,1,"D. E. Shaw & Co., First Momentum Ventures, Segenia Capital, Senovo","23,389"
Series A - doctorly,https://www.crunchbase.com/funding_round/doctorly-series-a--9eb72eba,doctorly,https://www.crunchbase.com/organization/doctorly,Series A,"Berlin, Berlin, Germany, Europe",9390000,EUR,9931474,2023-02-28,Early Stage Venture,,,,Yes,Doctorly is a health tech company that offers a cloud-based practice management platform for doctors.,"Health Care, Medical, mHealth, SaaS, Software",,http://www.doctorly.de,Less than $1M,21090000,EUR,22707007,Early Stage Venture,6,"Horizons Ventures, WELL Health Technologies",8,2,"Calm/Storm Ventures, Horizons Ventures, Plug and Play, Seedcamp, Speedinvest, The Delta, UNIQA Ventures, WELL Health Technologies","223,038"
Series A - doctorly,https://www.crunchbase.com/funding_round/doctorly-series-a--0414eab7,doctorly,https://www.crunchbase.com/organization/doctorly,Series A,"Berlin, Berlin, Germany, Europe",6700000,EUR,7146956,2023-11-09,Early Stage Venture,,,,Yes,Doctorly is a health tech company that offers a cloud-based practice management platform for doctors.,"Health Care, Medical, mHealth, SaaS, Software",,http://www.doctorly.de,Less than $1M,21090000,EUR,22707007,Early Stage Venture,6,Simon Capital,3,1,"Geschwister Oetker, Simon Capital, UNIQA Ventures","589,425"
Series A - Dopavision,https://www.crunchbase.com/funding_round/dopavision-series-a--832bfcfb,Dopavision,https://www.crunchbase.com/organization/dopavision,Series A,"Berlin, Berlin, Germany, Europe",12000000,EUR,14199705,2021-07-14,Early Stage Venture,,,,Yes,Dopavision is a therapeutic company developing a digital therapeutic for myopia.,"Biotechnology, Health Care, Medical Device, Therapeutics",,http://www.dopavision.com,,13200000,EUR,15566085,Early Stage Venture,2,Seventure Partners,5,3,"Ababax.Health, Boehringer Ingelheim Venture Fund, dRx Capital, Novartis Pharma, Seventure Partners","395,486"
Series A - Dryad Networks,https://www.crunchbase.com/funding_round/dryad-3351-series-a--13ecc757,Dryad Networks,https://www.crunchbase.com/organization/dryad-3351,Series A,"Berlin, Berlin, Germany, Europe",,,,2023-07-27,Early Stage Venture,,,,Yes,Dryad Networks offers early wildfire detection systems to prevent forest fires by continuously monitoring environmental conditions.,"Analytics, GreenTech, Information Technology, Internet of Things, Telecommunications",,http://www.dryad.net,$1M to $10M,25800000,EUR,27424629,,8,TELUS Pollinator Fund for Good,1,1,TELUS Pollinator Fund for Good,"457,652"
Series A - Dryad Networks,https://www.crunchbase.com/funding_round/dryad-3351-series-a--868d978b,Dryad Networks,https://www.crunchbase.com/organization/dryad-3351,Series A,"Berlin, Berlin, Germany, Europe",10500000,EUR,10464932,2022-08-23,Early Stage Venture,,,,Yes,Dryad Networks offers early wildfire detection systems to prevent forest fires by continuously monitoring environmental conditions.,"Analytics, GreenTech, Information Technology, Internet of Things, Telecommunications",,http://www.dryad.net,$1M to $10M,25800000,EUR,27424629,,8,eCAPITAL ENTREPRENEURIAL PARTNERS,8,4,"Data Tech Fund, eCAPITAL ENTREPRENEURIAL PARTNERS, Kayak Ventures, Semtech, STIHL Ventures, TELUS Pollinator Fund for Good, Time Ventures, Toba Capital","618,058"
Series B - eClear,https://www.crunchbase.com/funding_round/eclear-series-b--7e92c9c7,eClear,https://www.crunchbase.com/organization/eclear,Series B,"Berlin, Berlin, Germany, Europe",2500000,EUR,2748337,2023-12-14,Early Stage Venture,157500000,EUR,173145230,Yes,"eClear uses AI for VAT and customs compliance, providing seamless cross-border solutions.","Accounting, Artificial Intelligence (AI), Financial Services, Payments, Tax Preparation",,https://eclear.com,$1M to $10M,43000000,EUR,46299748,Early Stage Venture,7,,,,,"161,370"
Series B - eClear,https://www.crunchbase.com/funding_round/eclear-series-b--61f59cb9,eClear,https://www.crunchbase.com/organization/eclear,Series B,"Berlin, Berlin, Germany, Europe",16500000,EUR,17397099,2022-04-30,Early Stage Venture,145000000,EUR,152883595,Yes,"eClear uses AI for VAT and customs compliance, providing seamless cross-border solutions.","Accounting, Artificial Intelligence (AI), Financial Services, Payments, Tax Preparation",,https://eclear.com,$1M to $10M,43000000,EUR,46299748,Early Stage Venture,7,,,,,"555,263"
Series B - eClear,https://www.crunchbase.com/funding_round/eclear-series-b--2116feda,eClear,https://www.crunchbase.com/organization/eclear,Series B,"Berlin, Berlin, Germany, Europe",6500000,EUR,6969015,2023-05-28,Early Stage Venture,152000000,EUR,162967728,Yes,"eClear uses AI for VAT and customs compliance, providing seamless cross-border solutions.","Accounting, Artificial Intelligence (AI), Financial Services, Payments, Tax Preparation",,https://eclear.com,$1M to $10M,43000000,EUR,46299748,Early Stage Venture,7,,,,,"588,301"
Series A - Ecoligo,https://www.crunchbase.com/funding_round/ecoligo-series-a--a02c5498,Ecoligo,https://www.crunchbase.com/organization/ecoligo,Series A,"Berlin, Berlin, Germany, Europe",10000000,EUR,9843847,2022-10-17,Early Stage Venture,,,,Yes,"Ecoligo is an impact investment provider, implementing solar energy solutions that generate economic and environmental returns.","Clean Energy, Impact Investing, Renewable Energy, Solar",,https://www.ecoligo.com,$10M to $50M,32866134,USD,32866134,,7,Fotowatio Renewable Ventures,1,2,Fotowatio Renewable Ventures,"509,759"
Series A - ecoworks,https://www.crunchbase.com/funding_round/ecoworks-series-a--a9f61a0a,ecoworks,https://www.crunchbase.com/organization/ecoworks,Series A,"Berlin, Berlin, Germany, Europe",40700095,EUR,44743030,2023-12-14,Early Stage Venture,,,,Yes,Ecoworks specializes in climate-neutral renovations and modernizations for apartment buildings.,"Construction, Industrial Engineering",,https://www.ecoworks.tech,$1B to $10B,78912880,EUR,86875785,Early Stage Venture,7,World Fund,4,4,"Haniel, Isai, KOMPAS VC, World Fund","82,109"
Series A - ecoworks,https://www.crunchbase.com/funding_round/ecoworks-series-a--1ce46cb5,ecoworks,https://www.crunchbase.com/organization/ecoworks,Series A,"Berlin, Berlin, Germany, Europe",22000000,EUR,24269167,2023-07-28,Early Stage Venture,,,,Yes,Ecoworks specializes in climate-neutral renovations and modernizations for apartment buildings.,"Construction, Industrial Engineering",,https://www.ecoworks.tech,$1B to $10B,78912880,EUR,86875785,Early Stage Venture,7,PT1,5,1,"ALP.X Group, Blackhorn Ventures, ERIC Opportunity Club, PT1, Zacua Ventures","199,879"
Series C - ELEMENT Insurance,https://www.crunchbase.com/funding_round/element-insurance-ag-series-c--40ad4c0f,ELEMENT Insurance,https://www.crunchbase.com/organization/element-insurance-ag,Series C,"Berlin, Berlin, Germany, Europe",50000000,EUR,54162496,2024-03-26,Late Stage Venture,,,,Yes,ELEMENT Insurance is a technology company that offers white-label product solutions for digital insurance.,"B2B, Financial Services, Insurance, InsurTech",,https://www.element.in,$500M to $1B,137400000,EUR,152126699,Late Stage Venture,7,,2,,"Alma Mundi Ventures, Versorgungswerk Zahnärztekammer Berlin","53,099"
Series B - ELEMENT Insurance,https://www.crunchbase.com/funding_round/element-insurance-ag-series-b--9b7c0a14,ELEMENT Insurance,https://www.crunchbase.com/organization/element-insurance-ag,Series B,"Berlin, Berlin, Germany, Europe",21400000,EUR,21572581,2022-07-15,Early Stage Venture,,,,Yes,ELEMENT Insurance is a technology company that offers white-label product solutions for digital insurance.,"B2B, Financial Services, Insurance, InsurTech",,https://www.element.in,$500M to $1B,137400000,EUR,152126699,Late Stage Venture,7,Versorgungswerk Zahnärztekammer Berlin,4,1,"Alma Mundi Ventures, Ilavska Vuillermoz Capital, Versorgungswerk Zahnärztekammer Berlin, Witan Investment","483,792"
Series A - ELEMENT Insurance,https://www.crunchbase.com/funding_round/element-insurance-ag-series-a--a015135e,ELEMENT Insurance,https://www.crunchbase.com/organization/element-insurance-ag,Series A,"Berlin, Berlin, Germany, Europe",10000000,EUR,11844005,2020-08-19,Early Stage Venture,,,,Yes,ELEMENT Insurance is a technology company that offers white-label product solutions for digital insurance.,"B2B, Financial Services, Insurance, InsurTech",,https://www.element.in,$500M to $1B,137400000,EUR,152126699,Late Stage Venture,7,Sony Financial Ventures,5,1,"finleap, Global Brain Corporation, SBI Investment, Sony Financial Ventures, Versorgungswerk Zahnärztekammer Berlin","520,759"
Series C - emmy,https://www.crunchbase.com/funding_round/emmy-sharing-series-c--d9a5ec2d,emmy,https://www.crunchbase.com/organization/emmy-sharing,Series C,"Berlin, Berlin, Germany, Europe",,,,2020-12-16,Late Stage Venture,,,,Yes,emmy offers free floating electric moped sharing.,"Apps, Last Mile Transportation, Transportation, Travel",,http://www.emmy-sharing.de/,$1M to $10M,25000,USD,25000,M&A,5,,2,,"BonVenture, IBB Ventures","334,018"
Series B - emnify,https://www.crunchbase.com/funding_round/emnify-series-b--2404ad23,emnify,https://www.crunchbase.com/organization/emnify,Series B,"Berlin, Berlin, Germany, Europe",57000000,USD,57000000,2022-01-20,Early Stage Venture,,,,Yes,"EMnify is the leading cloud building block for cellular communications in the IoT stack, connecting millions of IoT devices globally.","Cloud Computing, Developer APIs, Enterprise Software, IaaS, Internet of Things, PaaS, SaaS, Telecommunications",,http://www.emnify.com,$1M to $10M,79904160,USD,79904160,Early Stage Venture,4,One Peak,1,1,One Peak,"160,252"
Post-IPO Equity - Enapter,https://www.crunchbase.com/funding_round/enapter-post-ipo-equity--a819c5f5,Enapter,https://www.crunchbase.com/organization/enapter,Post-IPO Equity,"Berlin, Berlin, Germany, Europe",18200000,EUR,22000604,2021-02-16,,,,,Yes,Enapter makes hydrogen generators with patented Anion Exchange Membrane (AEM) technology and energy management software.,"Energy, Oil and Gas, Renewable Energy, Software",,https://www.enapter.com,$10M to $50M,132246582,USD,132246582,IPO,9,,,,,"240,464"
Series B - Enapter,https://www.crunchbase.com/funding_round/enapter-series-b--03c62f2c,Enapter,https://www.crunchbase.com/organization/enapter,Series B,"Berlin, Berlin, Germany, Europe",5300000,EUR,5856923,2020-03-01,Early Stage Venture,,,,Yes,Enapter makes hydrogen generators with patented Anion Exchange Membrane (AEM) technology and energy management software.,"Energy, Oil and Gas, Renewable Energy, Software",,https://www.enapter.com,$10M to $50M,132246582,USD,132246582,IPO,9,,,,,"261,959"
Post-IPO Equity - Enapter,https://www.crunchbase.com/funding_round/enapter-post-ipo-equity--9a2d8715,Enapter,https://www.crunchbase.com/organization/enapter,Post-IPO Equity,"Berlin, Berlin, Germany, Europe",30000000,EUR,35047097,2021-10-28,,561329881,EUR,655766102,Yes,Enapter makes hydrogen generators with patented Anion Exchange Membrane (AEM) technology and energy management software.,"Energy, Oil and Gas, Renewable Energy, Software",,https://www.enapter.com,$10M to $50M,132246582,USD,132246582,IPO,9,,,,,"646,413"
Post-IPO Equity - Enapter,https://www.crunchbase.com/funding_round/enapter-post-ipo-equity--d27de89a,Enapter,https://www.crunchbase.com/organization/enapter,Post-IPO Equity,"Berlin, Berlin, Germany, Europe",20000000,EUR,21373892,2022-05-25,,,,,Yes,Enapter makes hydrogen generators with patented Anion Exchange Membrane (AEM) technology and energy management software.,"Energy, Oil and Gas, Renewable Energy, Software",,https://www.enapter.com,$10M to $50M,132246582,USD,132246582,IPO,9,Johnson Matthey,1,,Johnson Matthey,"382,265"
Post-IPO Debt - Enapter,https://www.crunchbase.com/funding_round/enapter-post-ipo-debt--a5f47f10,Enapter,https://www.crunchbase.com/organization/enapter,Post-IPO Debt,"Berlin, Berlin, Germany, Europe",25000000,EUR,26671162,2023-03-01,,,,,No,Enapter makes hydrogen generators with patented Anion Exchange Membrane (AEM) technology and energy management software.,"Energy, Oil and Gas, Renewable Energy, Software",,https://www.enapter.com,$10M to $50M,132246582,USD,132246582,IPO,9,Patrimonium Asset Management,1,,Patrimonium Asset Management,"438,095"
Series A - Endel,https://www.crunchbase.com/funding_round/endel-series-a--a7d9607e,Endel,https://www.crunchbase.com/organization/endel,Series A,"Berlin, Berlin, Germany, Europe",5000000,USD,5000000,2020-09-23,Early Stage Venture,,,,Yes,"Endel is a cross-platform audio ecosystem that creates personalized soundscapes to reduce stress, improve sleep, and boost productivity.","Mobile, Music, Personal Health, Productivity Tools, Smart Home",,http://endel.io,Less than $1M,21221791,USD,21221791,Early Stage Venture,6,True Ventures,8,2,"Amazon Alexa Fund, Impulse VC, Plus Eight Equity Fund LP, Supermoon Capital, Target Global, Techstars, True Ventures, Waverley Capital","495,153"
