Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,Investor Names,CB Rank (Funding Round)
Venture Round - Marvel Fusion,https://www.crunchbase.com/funding_round/marvel-fusion-series-unknown--36ca83f1,Marvel Fusion,https://www.crunchbase.com/organization/marvel-fusion,Venture - Series Unknown,"Munich, Bayern, Germany, Europe",15000000,EUR,16347348,2024-07-15,,,,,Yes,Marvel Fusion is a developer of fusion energy technology used to offer environment-friendly and safe energy.,"Electronics, Energy, Laser",,https://marvelfusion.com,,115300000,EUR,129012544,Early Stage Venture,4,EIC Accelerator,1,,EIC Accelerator,"51,500"
Pre Seed Round - Meaningful,https://www.crunchbase.com/funding_round/meaningful-cx-pre-seed--b3022e1a,Meaningful,https://www.crunchbase.com/organization/meaningful-cx,Pre-Seed,"Munich, Bayern, Germany, Europe",100000,EUR,108559,2024-03-05,Seed,,,,Yes,Supercharge your market research.,"Artificial Intelligence (AI), Information Technology, Market Research, Predictive Analytics",,https://www.meaningful.app,,100000,EUR,108559,Seed,1,,1,,Antler,"64,485"
Grant - Mentessa,https://www.crunchbase.com/funding_round/mentessa-grant--c9647cc0,Mentessa,https://www.crunchbase.com/organization/mentessa,Grant,"Munich, Bayern, Germany, Europe",,,,2024-01-22,,,,,No,"Mentessa empowers organizations to foster meaningful connections, enabling learning, growth, and equal opportunities in the workplace.","Artificial Intelligence (AI), Collaboration, Education, Professional Networking, Skill Assessment",,https://www.mentessa.com/,$1M to $10M,1000000,EUR,1121436,Seed,2,EIT Digital,1,1,EIT Digital,"74,939"
Venture Round - MOBIKO,https://www.crunchbase.com/funding_round/mobiko-series-unknown--d7d51302,MOBIKO,https://www.crunchbase.com/organization/mobiko,Venture - Series Unknown,"Munich, Bayern, Germany, Europe",,,,2024-04-04,,,,,Yes,MOBIKO is a mobility management software company.,"Software, Travel",,https://mobiko.net,Less than $1M,,,,,2,"Bâloise Holding, SFO",2,,"Bâloise Holding, SFO","54,938"
Venture Round - neoshare AG,https://www.crunchbase.com/funding_round/neoloan-series-unknown--f4127a2e,neoshare AG,https://www.crunchbase.com/organization/neoloan,Venture - Series Unknown,"Munich, Bayern, Germany, Europe",19000000,EUR,20244382,2024-04-22,,,,,Yes,neoshare revolutionizes large-volume debt financings using cutting edge technology paired with an in-house Debt Advisory.,"Artificial Intelligence (AI), B2B, Finance, Financial Services, SaaS, Software",,https://neoshare.de,$1M to $10M,19000000,EUR,20244382,,2,Volksbanken Raiffeisenbanken.,2,,"Pottinger real estate group, Volksbanken Raiffeisenbanken.","26,851"
Private Equity Round - neurocare group,https://www.crunchbase.com/funding_round/neurocare-group-private-equity--3b0b2cf2,neurocare group,https://www.crunchbase.com/organization/neurocare-group,Private Equity,"Munich, Bayern, Germany, Europe",16000000,EUR,17120045,2024-04-24,Private Equity,,,,Yes,Neurocare group provides mental health and performance by personalizing therapy following a detailed assessment.,Mental Health,,http://www.neurocaregroup.com,$100M to $500M,16000000,EUR,17120045,Private Equity,1,TVM Capital Healthcare,1,1,TVM Capital Healthcare,"22,688"
Pre Seed Round - Olivaw Robotics,https://www.crunchbase.com/funding_round/olivaw-robotics-pre-seed--c752e5a1,Olivaw Robotics,https://www.crunchbase.com/organization/olivaw-robotics,Pre-Seed,"Munich, Bayern, Germany, Europe",1200000,EUR,1303458,2024-04-08,Seed,,,,Yes,"Olivaw Robotics is a platform developed to help robot manufacturers, distributors in operating their own robotic networks.","Robotic Process Automation (RPA), Robotics",,https://olivaw.ai,,1200000,EUR,1303458,Seed,1,,2,,"Plug and Play, Sebastian Winkler von Mohrenfels","38,248"
Series B - OroraTech,https://www.crunchbase.com/funding_round/ororatech-series-b--6b0ad1fc,OroraTech,https://www.crunchbase.com/organization/ororatech,Series B,"Munich, Bayern, Germany, Europe",25000000,EUR,27267988,2024-10-15,Early Stage Venture,,,,Yes,OroraTech is an intelligence-as-a-service company that uses thermal data to provide wildfire detection and monitoring solutions.,"Business Intelligence, Environmental Engineering, Forestry, Geospatial, GreenTech, Information Services, Predictive Analytics, Sustainability",,https://ororatech.com,$10M to $50M,48415000,EUR,52828075,Early Stage Venture,10,"Bayern Kapital, European Circular Bioeconomy Fund, Korys",7,6,"Ananda Impact Ventures, Bayern Kapital, ConActivity KG, Edaphon, European Circular Bioeconomy Fund, Findus Venture, Korys","4,357"
Pre Seed Round - Papayo,https://www.crunchbase.com/funding_round/papayo-f357-pre-seed--f7aafec0,Papayo,https://www.crunchbase.com/organization/papayo-f357,Pre-Seed,"Munich, Bayern, Germany, Europe",100000,EUR,107846,2024-02-10,Seed,,,,Yes,Papayo provides AI tools that help HR and recruitment teams boost productivity and improve work-life balance.,"Artificial Intelligence (AI), Human Resources, Productivity Tools",,https://papayo.ai/,,100000,EUR,107846,Seed,1,,1,,Antler,"187,384"
Venture Round - Parkstory,https://www.crunchbase.com/funding_round/parkstory-series-unknown--9ab718bd,Parkstory,https://www.crunchbase.com/organization/parkstory,Venture - Series Unknown,"Munich, Bayern, Germany, Europe",1000000,EUR,1091328,2024-10-14,,,,,Yes,Parkstory offers fully automated parking solutions that are supported by artificial intelligence.,Parking,,https://parkstory.com,,1000000,EUR,1091328,,1,BayBG Venture Capital,1,1,BayBG Venture Capital,"67,264"
Seed Round - phelas,https://www.crunchbase.com/funding_round/phelas-seed--d71e6a17,phelas,https://www.crunchbase.com/organization/phelas,Seed,"Munich, Bayern, Germany, Europe",4100000,EUR,4450915,2024-03-05,Seed,,,,Yes,phelas develops the solution for the energy transition to use solar and wind power.,Energy,,https://phelas.com/,,4700000,EUR,5153083,Seed,3,E44 Ventures,4,2,"Axon Partners Group, BNV Partners, E44 Ventures, Hubraum","43,684"
Series A - Pionierkraft,https://www.crunchbase.com/funding_round/pionierkraft-series-a--75406183,Pionierkraft,https://www.crunchbase.com/organization/pionierkraft,Series A,"Munich, Bayern, Germany, Europe",,,,2024-10-10,Early Stage Venture,,,,Yes,Pionierkraft develops a sustainable solution that increases the proportion of energy consumed on-site.,"Energy, Energy Efficiency, Renewable Energy",,https://pionierkraft.de/,$1M to $10M,925035,EUR,1087381,Early Stage Venture,3,First Imagine! Ventures,2,1,"EIT InnoEnergy, First Imagine! Ventures","11,579"
Series B - Planet A Foods,https://www.crunchbase.com/funding_round/qoa-series-b--6b2eefa6,Planet A Foods,https://www.crunchbase.com/organization/qoa,Series B,"Munich, Bayern, Germany, Europe",30000000,USD,30000000,2024-12-05,Early Stage Venture,,,,Yes,Planet A Foods is a B2B sustainable ingredients company that specializes in the production of cocoa-free chocolate.,"Food and Beverage, Manufacturing, Sustainability",,https://planet-a-foods.com,$1M to $10M,73330948,USD,73330948,Early Stage Venture,5,"Burda Principal Investments, Zintinus",8,2,"Bayern Kapital, BayWa Venture, Burda Principal Investments, Cherry Ventures, Omnes Capital, Tengelmann Ventures, World Fund, Zintinus",209
Series A - Planet A Foods,https://www.crunchbase.com/funding_round/qoa-series-a--169d58e8,Planet A Foods,https://www.crunchbase.com/organization/qoa,Series A,"Munich, Bayern, Germany, Europe",15400000,USD,15400000,2024-02-01,Early Stage Venture,,,,Yes,Planet A Foods is a B2B sustainable ingredients company that specializes in the production of cocoa-free chocolate.,"Food and Beverage, Manufacturing, Sustainability",,https://planet-a-foods.com,$1M to $10M,73330948,USD,73330948,Early Stage Venture,5,World Fund,8,1,"Cherry Ventures, Feast Ventrues, Fifty Years, Mudcake, Nucleus Capital, Omnes Capital, TriplePoint Capital, World Fund","3,676"
Series A - planqc,https://www.crunchbase.com/funding_round/planqc-series-a--8b35ec20,planqc,https://www.crunchbase.com/organization/planqc,Series A,"Munich, Bayern, Germany, Europe",30000000,EUR,32492113,2024-07-08,Early Stage Venture,,,,Yes,creating quantum computers atom by atom,"Computer, Hardware, Quantum Computing",,https://planqc.eu,,50000000,EUR,54106724,Early Stage Venture,4,"CATRON Holding, DeepTech & Climate Fonds",6,4,"Bayern Kapital, CATRON Holding, DeepTech & Climate Fonds, Max Planck Foundation, Speedinvest, UVC Partners","2,010"
Grant - planqc,https://www.crunchbase.com/funding_round/planqc-grant--f99ea286,planqc,https://www.crunchbase.com/organization/planqc,Grant,"Munich, Bayern, Germany, Europe",20000000,EUR,21614611,2024-06-08,,,,,No,creating quantum computers atom by atom,"Computer, Hardware, Quantum Computing",,https://planqc.eu,,50000000,EUR,54106724,Early Stage Venture,4,German Federal Ministry of Education and Research,1,,German Federal Ministry of Education and Research,"3,189"
Series A - Predium,https://www.crunchbase.com/funding_round/predium-series-a--c9bbd5a6,Predium,https://www.crunchbase.com/organization/predium,Series A,"Munich, Bayern, Germany, Europe",13000000,EUR,13700233,2024-11-28,Early Stage Venture,,,,Yes,The Real Estate Intelligence Platform for sustainable capital decisions,"Information Services, Real Estate, Software",,https://www.predium.de/,$1M to $10M,19100000,EUR,20244176,Early Stage Venture,3,Norrsken VC,8,5,"b2venture, Christoph Zoeller, Joachim Drees, Maximilian Viessmann, Mutschler Ventures AG, Norrsken VC, Reimann Investors, UVC Partners",142
Series A - PROBIS,https://www.crunchbase.com/funding_round/probis-a8bc-series-a--c34c4435,PROBIS,https://www.crunchbase.com/organization/probis-a8bc,Series A,"Munich, Bayern, Germany, Europe",,,,2024-08-13,Early Stage Venture,,,,Yes,PROBIS is a cloud-based platform for cost management and multi-project controlling in construction.,"Asset Management, Construction, FinTech, PropTech, Real Estate, Software",,https://en.prob.is,$1M to $10M,,,,Early Stage Venture,1,JLL Spark,2,3,"JLL Spark, SCALEHOUSE Capital","14,121"
Grant - Proxima Fusion,https://www.crunchbase.com/funding_round/proxima-fusion-grant--aef14610,Proxima Fusion,https://www.crunchbase.com/organization/proxima-fusion,Grant,"Munich, Bayern, Germany, Europe",6500000,EUR,7113022,2024-10-12,,,,,No,Proxima Fusion creates new types of power plants using stellarators that optimised to create magnetic cages for high-energy particles.,"Energy, Power Grid",,https://www.proximafusion.com/,,51500000,EUR,55957502,Seed,7,German Federal Ministry of Education and Research,1,,German Federal Ministry of Education and Research,"5,447"
Seed Round - Proxima Fusion,https://www.crunchbase.com/funding_round/proxima-fusion-seed--7bffe85c,Proxima Fusion,https://www.crunchbase.com/organization/proxima-fusion,Seed,"Munich, Bayern, Germany, Europe",20000000,EUR,21717790,2024-04-09,Seed,,,,Yes,Proxima Fusion creates new types of power plants using stellarators that optimised to create magnetic cages for high-energy particles.,"Energy, Power Grid",,https://www.proximafusion.com/,,51500000,EUR,55957502,Seed,7,redalpine,9,5,"Bayern Kapital, DeepTech & Climate Fonds, HTGF | High-Tech Gruenderfonds, Max Planck Foundation, Plural Platform, redalpine, UVC Partners, Visionaries Tomorrow, Wilbe Capital","14,063"
Seed Round - Proxima Fusion,https://www.crunchbase.com/funding_round/proxima-fusion-seed--818d51b7,Proxima Fusion,https://www.crunchbase.com/organization/proxima-fusion,Seed,"Munich, Bayern, Germany, Europe",15000000,EUR,16347348,2024-07-15,Seed,,,,Yes,Proxima Fusion creates new types of power plants using stellarators that optimised to create magnetic cages for high-energy particles.,"Energy, Power Grid",,https://www.proximafusion.com/,,51500000,EUR,55957502,Seed,7,EIC Accelerator,1,,EIC Accelerator,"20,744"
Grant - Proxima Fusion,https://www.crunchbase.com/funding_round/proxima-fusion-grant--da68608e,Proxima Fusion,https://www.crunchbase.com/organization/proxima-fusion,Grant,"Munich, Bayern, Germany, Europe",2500000,EUR,2724558,2024-07-15,,,,,No,Proxima Fusion creates new types of power plants using stellarators that optimised to create magnetic cages for high-energy particles.,"Energy, Power Grid",,https://www.proximafusion.com/,,51500000,EUR,55957502,Seed,7,EIC Accelerator,1,,EIC Accelerator,"51,511"
Pre Seed Round - Qualiwise,https://www.crunchbase.com/funding_round/qualiwise-pre-seed--04fe0b74,Qualiwise,https://www.crunchbase.com/organization/qualiwise,Pre-Seed,"Munich, Bayern, Germany, Europe",,,,2024-08-27,Seed,,,,Yes,Qualiwise has created software that digitizes the whole quality control process with the help of artificial intelligence.,"Artificial Intelligence (AI), Software",,https://www.qualiwise.io,,,,,Seed,1,123 Ventures,1,,123 Ventures,"16,178"
Venture Round - Reactive Robotics,https://www.crunchbase.com/funding_round/reactive-robotics-series-unknown--14ca40ec,Reactive Robotics,https://www.crunchbase.com/organization/reactive-robotics,Venture - Series Unknown,"Munich, Bayern, Germany, Europe",2500000,EUR,2779838,2024-09-16,,,,,Yes,Reactive Robotics develops intelligent robotics for very early mobilization of ICU patients.,"Health Care, Medical Device, Robotics",,https://www.reactive-robotics.com/,$1M to $10M,6884157,USD,6884157,,5,,4,,"Dr. Doll, Henrik Schunk, Stephan Huber, The TQ Group","7,894"
Venture Round - Rebike Mobility,https://www.crunchbase.com/funding_round/rebike1-series-unknown--881428bd,Rebike Mobility,https://www.crunchbase.com/organization/rebike1,Venture - Series Unknown,"Munich, Bayern, Germany, Europe",13000000,EUR,14010689,2024-10-23,,,,,Yes,Rebike Mobility is the leading digital marketplace for E-Bike subscription and used premium E-Bikes in Europe.,"E-Commerce, Internet, Marketplace",,https://rebike.com,$1M to $10M,47000000,EUR,52060526,,6,Decathlon Pulse,5,5,"Circularity Capital, Decathlon Pulse, Parkshore Holding, Tengelmann Ventures, Vorwerk Ventures","15,269"
Series A - Reev,https://www.crunchbase.com/funding_round/reev-ea13-series-a--fd8e82c1,Reev,https://www.crunchbase.com/organization/reev-ea13,Series A,"Munich, Bayern, Germany, Europe",10000000,EUR,10854145,2024-05-21,Early Stage Venture,,,,Yes,Reev provides a transparent and automated charging platform for the management and control of charging infrastructure for electric cars.,"Charging Infrastructure, Energy, Renewable Energy, Software",,https://reev.com/,$1M to $10M,10000000,EUR,10854145,Early Stage Venture,1,"Blue Earth Capital, Future Energy Ventures",2,2,"Blue Earth Capital, Future Energy Ventures","28,246"
Angel Round - Rencore,https://www.crunchbase.com/funding_round/rencore-angel--7c13f06e,Rencore,https://www.crunchbase.com/organization/rencore,Angel,"Munich, Bayern, Germany, Europe",,,,2024-01-20,Seed,,,,Yes,"Rencore is a Cloud Collaboration Governance SaaS provider, helping organizations to stay in control of their Microsoft 365 cloud .","Cloud Management, Cloud Security, Compliance, Enterprise Applications, Information Technology, Risk Management, SaaS, Software",,https://rencore.com,$1M to $10M,14689201,USD,14689201,Seed,5,,6,6,"Christian Dahlen, Flixfounders, Hannes Ametsreiter, Lin Gong Deutschmann, Martin Reitenspiess, New Forge","48,538"
Post-IPO Debt - Siemens,https://www.crunchbase.com/funding_round/siemens-post-ipo-debt--2e612c0b,Siemens,https://www.crunchbase.com/organization/siemens,Post-IPO Debt,"Munich, Bayern, Germany, Europe",300000000,EUR,331652225,2024-09-04,,,,,No,"Siemens empowers customers to transform the industries that form the backbone of economies: industry, transportation, buildings and grids.","Artificial Intelligence (AI), Consulting, Cyber Security, Internet of Things",,https://www.siemens.com/,$10B+,5511200288,USD,5511200288,IPO,4,,5,,"Bayern LB, DekaBank, DZ BANK, Helaba, Landesbank Baden Wurttemberg","15,087"
Grant - Siemens,https://www.crunchbase.com/funding_round/siemens-grant--ead97f0a,Siemens,https://www.crunchbase.com/organization/siemens,Grant,"Munich, Bayern, Germany, Europe",1500000,USD,1500000,2024-09-17,,,,,No,"Siemens empowers customers to transform the industries that form the backbone of economies: industry, transportation, buildings and grids.","Artificial Intelligence (AI), Consulting, Cyber Security, Internet of Things",,https://www.siemens.com/,$10B+,5511200288,USD,5511200288,IPO,4,US Department of Energy,1,,US Department of Energy,"180,886"
Venture Round - simpleclub,https://www.crunchbase.com/funding_round/simpleclub-series-unknown--e82f6f7d,simpleclub,https://www.crunchbase.com/organization/simpleclub,Venture - Series Unknown,"Munich, Bayern, Germany, Europe",4000000,EUR,4355339,2024-05-15,,,,,Yes,"Germany's most popular digital learning platform. Personalised learning, powered by the best content. For 1M+ people.",EdTech,,https://simpleclub.com/,$1M to $10M,17450000,EUR,19102167,,6,3VC,4,,"10x Founders, 3VC, Bonsai Partners, HV Capital","12,630"
Venture Round - Sinpex,https://www.crunchbase.com/funding_round/sinpex-series-unknown--41300f86,Sinpex,https://www.crunchbase.com/organization/sinpex,Venture - Series Unknown,"Munich, Bayern, Germany, Europe",4000000,EUR,4392978,2024-01-11,,,,,Yes,Sinpex is an IT company that provides cloud-based data collection and management software solutions for banks and financial institutions.,"Cloud Storage, Data Collection and Labeling, Document Management, Finance, Information Technology",,https://www.sinpex.ch/,$1M to $10M,4000000,EUR,4392978,,2,"ACE Ventures, TX Ventures",7,2,"ACE Ventures, AI.FUND, EquityPitcher Ventures, Michael Stephan, Serge Marquie, Stefan Loacker, TX Ventures","72,253"
Series C - Smart Reporting,https://www.crunchbase.com/funding_round/smart-reporting-gmbh-series-c--035b6fe7,Smart Reporting,https://www.crunchbase.com/organization/smart-reporting-gmbh,Series C,"Munich, Bayern, Germany, Europe",23000000,EUR,24506357,2024-04-22,Late Stage Venture,,,,Yes,Smart Reporting is a digital health start-up that provides documentation software in the medical field.,"Health Care, Medical, SaaS, Software",,https://www.smart-reporting.com/,Less than $1M,60700000,EUR,65745415,Late Stage Venture,7,TVM Capital Life Science,2,2,"Bayern Kapital, TVM Capital Life Science","21,414"
Seed Round - SPiNE,https://www.crunchbase.com/funding_round/spine-2245-seed--26cdaba7,SPiNE,https://www.crunchbase.com/organization/spine-2245,Seed,"Munich, Bayern, Germany, Europe",1500000,EUR,1675371,2024-09-29,Seed,,,,Yes,"SPiNE is a startup that provides safe, clean, and inexpensive energy to all end users.","Battery, Energy",,https://spine.energy,,1500000,EUR,1675371,Seed,1,"Bayern Kapital, Verbund X Ventures",4,1,"Bayern Kapital, Scrape Ventures, Super Angels, Verbund X Ventures","10,030"
Venture Round - spiritory,https://www.crunchbase.com/funding_round/spiritory-series-unknown--3c15bda9,spiritory,https://www.crunchbase.com/organization/spiritory,Venture - Series Unknown,"Munich, Bayern, Germany, Europe",,,,2024-10-09,,,,,Yes,Spiritory is the worlds first live-marketplace and one-stop eco-system for the whisky and spirits industry,"Asset Management, Marketplace, Trading Platform, Wine And Spirits",,https://spiritory.com/,,,,,,2,,1,,Ludwig Fresenius Pioneer Ventures,"38,160"
Series A - StoryBox,https://www.crunchbase.com/funding_round/storybox-b00b-series-a--3cde3cc1,StoryBox,https://www.crunchbase.com/organization/storybox-b00b,Series A,"Munich, Bayern, Germany, Europe",5500000,EUR,5906459,2024-06-19,Early Stage Venture,,,,Yes,"StoryBox is provides a Software as a Service solution for businesses to create, share and structure video content.","SaaS, Software, Video",,https://storybox.cloud/,Less than $1M,5500000,EUR,5906459,Early Stage Venture,3,Wille Finance,5,3,"BayBG Venture Capital, CK Venture Capital, Gateway Ventures, HTGF | High-Tech Gruenderfonds, Wille Finance","12,004"
Pre Seed Round - StrategyBridgeAI,https://www.crunchbase.com/funding_round/strategybridgeai-pre-seed--d9a813d2,StrategyBridgeAI,https://www.crunchbase.com/organization/strategybridgeai,Pre-Seed,"Munich, Bayern, Germany, Europe",,,,2024-12-03,Seed,,,,Yes,StrategyBridgeAI technology provides automated business assessments that capture all necessary facts for informed decision-making.,Artificial Intelligence (AI),,https://www.strategybridge.ai,,,,,Seed,1,D11Z.Ventures,3,1,"Bayern Kapital, D11Z.Ventures, Kai Hesselmann","2,334"
Series B - The Exploration Company,https://www.crunchbase.com/funding_round/the-exploration-company-series-b--a66b6220,The Exploration Company,https://www.crunchbase.com/organization/the-exploration-company,Series B,"Munich, Bayern, Germany, Europe",150000000,EUR,158042465,2024-11-17,Early Stage Venture,300000000,EUR,316084930,Yes,"The Exploration Company develops, manufactures and operates modular and reusable spaceships serving the needs of space stations.","Aerospace, Air Transportation, Manufacturing, Space Travel",,https://exploration.space,$10M to $50M,196800000,EUR,209857798,Early Stage Venture,5,"Balderton Capital, Plural Platform",12,2,"Balderton Capital, Bayern Kapital, Bessemer Venture Partners, Bpifrance, Cherry Ventures, DeepTech & Climate Fonds, EQT Ventures, NGP Capital, Omnes Capital, Plural Platform, Promus Ventures, Red River West",30
Seed Round - tozero,https://www.crunchbase.com/funding_round/tozero-seed--01d8916f,tozero,https://www.crunchbase.com/organization/tozero,Seed,"Munich, Bayern, Germany, Europe",11000000,EUR,11669948,2024-11-12,Seed,,,,Yes,Recycling lithium-ion batteries.,"Battery, Recycling",,https://www.tozero.solutions,$1M to $10M,17000000,EUR,17893799,Seed,3,NordicNinja VC,14,4,"Atlantic Labs, Axel Strotbek, Global Brain Corporation, Honda Motor, IQT, JGC Holdings Corporation, Jochem Heizmann, Jonas Rieke, Martin Hofmann, Maximilian Wühr, NordicNinja VC, Possible Ventures, Rudolf Staudigl, Verve Ventures",675
Grant - tozero,https://www.crunchbase.com/funding_round/tozero-grant--d94c23a7,tozero,https://www.crunchbase.com/organization/tozero,Grant,"Munich, Bayern, Germany, Europe",2500000,EUR,2724558,2024-07-15,,,,,No,Recycling lithium-ion batteries.,"Battery, Recycling",,https://www.tozero.solutions,$1M to $10M,17000000,EUR,17893799,Seed,3,European Innovation Council,1,,European Innovation Council,"14,381"
Pre Seed Round - trail,https://www.crunchbase.com/funding_round/trail-f158-pre-seed--fcff39c2,trail,https://www.crunchbase.com/organization/trail-f158,Pre-Seed,"Munich, Bayern, Germany, Europe",1450000,EUR,1572375,2024-07-11,Seed,,,,Yes,"Trail offers a straightforward approach to implementing AI Governance, empowering developers and businesses to create reliable AI solutions","Artificial Intelligence (AI), Software",,https://www.trail-ml.com,,1450000,EUR,1572375,Seed,1,CapitalT,8,2,"Benedikt Franke, CapitalT, Common Magic, Leon Szeli, Lisa Gradow, Mozilla Ventures, NP-Hard Ventures, Tomislav Tomov","9,819"
Series B - Tubulis,https://www.crunchbase.com/funding_round/tubulis-technologies-series-b--12330243,Tubulis,https://www.crunchbase.com/organization/tubulis-technologies,Series B,"Munich, Bayern, Germany, Europe",128000000,EUR,139300472,2024-03-14,Early Stage Venture,,,,Yes,Tubulis is a chemotherapeutic medication developer specializing in cancer and chronic disease treatment.,"Biotechnology, Health Care, Life Science, Pharmaceutical, Therapeutics",,http://tubulis.com,$1M to $10M,200000000,EUR,216277179,Early Stage Venture,4,"EQT Life Sciences, Nextech Invest",13,7,"Andera Partners, Bayern Kapital, BioMedPartners, coparion, Deep Track Capital, EQT Life Sciences, Evotec, Frazier Life Sciences, Fund+, HTGF | High-Tech Gruenderfonds, Nextech Invest, OCCIDENT, Seventure Partners","14,079"
Grant - Turn2x,https://www.crunchbase.com/funding_round/turn2x-grant--ffffd18a,Turn2x,https://www.crunchbase.com/organization/turn2x,Grant,"Munich, Bayern, Germany, Europe",,,,2024-07-15,,,,,No,Turn2x is developing its cutting-edge technology for producing renewable natural gas (RNG).,"Natural Resources, Renewable Energy",,https://turn2x.com/,,4300000,EUR,4694067,Seed,3,EIC Accelerator,1,,EIC Accelerator,"25,296"
Seed Round - Turn2x,https://www.crunchbase.com/funding_round/turn2x-seed--896f9bf5,Turn2x,https://www.crunchbase.com/organization/turn2x,Seed,"Munich, Bayern, Germany, Europe",,,,2024-07-15,Seed,,,,Yes,Turn2x is developing its cutting-edge technology for producing renewable natural gas (RNG).,"Natural Resources, Renewable Energy",,https://turn2x.com/,,4300000,EUR,4694067,Seed,3,EIC Accelerator,1,,EIC Accelerator,"68,963"
Series A - Vaeridion,https://www.crunchbase.com/funding_round/vaeridion-series-a--0a9793f6,Vaeridion,https://www.crunchbase.com/organization/vaeridion,Series A,"Munich, Bayern, Germany, Europe",14000000,EUR,14588029,2024-12-19,Early Stage Venture,,,,Yes,Vaeridion develops electric microliners for zero-emission regional air travel.,"Air Transportation, Clean Energy, Sustainability",,https://vaeridion.com,$1M to $10M,17200000,EUR,18022950,Early Stage Venture,2,World Fund,6,4,"Andreas Kupke, InnovationQuarter, Project A Ventures, Schwarz Group, Vsquared Ventures, World Fund",18
Seed Round - VidLab7,https://www.crunchbase.com/funding_round/vidlab7-seed--9be22f5e,VidLab7,https://www.crunchbase.com/organization/vidlab7,Seed,"Munich, Bayern, Germany, Europe",3500000,EUR,3893942,2024-09-17,Seed,,,,Yes,"VidLab7 is a platform focused on synthetic media, specifically tailored for revenue teams.","Artificial Intelligence (AI), Generative AI, Software",,https://www.vidlab7.com,,3500000,EUR,3893942,Seed,1,EQT Ventures,1,1,EQT Ventures,"10,458"
Pre Seed Round - Vivian Lab,https://www.crunchbase.com/funding_round/vivian-lab-pre-seed--cffc9312,Vivian Lab,https://www.crunchbase.com/organization/vivian-lab,Pre-Seed,"Munich, Bayern, Germany, Europe",300000,EUR,333667,2024-09-18,Seed,2700000,EUR,3003003,Yes,Vivian Lab is a women's digital health startup.,"Artificial Intelligence (AI), Health Care, Personal Health",,https://vivianlab.com/,,300000,EUR,333667,Seed,1,Eleven Ventures,1,1,Eleven Ventures,"22,352"
Series A - WorkerHero,https://www.crunchbase.com/funding_round/driverhero-series-a--ff7f4ba0,WorkerHero,https://www.crunchbase.com/organization/driverhero,Series A,"Munich, Bayern, Germany, Europe",4600000,EUR,5014963,2024-07-16,Early Stage Venture,,,,Yes,WorkerHero is a modern recruiting tech company to make recruitment easier for companies by automatically delivering job vacancies.,"Human Resources, Recruiting, Software",,http://www.workerhero.com,,7100000,EUR,7618755,Early Stage Venture,2,Mediahuis,4,4,"10x Founders, Bayern Kapital, Bonsai Partners, Mediahuis","6,655"
Pre Seed Round - XenoPatch GmbH,https://www.crunchbase.com/funding_round/xeno-patch-ug-pre-seed--4668e676,XenoPatch GmbH,https://www.crunchbase.com/organization/xeno-patch-ug,Pre-Seed,"Munich, Bayern, Germany, Europe",,,,2024-07-17,Seed,,,,Yes,MedTech Hardware Device,"Health Care, Medical",,https://www.xenopatch.com/,,,,,Seed,1,bmp Ventures,3,,"Berlin Angel Fund, bmp Ventures, SCE Freiraum Ventures","24,142"
Angel Round - zerolabs,https://www.crunchbase.com/funding_round/zerolabs-angel--89057b20,zerolabs,https://www.crunchbase.com/organization/zerolabs,Angel,"Munich, Bayern, Germany, Europe",,,,2024-07-18,Seed,,,,Yes,zerolabs is an e-commerce platform that provides refreshing alcohol-free drinks and beverages.,"E-Commerce, Food and Beverage",,https://www.zerolabs.co,,,,,Seed,1,,5,,"Hanno Renner, Hubertus Bessau, Philipp Kraiss, Sebastian Schuon, Stefan Peukert","16,217"
