url,username,followers,connections,degree_1,degree_1_university,degree_2,degree_2_university,error
https://www.linkedin.com/in/stephan-schug-6303783b,stephan-schug-6303783b,986,880,Technologie- und Managementorientierte Betriebswirtschaftslehre (TUM-BWL),Technische Universität München,"Entrepreneurial Finance, Project Management",San Diego State University,
https://www.linkedin.com/in/dr-manuel-nothelfer-b5763b,dr-manuel-nothelfer-b5763b,3462,3376,"Executive Education, Digital Transformation",IMD,"Dr. rer. pol., Business Administration and Economics",Universität Witten/Herdecke,
https://www.linkedin.com/in/nicohribernik,nicohribernik,2706,2734,"Master's degree, International Business Administration",WU (Wirtschaftsuniversität Wien),"International Study Program, Corporate Finance, Corporate Strategy",Yonsei University,
https://www.linkedin.com/in/constantin-schwaab-b57a2722/,constantin-schwaab-b57a2722,9635,8102,"Business Accelerater Program, Business Administration and Management, General",IESE Business School,Ciencia política,Universitat de Barcelona,
https://www.linkedin.com/in/edouard-lamy-40434/,edouard-lamy-40434,1286,1211,,,,,
https://www.linkedin.com/in/konrad-hinkelmann-a69397190,konrad-hinkelmann-a69397190,279,240,"Bachelor of Arts - BA, Digital Animation B.A.",SAE Institute,,,
https://www.linkedin.com/in/benjamin-kremer-a0221176/,benjamin-kremer-a0221176,4457,3939,"Masters of Science (M.Sc.), Management",London Business School,"Grande École Exchange Programme, Economics & Politics",Sciences Po,
https://www.linkedin.com/in/noel-bollmann-9b601392/,noel-bollmann-9b601392,5484,2143,Economics,Universität St.Gallen (HSG),Economics/Computer Science,Harvard University,
https://www.linkedin.com/in/davidphotien/,davidphotien,993,920,"Master's degree, International Economics",Universität Hohenheim,,,
https://www.linkedin.com/in/klaus-harisch-40a1a8aa/,klaus-harisch-40a1a8aa,6981,6420,,,,,
https://www.linkedin.com/in/manuel-karg-43183911,manuel-karg-43183911,1856,1845,"Master of Science, Business Administration",WFI Ingolstadt,,,
https://www.linkedin.com/in/roberto-omezzolli-6410928a,roberto-omezzolli-6410928a,665,616,,,,,
https://www.linkedin.com/in/markus-repetschnig/,markus-repetschnig,8190,7876,,,,,
https://www.linkedin.com/in/thomaseinsporn,thomaseinsporn,693,639,"Master of Mayhem, Rip & Tear",Deathmatch University,,,
https://www.linkedin.com/in/kazimbahar/,kazimbahar,1066,1006,,,,,
https://www.linkedin.com/in/ceosaisoma/,ceosaisoma,34920,19149,"Diplom-Ingenieur, Softwaretechnik",Hochschule Esslingen - University of Applied Sciences,"Diplom-Ingenieur, Informatik",Fachhochschule Darmstadt,
https://www.linkedin.com/in/bastifischer,bastifischer,2041,2031,"Bachelor of Science, Computer Sciences",Technische Hochschule Mittelhessen,,,
https://www.linkedin.com/in/benediktkramer/,benediktkramer,1799,1779,"Master's degree, Sustainable Finance",Frankfurt School of Finance & Management,"Bachelor, Business Administration",Frankfurt School of Finance & Management,
https://www.linkedin.com/in/philippneub/,philippneub,1458,1438,Leading for Impact Program,IMD,"Dipl.-Kfm./MBA, Business Administration and Management",EBS Universität für Wirtschaft und Recht,
https://www.linkedin.com/in/christoph-brueck-59759086/,christoph-brueck-59759086,1614,1608,,Christian-Albrechts-Universität zu Kiel,,,
https://www.linkedin.com/in/pauljherrera/,pauljherrera,8056,8067,"Business Administration Degree, Business Administration and Management, General",Universidad Nacional Abierta,"Mass Communication Degree, Communication and Media Studies",Universidad Fermín Toro,
https://www.linkedin.com/in/olivernaegele,olivernaegele,27024,26619,"Vordiplom, Elektro-Technik",TU-Darmstadt,"Dipl.-Ing., Elektro-Technik",FH-Frankfurt,
https://www.linkedin.com/in/christian-labetzsch-b97b9bb1,christian-labetzsch-b97b9bb1,4894,4843,"Master of Arts - MA, Finance and Accounting",University of Applied Sciences,"Bachelor of Arts - BA, International Management",University of Applied Sciences,
https://www.linkedin.com/in/christoph-impekoven-a5b440109,christoph-impekoven-a5b440109,3478,3376,"Bachelor of Applied Science (B.A.Sc.), Business and information technology",Wirtschaftsinformatik,"Master of Arts (M.A.), Finance and Accounting",Finance,
https://www.linkedin.com/in/lorenz-beimler/,lorenz-beimler,1689,1321,International Finance,Frankfurt University,"Finanzwesen, allgemein",Universidad Regiomontana S.C.,
https://www.linkedin.com/in/soraya-braun-837852155/,soraya-braun-837852155,1257,831,International Business Administration,Frankfurt University,International Business Management,The Manchester Metropolitan University,
https://www.linkedin.com/in/muratkarakaya1/,muratkarakaya1,3004,2844,"Master of Engineering (M.Eng.), Business Administration & Engineering",Hochschule RheinMain,"Bachelor of Engineering (B.Eng.), International Business Administration & Engineering",Hochschule RheinMain,
https://www.linkedin.com/in/duttlinger/,duttlinger,8067,7917,"Master's degree, Industrial Engineering and Management",Karlsruher Institut für Technologie (KIT),"Master's degree, Electrical Engineering",University of Notre Dame,
https://www.linkedin.com/in/mitchseguin/,mitchseguin,2798,2782,"B.Eng, Mechanical Engineering, Economics",McGill University,,,
https://www.linkedin.com/in/chrislodde/,chrislodde,6061,5997,"MBA classes, Marketing",Corvinus University of Budapest,"Diplom-Kaufmann, Marketing & Wirtschaftsinformatik",Otto-Friedrich-Universität Bamberg,
https://www.linkedin.com/in/dr-christopher-oster-3158802,dr-christopher-oster-3158802,13565,11938,Doctoral Program,WHU – Otto Beisheim School of Management,Business Administration,EBS Universität für Wirtschaft und Recht,
https://www.linkedin.com/in/steffenglomb,steffenglomb,3065,3004,"Master's degree, Business Administration and Management, General",Henley Business School,"Master's degree, Computer Science",Rheinland-Pfälzische Technische Universität Kaiserslautern-Landau (RPTU),
http://www.linkedin.com/pub/pascal-lauria/0/215/1aa,,,,,,,,Failed after proxy rotation
https://www.linkedin.com/in/tobias-schnorr-8468a9160/,tobias-schnorr-8468a9160,916,897,,,,,
https://www.linkedin.com/in/eberhard-riesenkampff,eberhard-riesenkampff,4977,4969,"Diplom-Kaufmann (eq. to MSc), Business Administration and Management, General",HHL Leipzig Graduate School of Management,"Visiting Scholar in PhD Program, Business Administration","University of California, Berkeley, Haas School of Business",
https://www.linkedin.com/in/karl-dieterich-0599b51/,karl-dieterich-0599b51,1715,1693,"Diplomkaufmann, Business Administration and Management, General",WHU – Otto Beisheim School of Management,Integraler Business Coach - ICF & DBVC certified,Coaching Center Berlin,
https://www.linkedin.com/in/simon-n%C3%B6rtersheuser-07658254/,simon-n%C3%B6rtersheuser-07658254,3064,3005,"Diplom Kaufmann, Betriebswirtschaftslehre",WHU – Otto Beisheim School of Management,,,
https://www.linkedin.com/in/tilo-kraus-b3423923/,tilo-kraus-b3423923,2491,2475,"Executive MBA, Business",The University of Chicago Booth School of Business,"MSc, Economics and Finance",University of Warwick - Warwick Business School,
https://www.linkedin.com/in/kia-khosrojerdi-625304100,kia-khosrojerdi-625304100,2363,2366,"Master's degree, Executive MBA",Technische Universität München,Computer Software Engineering,Amirkabir University of Technology - Tehran Polytechnic,
https://www.linkedin.com/in/michael-weinreich-35038b12,michael-weinreich-35038b12,3348,3319,"1990, Europäische Betriebswirtschaft",ESB Reutlingen,,,
https://www.linkedin.com/in/arma%C4%9Fan-arabul/,,,,,,,,Failed after proxy rotation
https://www.linkedin.com/in/niklas-kouparanis-85020ab3/,niklas-kouparanis-85020ab3,7106,5901,"Master of Science (M.Sc.), Management",EBS Universität für Wirtschaft und Recht,"Bachelor of Science (B.Sc.), Management",EBS Universität für Wirtschaft und Recht,
https://www.linkedin.com/in/sebastiandiemer/,sebastiandiemer,8685,8339,"Msc., Management and Economics",The London School of Economics and Political Science (LSE),"Bachelor’s Degree, Business Administration and Management, General",EBS Universität für Wirtschaft und Recht,
https://www.linkedin.com/in/alexisrawlinson,alexisrawlinson,1824,1810,"Bachelor's degree, Philosophy, Politics & Economics",University of Oxford,"Master's degree, Economics & Politics",Sciences Po,
https://www.linkedin.com/in/alexander-michel-22898a71,alexander-michel-22898a71,3677,3383,"Master of Science (M.Sc.), International Management / IPBS",Dublin City University,"Master of Science (M.Sc.), International Management / IPBS",Northeastern University,
https://www.linkedin.com/in/christian-reddig-140773ba/,christian-reddig-140773ba,1482,1451,,,,,
https://www.linkedin.com/in/tomasz-kosecki-91700956,tomasz-kosecki-91700956,1292,1275,"Master of Laws (LL.M.), Business Law",Universität Münster,"Dipl.-Betriebswirt (BA), Business Administration, Insurance",DHBW Mannheim,
https://www.linkedin.com/in/jan-hanken,jan-hanken,7381,7322,Physik,TU-Darmstadt,Physik,HKUST Hong Kong,
https://www.linkedin.com/in/corinna-haas-33321799,corinna-haas-33321799,14709,14917,"Diplom - Betriebswirtin (FH), Internationale BWL und Aussenwirtschaft",FH Worms,,,
https://www.linkedin.com/in/danielhofinger/,danielhofinger,8564,8670,"MSc, Entrepreneurship",WHU – Otto Beisheim School of Management,"BSc, Wirtschaftsinformatik",Frankfurt School of Finance & Management,
https://www.linkedin.com/in/kim-koerber,kim-koerber,29412,29389,"Erfolgreich abgebrochen, Management",Goethe-Universität Frankfurt,,,
https://www.linkedin.com/in/evgeny-matershev-915b24b6/,evgeny-matershev-915b24b6,2036,1990,"Master of Computer Science, Computer Science",Karlsruher Institut für Technologie (KIT),,,
https://www.linkedin.com/in/phong-dao-mba-01523094/,,,,,,,,Failed after proxy rotation
https://www.linkedin.com/in/robert-malec-b8b331157/,robert-malec-b8b331157,1118,1071,"Master of Computer Science, Computer Science",Karlsruher Institut für Technologie (KIT),,,
https://www.linkedin.com/in/marajafistanic,marajafistanic,5543,5066,"Master of Business Administration - MBA, Digital Transformation Management",Goethe-Universität Frankfurt,"Bachelor of Science (B.Sc.), Internationale Betriebswirtschaftslehre",Universität Mannheim,
https://www.linkedin.com/in/dr-thomas-altenbach,dr-thomas-altenbach,7389,6734,"1988, Recht",Rheinische Friedrich-Wilhelms-Universität Bonn,,,
https://www.linkedin.com/in/gerald-kullack-334a8076,gerald-kullack-334a8076,1168,1106,"Bachelor of Arts Business, European Business Programme (EBP)",University of Hull,"Bachelor of Arts Business, European Business Programme (EBP)",FH Münster,
https://www.linkedin.com/in/julius-muth-7aa860b1,julius-muth-7aa860b1,3271,3272,"M.SC., Master in Finance",WHU – Otto Beisheim School of Management,"Summer Student, Computer Science Intensive Studies",Stanford University,
https://www.linkedin.com/in/kaiburghardt/,kaiburghardt,991,434,"Bachelor of Applied Science (B.A.Sc.), Computer Science",Frankfurt University of Applied Sciences,"Professional Training, Computer Science",Werner-von-Siemens-Schule Frankfurt,
https://www.linkedin.com/in/lukas-reinhardt-a0aba4110,lukas-reinhardt-a0aba4110,2811,2135,"Bachelor of Science (B.Sc.), Wirtschaftswissenschaften",Goethe-Universität Frankfurt,Abitur,Altkönigschule Kronberg,
https://www.linkedin.com/in/felixkleinhenz,felixkleinhenz,2562,2491,"Master of Science (MSc), International Business and Management Studies",WU (Wirtschaftsuniversität Wien),"Year Abroad for 1 Semester, Internationale Ökonomie",Instituto Tecnológico Autónomo de México,
https://www.linkedin.com/in/salararmakan,salararmakan,2994,2953,"Finance, SME Management",WU (Wirtschaftsuniversität Wien),,,
https://www.linkedin.com/in/robert-koffler-5362a214b,robert-koffler-5362a214b,64,59,,,,,
https://www.linkedin.com/in/matthias-karger-4277a918/,matthias-karger-4277a918,4009,2862,"Dipl, Kfm., BWL, Energiewirtschaft",Universität zu Köln,CEMS Master in international Management,Universität St.Gallen (HSG),
https://www.linkedin.com/in/aroosh-thillainathan-21736116a,aroosh-thillainathan-21736116a,5272,4852,,,,,
https://www.linkedin.com/in/marco-beckmann,marco-beckmann,3620,3532,,Johannes Gutenberg-Universität Mainz,,,
https://www.linkedin.com/in/ploschke/,ploschke,21035,21280,"ESL-Diploma, English",University of Victoria,"Master of Arts (M.A.), Audit, Finance and Taxation ",FH Münster,
https://www.linkedin.com/in/mu-yun-01197888,,,,,,,,Failed after proxy rotation
https://www.linkedin.com/in/spark-yu-96571427,spark-yu-96571427,623,584,"Master, Project Management",National University of Singapore,"Bachlor, Computer Science",上海交通大学,
https://www.linkedin.com/in/johannes-laub/,johannes-laub,4499,3771,"ohne Abschluss, General Management / International Business (Spanish)",EBS Universität für Wirtschaft und Recht,,,
https://www.linkedin.com/in/ruzicapekic,ruzicapekic,5528,5371,"Master of Finance, Banking, Corporate, Finance, and Securities Law",Frankfurt School of Finance & Management,"Bachelor of Business Administration (B.B.A.), Business/Managerial Economics",University of Zagreb / Sveučilište u Zagrebu,
https://www.linkedin.com/in/hannah-helmke/,hannah-helmke,10495,9163,"Bachelor of Arts (B.A.), International Business",Cologne Business School,"Bachelor of Science (B.S.), Psychologie",Universität Osnabrück,
https://www.linkedin.com/in/marco-trautmann-b84a86a2,marco-trautmann-b84a86a2,1259,1206,"Diplom, Wirtschaftswissenschaften",EBS Universität für Wirtschaft und Recht,Jointly with Katz,Carnegie Mellon University - Tepper School of Business,
https://www.linkedin.com/in/tobiaszander?authType=name&authToken=zXKl&trk=prof-sb-browse_map-name,,,,,,,,Failed after proxy rotation
https://www.linkedin.com/in/yassinhankir,yassinhankir,8239,8233,"Dr. rer. pol., Wirtschaftswissenschaften",Goethe-Universität Frankfurt,,,
https://www.linkedin.com/in/erhard-neumann-1a43a12,erhard-neumann-1a43a12,1360,1320,,,,,
https://www.linkedin.com/in/carsten-bock-b67aa4122,carsten-bock-b67aa4122,565,542,"Master of Science - MS, Computer and Information Systems Security/Information Assurance",Technische Universität Darmstadt,"Bachelor of Science - BS, Informatics",Technische Universität Darmstadt,
https://www.linkedin.com/in/christian-castro-büch,,,,,,,,Failed after proxy rotation
https://www.linkedin.com/in/norman-holpart,norman-holpart,794,768,"Bachelor of Applied Science - BASc, Business Administration",Hochschule Mainz - University of Applied Sciences,,,
https://www.linkedin.com/in/emycarlan,emycarlan,2005,2019,Automatica si Calculatoare,Universitatea POLITEHNICA din București,,,
https://www.linkedin.com/in/christopher-leifeld-07b53121/,christopher-leifeld-07b53121,7617,7574,"Master in Management - Diplôme de Grande École, Management",ESCP Business School,"Promotion, Entrepreneurship",Technische Universität Dortmund,
https://www.linkedin.com/in/florian-brokamp-5a329876/,florian-brokamp-5a329876,7157,6946,"State examination / Dipl. jur., Law",Ludwig-Maximilians-Universität München,"Bachelor of Science (B.Sc.), Business Administration and Management, General",Ludwig-Maximilians-Universität München,
https://www.linkedin.com/in/timm-weitzel-35ba4617/,timm-weitzel-35ba4617,1729,1740,"Doktor (Ph.D.), Wirtschaftswissenschaften",Technische Universität Darmstadt,"Master of Sc, Wirtschaftsingenieurwesen",Technische Universität Darmstadt,
https://www.linkedin.com/in/markusrupprecht/,markusrupprecht,2422,2345,"YPP, Business",London Business School,"humble student, Taijiquan and Quigong",Shaolin Martial Arts Academy,
https://www.linkedin.com/in/rahulprajapat,rahulprajapat,9597,8919,Entrepreneurship Bootcamp,Massachusetts Institute of Technology,"B.Tech & M.Tech, Communication & Signal Processing","Indian Institute of Technology, Bombay",
https://www.linkedin.com/in/patelsuhas,patelsuhas,5034,4891,"BE, Computer science",Isep - École d'ingénieurs du numérique,,Doctor Babasaheb Ambedkar Marathwada University,
https://www.linkedin.com/in/andreypeshkov/,andreypeshkov,1657,1635,,,,,
https://www.linkedin.com/in/evgeny-sapunov-b9a9b743/,evgeny-sapunov-b9a9b743,468,456,"Магистр, Информатика и вычислительная техника",Московский Технический Университет Связи и Информатики (МТУСИ),"Бакалавр, Информатика и информационные технологии",Ташкентский Университет Информационных Технологий,
https://www.linkedin.com/in/matteo-emmanuello/,matteo-emmanuello,4109,4151,"Bachelor of Arts - BA, Journalism & Corporate Communications",Media University,Law,Goethe-Universität Frankfurt,
https://www.linkedin.com/in/sahak-artazyan/,sahak-artazyan,10290,10374,"Bachelor’s Degree, Economics and Business Administration",Goethe-Universität Frankfurt,"Master’s Degree, International Economics & Public Policy",Johannes Gutenberg-Universität Mainz,
https://www.linkedin.com/in/benjamin-buick,benjamin-buick,1032,893,,,,,
https://www.linkedin.com/in/christiankwinkler,christiankwinkler,8458,8448,"CEMS master in Management, Business Administration and Management, General",CEMS - The Global Alliance in Management Education,"MSc in Int. Business Administration + CEMS Master in Management, Corporate Finance, Business Strategy","Rotterdam School of Management, Erasmus University",
https://www.linkedin.com/in/fabian-winkler-740442117/,fabian-winkler-740442117,978,945,,,,,
https://www.linkedin.com/in/kai-koch-156a5681,kai-koch-156a5681,4139,3905,Law&Economics,Universität Mannheim,Philosophy / Law,Università degli Studi Roma Tre,
https://www.linkedin.com/in/guido-fiolka-57b6771a/,guido-fiolka-57b6771a,16458,15915,"Diplom, Information Technology",Technische Universität Ilmenau,,Coaching Center Berlin,
https://www.linkedin.com/in/felix-hoffmann-7learnings,felix-hoffmann-7learnings,7282,4907,"Master, Management",ESCP Business School,"Austausch, Wirtschaftsingenieurwesen",UC Santa Barbara,
https://www.linkedin.com/in/iwan-lappo-danilewski-9b667b40/,iwan-lappo-danilewski-9b667b40,1438,1325,"Diploma, Mathematics",Justus-Liebig-Universität Giessen,"Diploma, Physics",Justus-Liebig-Universität Giessen,
https://www.linkedin.com/in/richardvonschaewen/,richardvonschaewen,1650,1558,"Master of Science (M.Sc.), Strategic Management","Rotterdam School of Management, Erasmus University","Bachelor of Science (B.Sc.), Business Administration",Universität Mannheim,
https://www.linkedin.com/in/tobiaswagenfuehrer,tobiaswagenfuehrer,1398,1202,"M. Sc., Finance, Entrepreneurship",Universität Mannheim,"Master, Global Management",Queen's University,
https://www.linkedin.com/in/martin-damaske-b5b5117/,martin-damaske-b5b5117,1531,1461,"Master of Physics, Master of Business Administration",Universität Göttingen,Research Fellow,University of Maryland,
https://www.linkedin.com/in/philipp-buschmann-4988811/,philipp-buschmann-4988811,8503,8235,MBA,London Business School,"Bachelor's degree, International Relations / Philosophy",Tufts University,
https://www.linkedin.com/in/manuel-grahammer-8a284990/,manuel-grahammer-8a284990,3599,3563,"Master's degree, Biomedical Sciences",The University of Edinburgh,Immunologie,Harvard Medical School,
https://www.linkedin.com/in/peterfissenewert/,peterfissenewert,3717,3542,Promotion,Promotion Humboldt-Universität zu Berlin,"1989, Rechtswissenschaften",Georg-August-Universität Göttingen,
https://www.linkedin.com/in/robin-friedlein-3b8819111/,robin-friedlein-3b8819111,2683,2394,"Staatsexamen, Jurastudium, allgemein",Ludwig-Maximilians-Universität München,"Staatsexamen, Jurastudium, allgemein",Freie Universität Berlin,
https://www.linkedin.com/in/akkilic/?originalSubdomain=de,akkilic,4055,2661,,Coach Unternehmensführung & Management ,,Musiker,
https://www.linkedin.com/in/tolgaoenal/,tolgaoenal,5883,4194,"Bachelor's degree, International Business & Management",Hanze,"Bachelors, Business, Philosophy, Politics",Copenhagen Business School,
https://www.linkedin.com/in/bernd-schmid-4538475/,,,,,,,,Failed after proxy rotation
https://www.linkedin.com/in/christoph-schellkes-26189016b/,christoph-schellkes-26189016b,389,380,"Master of Business Administration - MBA, Executive MBA - General Management",The State University of New York,"Bachelor of Business Administration - Executive BBA, Executive Business Administration Program",Graduate School of Business Administration Zurich,
https://www.linkedin.com/in/danielwigbers,danielwigbers,2071,2017,"Doctor of Philosophy (PhD), International Studies",University of Cambridge,"Diplom-Ökonom (Master of General Management), Business Administration and Economics",Universität Witten/Herdecke,
https://www.linkedin.com/in/danielstahlkopf/,danielstahlkopf,1750,1702,"Diplom (diploma), Wirtschaftsingenieurwesen (industrial engineering & management)",FHTW Berlin,,,
https://www.linkedin.com/in/nfahrenholz,nfahrenholz,6761,3399,"BBA with Honours, Major: Finance",Lancaster University,Diplom,ESB Reutlingen (deutsch/englisch),
https://www.linkedin.com/in/pmundt/,pmundt,1832,1832,"Master of Business Administration (MBA), Technology Management",The Open University Business School,,,
https://www.linkedin.com/in/florian-reike-99a03514b,florian-reike-99a03514b,10406,10298,"Bachelor of Arts - BA, Business Administration",Martin-Luther-Universität Halle-Wittenberg,Advanced Commercial School,Dietrich-Bonhoeffer-Berufskolleg,
https://www.linkedin.com/in/angelica-di-gaeta-01228129,angelica-di-gaeta-01228129,739,734,"BA Product Design, Product Design",Central St Martins,Foundation Course,Wimbledon School of Art,
https://www.linkedin.com/in/clangholzbaikousis,clangholzbaikousis,4431,4043,"MSc in Investment Management (First-Class Honours), advanced company valuation,private equity, venture capital, foreign exchange, quantitative methods",EBS Universität für Wirtschaft und Recht,,Bayes Business School,
https://www.linkedin.com/in/lhpdames/,lhpdames,3277,858,"Bachelor, Economics, Business Management, English",Universität Duisburg-Essen,,Hannah-Arendt Gymnasium,
https://www.linkedin.com/in/philipsharms,philipsharms,1215,1130,Internationale BWL,WHU – Otto Beisheim School of Management,Business Administration,Indiana University - Kelley School of Business,
https://www.linkedin.com/in/richardmusiol,richardmusiol,302,199,"Master of Science (M.Sc.), Computer Science",RWTH Aachen University,"Bachelor of Science (B.Sc.), Computer Science",RWTH Aachen University,
https://www.linkedin.com/in/till-oltmanns,till-oltmanns,2372,2291,"Bachelor of Science (B.Sc.), Business Administration and Management, General",WHU – Otto Beisheim School of Management,,,
https://www.linkedin.com/in/sebastiandenef/,sebastiandenef,5466,5448,"PhD, Industrial Design Engineering",Delft University of Technology,Thesis on international project based learning,Xi'an University of Posts and Telecommunications,
https://www.linkedin.com/in/tatjanasamsonowa,tatjanasamsonowa,8444,8464,"International Finance, Commerce","Universidad Iberoamericana, Ciudad de México","Diplom-Betriebswirtin (FH), International Marketing, Controlling",FH Worms - University of Applied Sciences,
https://www.linkedin.com/in/nikitagulin,nikitagulin,3054,2993,"Master's Degree, Banking, Corporate Finance, and Securities Law",Cass Business School,"Bachelor's Degree, Management, Economics, Strategy",Aston University,
https://www.linkedin.com/in/dietmar-frey-md-jd-mba-709b28100,dietmar-frey-md-jd-mba-709b28100,679,622,Master of Business Administration - MBA,University of London,Doctor of Medicine (M.D.),Charité,
https://www.linkedin.com/in/michael-diebold/,michael-diebold,1600,1492,"Dip.-Ing., Technische informatik",Technische Universität Berlin,,Über die Schule · Gymnasium Steglitz,
https://www.linkedin.com/in/johannes-riedel-168108116,johannes-riedel-168108116,3169,3083,"Master of Science (M.Sc.), Wirtschaftsingenieurwesen Maschinenbau",Technische Universität Braunschweig,"Master of Science - MS, Systems Engineering (Dual Degree)",University of Rhode Island,
https://www.linkedin.com/in/julian-glaab-611446b1,julian-glaab-611446b1,5448,5332,"Master of Science - MS, Systems Engineering",Fakultät für Maschinenbau @ TU Braunschweig,,University of Rhode Island,
https://www.linkedin.com/in/mathias-rudnik-958809136/,mathias-rudnik-958809136,436,436,"Master of Science (M.Sc.), Informatik",Technische Universität Braunschweig,"Bachelor of Science (B.Sc.), Informatik im Praxisverbund",Ostfalia - University of Applied Sciences,
https://www.linkedin.com/in/matthias-natho-b01032172/,matthias-natho-b01032172,199,186,"Master of Science - MS, Informatik",Technische Universität Braunschweig,"Bachelor of Science - BS, Informatik im Praxisverbund",Ostfalia - University of Applied Sciences,
https://www.linkedin.com/in/torgen-hauschild-37b52916b,torgen-hauschild-37b52916b,481,392,"Master, Informatik",Technische Universität Braunschweig,"Bachelor of Applied Science - BASc, Informatik",Ostfalia - University of Applied Sciences,
https://www.linkedin.com/in/emiliomatthaei,emiliomatthaei,6927,6207,"PhD, Strategic Management / Entrepreneurship",University of Oxford,,HHL Leipzig Graduate School of Management,
https://www.linkedin.com/in/hubertus-mai-07850576/,hubertus-mai-07850576,1202,1138,PhD student,University of Cambridge,"Dr. rer. oec., Networks",Technische Universität Berlin,
https://www.linkedin.com/in/christina-yip-b45a234,christina-yip-b45a234,544,534,Executive MBA,Simon Fraser University,"BBA (Honour), Finance, Accounting and MIS",Simon Fraser University,
https://www.linkedin.com/in/ryan-ong-082a41197/,ryan-ong-082a41197,195,191,,Founder Institute,,MediaTech Hub Potsdam,
https://www.linkedin.com/in/matthias-auf-der-mauer/,matthias-auf-der-mauer,9935,9449,"Master of Science (M.Sc.), Mechanical Engineering",ETH Zürich,Electrical and Electronics Engineering,"University of California, Berkeley",
https://www.linkedin.com/in/maximilianvonduering,maximilianvonduering,8118,7742,"Master of Science (M.Sc.), International Sales Management",ESCP Business School,"Bachelor of Arts (B.A.), Corporate Management & Economics",Zeppelin Universität,
https://www.linkedin.com/in/leospenner/,leospenner,5766,3835,"MSc, Industrial Engineering",Karlsruher Institut für Technologie (KIT),"MSc, Informatik",Tsinghua University,
https://www.linkedin.com/in/renana-krebs-5139ba179/,renana-krebs-5139ba179,1959,765,"Master's degree, Sustainability in Fashion, Berlin",ESMOD International,"Bachelor's degree, Fashion/Apparel Design",Shenkar - Engineering. Design. Art.,
https://www.linkedin.com/in/martinenderle,martinenderle,1921,1934,"MSc, PhD, Mathematics, Physics",Leibniz Universität Hannover,"Diploma, Mathematics",King's College London,
https://www.linkedin.com/in/boris-goldshteyn-447b1286/,boris-goldshteyn-447b1286,2471,2032,"Master of Science (M.Sc.), IT Management",FOM Hochschule für Oekonomie & Management,"B.Sc. Computer Science, Informatik",Hochschule für Wirtschaft und Recht Berlin,
https://www.linkedin.com/in/clemens-wagner-a70570168/,clemens-wagner-a70570168,82,65,,,,,
https://www.linkedin.com/in/sara-wach-bb73b696/,sara-wach-bb73b696,1022,1012,"Master of Science - MS, Computer Science",Uniwersytet WSB Merito Gdańsk,"Master of Engineering (M.Eng), Architecture",Sopocka Akademia Nauk Stosowanych,
https://www.linkedin.com/in/david-bl%C3%A4sing-a78a8b112,david-bl%C3%A4sing-a78a8b112,197,178,"Bachelor of Applied Science (B.A.Sc.), Mobile Applications",Hochschule für Technik und Wirtschaft Berlin,,,
https://www.linkedin.com/in/dominikcampanella,dominikcampanella,12537,11061,"Master of Science (M.Sc.), Master in Management (Grande Ecole) / Strategic Management",HEC Paris,Oxford and Aspen Institute Seminar for Leadership,University of Oxford,
https://www.linkedin.com/in/lukaskrieger,lukaskrieger,839,804,"Bachelor of Science - BS, Business Informatics",Universität Mannheim,"Master of Science - MS, Business Informatics - Data Science",Universität Mannheim,
https://www.linkedin.com/in/mariogeiss,mariogeiss,2349,2240,"Master Financial Management, Accounting & Control, Wirtschaftswissenschaften",Università Bocconi,"Master of Science (M.Sc.), Mannheim Master in Management",Universität Mannheim,
https://www.linkedin.com/in/steffen-allesch,steffen-allesch,5031,5000,"Master of Science (M.Sc.), International Finance",HEC Paris,"Master of Science (MSc), Strategic Management",Universität Mannheim,
https://www.linkedin.com/in/felixfddietrich,felixfddietrich,931,914,"Master of Science (M.Sc.), Produktionstechnik",Technische Universität Berlin,"School of Design Thinking, Product and Service Innovation, Innovation Management",Hasso Plattner Institute,
https://www.linkedin.com/in/lucas-paes-de-melo-38a8b989/,lucas-paes-de-melo-38a8b989,3436,3427,"MBA, Business Administration and Management",ESMT Berlin,"Specialist, Design Thinking",Hasso Plattner Institute,
https://www.linkedin.com/in/florianstrunck/,florianstrunck,3158,2504,"Master of Business Administration (MBA), Entrepreneurship",Hochschule für Wirtschaft und Recht Berlin,"Postgraduate studies, Communication, Journalism, and Related Programs",Universidad de Chile,
https://www.linkedin.com/in/lorenzo-pieri-a638b9a6,lorenzo-pieri-a638b9a6,6226,6204,"Bachelor's degree, Physics",Sapienza Università di Roma,"Master's degree, Theoretical Physics",Sapienza Università di Roma,
http://www.linkedin.com/in/sharipova,sharipova,1893,1632,"Summer School, Marketing and International Business","University of California, Berkeley","BSc, Economics",Государственный Университет - Высшая Школа Экономики,
https://www.linkedin.com/in/robinroehm/,robinroehm,18742,16275,"Bachelor of Science - BS, Mathematics",Julius-Maximilians-Universität Würzburg,"Bachelor of Arts - BA, Philosophy & English Literature",Julius-Maximilians-Universität Würzburg,
https://www.linkedin.com/in/jennysaft,jennysaft,7636,5697,"Master of Business Administration (MBA) with Distinction, San Francisco, Full time",Hult International Business School,"Bachelor of Arts, Business Administration",University of Applied Sciences Bielefeld,
https://www.linkedin.com/in/arne-reichelt/,,,,,,,,Failed after proxy rotation
https://www.linkedin.com/in/william-angell-3a1a58b7/,william-angell-3a1a58b7,61,61,"Bachelor of Science (B.S.), Computer Science",Wayne State University,,,
