Funding ID,Organization Name,Funding Type,Money Raised,Announced Date,Lead Investors,Number of Investors,Investor Names,Company ID
006237,IKOSIA,Pre-Seed,,2023-12-15,Zubi Labs,1.0,['Zubi Labs'],000000
006238,Inuru,Series A,10000000.0,2023-10-18,,3.0,"['Adamed Group', 'Aper Ventures', 'ARIA Fund']",000673
006239,IQONIC.AI,Seed,,2023-11-10,,3.0,"['Arve Capital', 'Brandenburg Kapital', 'YZR Capital']",000000
006240,Jobreel,Pre-Seed,560000.0,2023-12-19,,1.0,['Antler'],000000
006241,Jokerace,Seed,2000000.0,2023-08-15,1kx,4.0,"['1kx', 'Forward Research', 'Seed Club Ventures', 'Spice Capital']",000000
006242,JOKR,Series D,50000000.0,2023-09-20,Convivialite Ventures,8.0,"['Balderton Capital', 'Convivialite Ventures', 'G Squared', 'Greycroft', 'Lombard Odier', 'monashees', 'Notable Capital', 'Tiger Global Management']",000000
006243,JOKR,Series C,50000000.0,2023-02-03,G Squared,4.0,"['G Squared', 'HV Capital', 'Notable Capital', 'Tiger Global Management']",000000
006244,jooli.com,Seed,1200000.0,2023-01-01,,,[''],000000
006245,Journee,Series A,,2023-10-01,,,[''],000000
006246,Keatz,Venture - Series Unknown,,2023-01-01,,1.0,['Polymath Digital'],000690
006247,Keaz,Pre-Seed,518700.0,2023-05-05,,,[''],000000
006248,Kenbi,Series B,,2023-01-16,,1.0,['Helsana HealthInvest'],000695
006249,Kenjo,Series A,8800000.0,2023-09-17,Hi Inov - Dentressangle,5.0,"['Hi Inov - Dentressangle', 'Innovation Nest', 'Lightbird', 'redalpine', 'The Delta']",000696
006250,Key Ward,Pre-Seed,150000.0,2023-03-23,Eric Menoret,1.0,['Eric Menoret'],000000
006251,Kidling,Seed,,2023-01-10,,2.0,"['Berliner Volksbank', 'Bürgschaftsbank']",000000
006252,Kittl,Series A,10800000.0,2023-01-26,Left Lane Capital,6.0,"['Des Traynor', 'Left Lane Capital', 'Nikolas Baron', 'Santiago Cabrera-Naranjo', 'Shaan Puri', 'Speedinvest']",000000
006253,Kodex AI,Seed,1600000.0,2023-10-06,Signals Venture Capital,8.0,"['Barnaby Hussey-Yeo', 'Deutsche Bank', 'Karl Moritz Hermann', 'Sabine Bendiek', 'Signals Venture Capital', 'Techstars', 'Tobias Hann', 'Verena Rappel']",000000
006254,Konfetti,Seed,2000000.0,2023-02-23,Speedinvest,5.0,"['Angel Invest', 'Jag Singh', 'Peak', 'Sameer Singh', 'Speedinvest']",000000
006255,Kopernikus Automotive,Venture - Series Unknown,3000000.0,2023-02-02,,2.0,"['Continental', 'TGFS - Technologiegründerfonds Sachsen']",000709
006256,KoRo,Series B,23000000.0,2023-04-20,,7.0,"['Associated British Foods', 'Five Seasons Ventures', 'Haub Legacy Ventures', 'HV Capital', 'Partech Ventures', 'SevenVentures', 'Triodos Bank']",000000
006257,Kuechenheld,Seed,,2023-09-04,Kalodion GmbH,1.0,['Kalodion GmbH'],000713
006258,Kursinsel,Seed,,2023-06-21,,6.0,"['Alexander Drusio', 'Alexander Luik', 'Felix Jahn', 'Julia Wilde', 'Marcus Stahl', 'Patric Fassbender']",000000
006259,Kwara,Seed,3000000.0,2023-01-16,,12.0,"['Base Capital', 'Breega', 'DOB Equity', 'E4EAfrica', 'FINCA Ventures', 'Globivest', 'Mikko Salovaara', 'NGM Ventures', 'One Day Yes', 'Silverbacks Holdings', 'SoftBank Vision Fund Emerge Program', 'Willard Ahdritz']",000715
006260,LabDAO,Seed,3600000.0,2023-05-23,"Inflection.xyz, Village Global",14.0,"['Balaji Srinivasan', 'Beaker DAO', 'Curve Labs', 'Gmjp', 'Gnosis', 'ID Theory', 'Inflection.xyz', 'North Island Ventures', 'Orange DAO', 'Road Capital', 'Seed Club Ventures', 'Spaceship', 'The LAO', 'Village Global']",000000
006261,LANCH,Pre-Seed,2500000.0,2023-05-25,"HV Capital, Mario Götze",7.0,"['André Schürrle', 'Flixfounders', 'HV Capital', 'Jens Knossalla', 'Luciano Luciano', 'Mario Götze', 'Trymacs Trymacs']",000000
006262,LANCH,Seed,6500000.0,2023-10-12,"Felix Capital, HV Capital",4.0,"['André Schürrle', 'Felix Capital', 'HV Capital', 'Mario Götze']",000000
006263,Langdock,Pre-Seed,500000.0,2023-09-06,Y Combinator,1.0,['Y Combinator'],000000
006264,Langfuse,Seed,4000000.0,2023-11-07,"La Famiglia, Lightspeed Venture Partners",3.0,"['La Famiglia', 'Lightspeed Venture Partners', 'Y Combinator']",000000
006265,Layla,Seed,3000000.0,2023-11-29,"Firstminute Capital, M13",5.0,"['Andy Phillipps', 'Barry Smith', 'Firstminute Capital', 'M13', 'Paris Hilton']",000000
006266,LEVY Health,Pre-Seed,800000.0,2023-05-15,,2.0,"['Ali Ciger', 'Springboard Health Angels']",000000
006267,LI.FI,Series A,17500000.0,2023-03-30,"CoinFund, Superscrypt",12.0,"['Abra', 'Bloccelerate VC', 'Circle Ventures', 'CoinFund', 'Double Peak Group', 'Factor', 'L1D', 'Perridon Holdings', 'Superscrypt', 'Theta Capital', 'Three Point Capital', 'WAGMI Ventures']",000000
006268,Liefergrün,Convertible Note,7000000.0,2023-05-27,,1.0,['eCAPITAL ENTREPRENEURIAL PARTNERS'],000000
006269,Liefergrün,Venture - Series Unknown,,2023-01-12,Schenker Ventures,1.0,['Schenker Ventures'],000000
006270,liftOS,Seed,1000000.0,2023-03-16,,21.0,"['BackBone Ventures', 'Bastian Knutzen', 'Bora Sahinoglu', 'Chris Maslowski', 'Dennis Zeiler', 'Devin Tegmen', 'Dilek Dayinlarli', 'Johannes Dick', 'Kolja Mühlberger', 'Lukas Zörner', 'Marcus Erken', 'Marius Jeuck', 'Maximilian Nebl', 'Oliver Mickler', 'Philipp Schlohsnagel', 'Pitchdrive', 'Stefan Mader', 'Stefan Nietert', 'Thomas Kreutz', 'Tim Michael', 'Tim Seithe']",000000
006271,Likeminded,Seed,1500000.0,2023-10-26,"IBB Ventures, N&V Capital",2.0,"['IBB Ventures', 'N&V Capital']",000000
006272,Likeminded,Seed,5900000.0,2023-06-30,"Heartcore Capital, Holtzbrinck Digital",2.0,"['Heartcore Capital', 'Holtzbrinck Digital']",000000
006273,LiveEO,Venture - Series Unknown,10000000.0,2023-11-28,Greencode Ventures,1.0,['Greencode Ventures'],000738
006274,Lumaly,Convertible Note,,2023-08-04,,1.0,['FJ Labs'],000000
006275,Lykon,Venture - Series Unknown,2500000.0,2023-08-17,Zintinus,1.0,['Zintinus'],000745
006276,Lynty,Seed,,2023-03-20,,,[''],000000
006277,M^0 Labs,Seed,22500000.0,2023-04-05,Pantera Capital,10.0,"['Airtree Ventures', 'Distributed Capital Partners', 'Earlybird Venture Capital', 'Kraynos Capital', 'Mouro Capital', 'Pantera Capital', 'ParaFi Capital', 'Road Capital', 'SALT Fund', 'Standard Crypto']",000000
006278,Mahr EDV,Private Equity,,2023-10-05,Tenzing,1.0,['Tenzing'],000000
006279,Mainteny,Seed,2700000.0,2023-03-20,Cusp Capital,4.0,"['Antler', 'Cusp Capital', ""Smart Infrastructure Ventures ('SIVentures')"", 'Tiny VC']",000000
006280,MakerVerse,Series A,9400000.0,2023-04-04,Ninepointfive,3.0,"['Ninepointfive', 'Siemens Energy', 'ZEISS Group']",000000
006281,mama health,Pre-Seed,,2023-06-09,,3.0,"['Brandenburg Kapital', 'HPI Seed Fund', 'P101']",000000
006282,Manti Manti,Pre-Seed,1000000.0,2023-06-28,,11.0,"['Anna Weber', 'Anne Lemcke', 'Carmen Kroll', 'Christoph Behn', 'Jan-Willem Weischer', 'Jessie Weiß', 'Laurence Saunier', 'Marcus Stahl', 'Marlena Hien', 'Patric Fassbender', 'Stefan Lemcke']",000000
006283,Marley Spoon,Post-IPO Equity,,2023-02-07,,1.0,['468 Capital'],000000
006284,marta,Seed,,2023-08-03,"RTL Ventures, SwissHealth Ventures",3.0,"['Redstone.VC', 'RTL Ventures', 'SwissHealth Ventures']",000000
006285,Mauve,Venture - Series Unknown,15000000.0,2023-03-09,,10.0,"['Balderton Capital', 'BH Digital', 'BlueYard Capital', 'Coinbase Ventures', 'Compound', 'Ethereal Ventures', 'FinTech Collective', 'GoldenTree Asset Management', 'Lattice Capital', 'Wintermute Ventures']",000000
006286,Maya Climate,Pre-Seed,1200000.0,2023-01-31,HTGF | High-Tech Gruenderfonds,3.0,"['Antler', 'Berlin Angel Fund', 'HTGF | High-Tech Gruenderfonds']",000000
006287,McMakler,Venture - Series Unknown,20000000.0,2023-06-30,,4.0,"['Baillie Gifford', 'Frog Capital', 'Israel Growth Partners', 'Warburg Pincus']",000758
006288,Medigo,Series A,2000000.0,2023-03-13,East Ventures,3.0,"['East Ventures', 'Pavilion Capital', 'Touchstone Partners']",000000
006289,MedKitDoc,Seed,,2023-09-11,Health Wildcatters,1.0,['Health Wildcatters'],000000
006290,Medwing,Series C,44000000.0,2023-03-15,,7.0,"['Atlantic Labs', 'Cathay Capital', 'Cherry Ventures', 'Northzone', 'Quadrille Capital', 'Salica', 'SVB Capital']",000767
006291,Meloon,Pre-Seed,700000.0,2023-11-20,IBB Ventures,8.0,"['BackBone Ventures', 'Berlin Angel Fund', 'IBB Ventures', 'Jia Hong Shaw', 'Lutz Kettner', 'Markus Völker', 'Suman Rewari', 'Tobias Wittich']",000000
006292,Mercanis,Seed,9200000.0,2023-08-17,"DI Technology, Signals Venture Capital, Speedinvest",7.0,"['DI Technology', 'Dr. Marcell Vollmer', 'Dr. Ulrich Piepel', 'Mirko Novakovic', 'Signals Venture Capital', 'Speedinvest', 'Victor Jacobsson']",000000
006293,MERSOR,Seed,,2023-09-11,,4.0,"['Dieter von Holtzbrinck', 'Faraday Venture Partners', 'IBB Ventures', 'NCA']",000778
006294,Metiundo,Seed,,2023-09-22,,2.0,"['Enpulse', 'Viega']",000000
006295,METR,Series A,6000000.0,2023-04-03,,4.0,"['Mujinzo Labs', 'Next Big Thing', 'The BraWo Capital Group', 'Wika']",000779
006296,Midas,Seed,,2023-11-27,,1.0,['FJ Labs'],000000
006297,Milano Vice,Series A,8300000.0,2023-07-12,Coefficient Capital,8.0,"['Christian Gaiser', 'Coefficient Capital', 'David Brunier', 'Geschwister Oetker', 'Ole Strohschnieder', 'Speedinvest', 'True.', 'Wittleben Fabian']",000000
006298,MindAhead,Pre-Seed,500000.0,2023-01-05,RoX Health,9.0,"['AC75 Startup Accelerator', 'CDP Venture Capital', 'Cosimo Pulli', 'IKIGAI', 'Moonstone Capital', 'OHA Osnabrück Healthcare Accelerator', 'Oskar Obereder', 'RoX Health', 'Rudolf von Plettenberg']",000000
006299,Mindsurance,Pre-Seed,1200000.0,2023-03-01,YZR Capital,7.0,"['Daniel Zacharias', 'Dirk Freise', 'Julian Lange', 'Julian Stiefel', 'Rolf Schromgens', 'Sybille Strack', 'YZR Capital']",000000
006300,Mindsurance,Seed,,2023-09-25,Robin Capital,1.0,['Robin Capital'],000000
006301,MoleQlar,Seed,,2023-11-06,Rheingau Founders,1.0,['Rheingau Founders'],000000
006302,Mondarella,Series A,5000000.0,2023-10-31,Sparkfood,1.0,['Sparkfood'],000000
006303,Mondu,Series A,13000000.0,2023-01-13,Valar Ventures,2.0,"['FinTech Collective', 'Valar Ventures']",000000
006304,Monite,Seed,5000000.0,2023-03-20,Third Prime,5.0,"['Audeo Ventures', 'Coalition Capital', 'LongRun Capital', 's16vc', 'Third Prime']",000000
006305,Montamo,Pre-Seed,2100000.0,2023-12-11,Project A Ventures,5.0,"['Adrian Frenzel', 'Julian Hueck', 'Patrick Andrae', 'Philipp Kloeckner', 'Project A Ventures']",000000
006306,Moonfare,Series C,15000000.0,2023-02-07,,1.0,['7GC & Co'],000794
006307,MyBeautyHero,Pre-Seed,,2023-06-01,,,[''],000000
006308,Nala Earth,Pre-Seed,1700000.0,2023-10-18,Founderful,7.0,"['Benedikt Franke', 'Founderful', 'Julia Bosch', 'Lea-Sophie Cramer', 'Pale blue dot', 'The Delta', 'Voyagers']",000000
006309,NAO,Pre-Seed,1600000.0,2023-06-06,Zeitgeist X Ventures,6.0,"['Artur Hasselbach', 'Jakob Schreyer', 'Jan Karnath', 'Kotti Capital', 'Steffen Hetzel', 'Zeitgeist X Ventures']",000000
006310,NAVIT,Seed,3500000.0,2023-03-14,"Assembly Ventures, Rethink Ventures",7.0,"['Arabella Venture Capital', 'Assembly Ventures', 'Forward31', 'Futury Capital', 'Jens Krueger', 'Lufthansa Innovation Hub', 'Rethink Ventures']",000000
006311,Nefta,Seed,5000000.0,2023-02-15,Play Ventures,6.0,"['MZ Web3 Fund', 'Picus Capital', 'Play Ventures', 'Polygon Ventures', 'SevenX Ventures', 'Sfermion']",000000
006312,Nelly,Series A,15000000.0,2023-06-15,Lakestar,4.0,"['arc investors', 'b2venture', 'Lakestar', 'Motive Partners']",000000
006313,NeoCarbon,Seed,3200000.0,2023-12-12,Raise Ventures,6.0,"['Antler', 'Christian Vollmann', 'Matthias Gotta', 'PT1', 'Raise Ventures', 'Speedinvest']",000000
006314,NetBird,Pre-Seed,1100000.0,2023-05-03,,6.0,"['Antler', 'Emma Tracey', 'Jan Oberhauser', 'Mario Götze', 'Nauta Capital', 'Rheingau Founders']",000000
006315,Nex,Seed,3500000.0,2023-03-22,,,[''],000000
006316,Nia Health,Seed,3500000.0,2023-05-15,HTGF | High-Tech Gruenderfonds,3.0,"['adesso ventures', 'HTGF | High-Tech Gruenderfonds', 'Ventura BioMed Investors']",000814
006317,Ninebarc,Seed,,2023-03-02,,1.0,['Isartal Ventures'],000000
006318,Nosh Biofoods,Seed,3200000.0,2023-04-21,Earlybird Venture Capital,4.0,"['Clear Current Capital', 'Earlybird Venture Capital', 'Good Seed Ventures', 'Grey Silo Ventures']",000000
006319,Novo,Pre-Seed,1000000.0,2023-09-27,"2bX, Citizen Capital",2.0,"['2bX', 'Citizen Capital']",000000
006320,NOVO,Pre-Seed,1000000.0,2023-09-27,"2bX, Citizen Capital",5.0,"['2bX', 'Antler', 'Citizen Capital', 'Franz De Waal', 'Kerstin Bock']",000000
006321,Novumstate,Seed,,2023-05-26,,1.0,['DRP Invest GmbH'],000000
006322,Numa,Series C,55000000.0,2023-09-25,Verlinvest,6.0,"['Cape Capital AG', 'Cherry Ventures', 'DN Capital', 'Headline', 'Soravia', 'Verlinvest']",000821
006323,Nuri,Private Equity,,2023-01-01,,,[''],000822
006324,Nuventura,Series A,25000000.0,2023-09-05,Mirova,8.0,"['ADB Ventures', 'Cycle Group', 'DOEN Participaties', 'EIC Accelerator', 'FORWARD.one', 'Future Energy Ventures', 'IBB Ventures', 'Mirova']",000823
006325,nuwo,Seed,2750000.0,2023-07-25,"Redstone.VC, VR Ventures",6.0,"['Haufe-Lexware', 'IBB Ventures', 'Nicolas Kipp', 'Redstone.VC', 'TAKKT Venture Capital', 'VR Ventures']",000000
006326,Nyonic,Series A,,2023-07-13,Lenovo Capital and Incubator Group (LCIG),1.0,['Lenovo Capital and Incubator Group (LCIG)'],000000
006327,nyris,Venture - Series Unknown,10000000.0,2023-03-30,"European Innovation Council, TRUMPF Venture",6.0,"['eCAPITAL ENTREPRENEURIAL PARTNERS', 'European Innovation Council', 'Flixfounders', 'IKEA', 'Mücke Roth & Company', 'TRUMPF Venture']",000825
006328,Oaks,Pre-Seed,,2023-07-03,Atlantic Labs,6.0,"['Atlantic Labs', 'Jan Kaniess', 'Naren Shaam', 'Rubin Ritter', 'Tao Tao', 'Thijn Lamers']",000000
006329,One Coworking,Pre-Seed,,2023-11-01,ExtraVallis,1.0,['ExtraVallis'],000000
006330,ONO,Convertible Note,170000.0,2023-08-07,,1.0,['European Innovation Council'],000835
006331,onu.energy,Pre-Seed,,2023-12-01,,1.0,['EWOR'],000000
006332,ooblee,Series A,,2023-01-15,,,[''],000000
006333,Ostrom,Series A,8000000.0,2023-09-07,SE Ventures,5.0,"['Adjacent', 'J12', 'SE Ventures', 'Union Square Ventures', 'Übermorgen Ventures']",000000
006334,Ovom Care,Pre-Seed,1000000.0,2023-03-10,Merantix Capital,1.0,['Merantix Capital'],000000
006335,Ozank,Seed,,2023-01-01,,,[''],000844
006336,Pacifico Biolabs,Pre-Seed,,2023-01-01,,1.0,['Exceptional Ventures'],000000
006337,Parloa,Series A,20000000.0,2023-03-30,EQT Ventures,10.0,"['EQT Ventures', 'Erik Muttersbach', 'Hanno Renner', 'Jens Borman', 'Julius Göllner', 'Mario Götze', 'Michael Wax', 'Newion', 'Nicolas Peters', 'Senovo']",000848
006338,Patient 21,Series C,76000000.0,2023-05-22,Pitango VC,8.0,"['Artian Investments', 'Bertelsmann Investments', 'Maria Raga', 'Mario Kohle', 'PICO Venture Partners', 'Pitango VC', 'Piton Capital', 'Target Global']",000851
006339,Payrails,Seed,14400000.0,2023-06-07,EQT Ventures,5.0,"['Andreessen Horowitz', 'EQT Ventures', 'Flixfounders', 'General Catalyst', 'HV Capital']",000000
006340,Pendulum,Seed,,2023-01-01,,1.0,['Avalon Wealth Club'],000000
006341,Phaseinvest,Pre-Seed,20000.0,2023-02-20,,1.0,['Startup Wise Guys'],000000
006342,Plan A,Series A,27000000.0,2023-09-19,Lightspeed Venture Partners,9.0,"['coparion', 'Demeter', 'Deutsche Bank', 'HV Capital', 'Illusian Founder Office', 'Keen Venture Partners', 'Lightspeed Venture Partners', 'Opera Tech Ventures', 'Visa']",000870
006343,PlayPack,Seed,,2023-01-01,,2.0,"['Raga Partners', 'The Games Fund']",000000
006344,Pliant,Series A,26000000.0,2023-02-17,SBI Investment,5.0,"['Alstin Capital', 'Motive Partners', 'MS&AD Ventures', 'Neosfer', 'SBI Investment']",000000
006345,Pnkfrg Studios,Seed,,2023-05-24,,2.0,"['Lightning Ventures', 'StillMark']",000000
006346,Pointly,Pre-Seed,,2023-02-08,,,[''],000000
006347,Pointly,Pre-Seed,,2023-11-02,,,[''],000000
006348,Polyteia,Seed,5000000.0,2023-03-01,HV Capital,2.0,"['DvH Ventures', 'HV Capital']",000878
006349,PowerUs,Series B,24000000.0,2023-09-20,,4.0,"['Eurazeo', 'General Catalyst', 'Headline', 'HV Capital']",000881
006350,Prestatech,Series A,4000000.0,2023-04-12,CDP Venture Capital,4.0,"['Alchimia Investments', 'CDP Venture Capital', 'Swiss Merchant Corporation', 'Vantage 20 SA']",000000
006351,Project Eaden,Seed,2100000.0,2023-01-11,,5.0,"['Creandum', 'FoodLabs', 'Magnetic Capital', 'Mudcake', 'Shio Capital']",000000
006352,promiseQ,Seed,,2023-12-22,"APY Ventures, ExtraVallis",4.0,"['APY Ventures', 'ExtraVallis', 'Ulrich Schmitt', 'Valentin Schmitt']",000000
006353,Propel,Seed,2500000.0,2023-07-10,No Such Ventures,4.0,"['APX', 'Future of Learning Fund', 'Golden Egg Check Capital', 'No Such Ventures']",000000
006354,PropellerHeads,Seed,,2023-01-01,,2.0,"['Circle Ventures', 'Karatage']",000000
006355,Prosoma,Grant,,2023-06-06,,,[''],000888
006356,Purpose Green,Pre-Seed,3300000.0,2023-10-05,"Atlantic Labs, Speedinvest",2.0,"['Atlantic Labs', 'Speedinvest']",000000
006357,Qdrant,Seed,7500000.0,2023-04-19,Unusual Ventures,4.0,"['42CAP', 'Amr Awadallah', 'IBB Ventures', 'Unusual Ventures']",000000
006358,Quantica,Series A,14000000.0,2023-04-12,,2.0,"['byFounders', 'Scale Capital']",000893
006359,Quantune,Grant,3991297.0,2023-03-25,European Innovation Council,1.0,['European Innovation Council'],000895
006360,Quazy Foods,Pre-Seed,800000.0,2023-09-08,,3.0,"['Antler', 'ProVeg International', 'Sprout & About Ventures']",000000
006361,Raisin,Series E,60000000.0,2023-03-23,M&G Investments,3.0,"['Goldman Sachs', 'Hedosophia', 'M&G Investments']",000000
006362,randevu.tech,Seed,325000.0,2023-12-07,,3.0,"['Earlybird Venture Capital', 'ICT Hub Venture', 'TS Ventures Fond']",000000
006363,randevu.tech,Pre-Seed,,2023-03-12,Antler,3.0,"['Antler', 'ICT Hub Venture', 'TS Ventures Fond']",000000
006364,Raus,Venture - Series Unknown,8500000.0,2023-11-09,ROCH Ventures,5.0,"['10x Founders', 'Dupuis Investment', 'ROCH Ventures', 'Rockaway Ventures', 'Speedinvest']",000000
006365,Razor Group,Series C,18000000.0,2023-04-17,,1.0,['Upper90'],000000
006366,Rebel Tech,Pre-Seed,1500000.0,2023-04-21,,6.0,"['Founders Factory', 'G-Force', 'MAGIC Fund', 'Planet Fund', 'Satgana', 'Voyagers']",000000
006367,recoupling,Angel,,2023-05-01,,,[''],000000
006368,recoupling,Pre-Seed,,2023-08-29,,4.0,"['Bernd Heinrichs', 'Ingo Weber', 'Manuel Tolle', 'Sebastian Johnston']",000000
006369,Recovery Cat,Seed,,2023-02-01,,3.0,"['Ali Ciger', 'IBB Ventures', 'Springboard Health Angels']",000000
006370,Reflex Aerospace,Seed,1750000.0,2023-05-15,,2.0,"['Bayern Kapital', 'Starburst Accelerator']",000000
006371,Revive,Pre-Seed,15000.0,2023-02-03,Startupbootcamp Renewable Energy & Net Zero,1.0,['Startupbootcamp Renewable Energy & Net Zero'],000000
006372,Saiz,Pre-Seed,,2023-03-24,Spread Ventures,1.0,['Spread Ventures'],000000
006373,Scenarium AI,Pre-Seed,1600000.0,2023-11-16,UVC Partners,2.0,"['Angel Invest', 'UVC Partners']",000000
006374,Scipio,Series A,,2023-01-01,,1.0,['Maropost Ventures'],000000
006375,Secfix,Seed,3800000.0,2023-03-01,Octopus Ventures,2.0,"['Neosfer', 'Octopus Ventures']",000000
006376,seedtrace,Seed,2000000.0,2023-07-04,,6.0,"['Alpha Ventures', 'Christophe Folschette', 'Futury Capital', 'Jochen Zaumseil', 'Marc Feider', 'Twip Impact Ventures']",000000
006377,Selfapy,Venture - Series Unknown,7000000.0,2023-02-17,,5.0,"['HTGF | High-Tech Gruenderfonds', 'IBB Ventures', 'Medice Arzneimittel', 'The SHS Group', 'Think.Health']",000000
006378,SellerX,Venture - Series Unknown,60000000.0,2023-05-31,Sofina,9.0,"['83North', 'BlackRock', 'Cherry Ventures', 'Felix Capital', 'L Catterton', 'Sofina', 'TRCM Fund', 'Upper90', 'Victory Park Capital']",000000
006379,Senken,Seed,,2023-01-01,,1.0,['bldrs'],000000
006380,Senken,Venture - Series Unknown,7500000.0,2023-01-26,Obvious Ventures,6.0,"['Climate Capital', 'Four Acres Capital', 'Inflection.xyz', 'Kraken Ventures', 'Obvious Ventures', 'Offline Ventures']",000000
006381,Sensefinity,Grant,3000000.0,2023-09-01,,,[''],000000
006382,Sensefinity,Seed,1175000.0,2023-09-22,,,[''],000000
006383,Service4Charger,Series A,10000000.0,2023-06-28,BP Ventures,2.0,"['BP Ventures', 'SmartEnergy Innovation Fund']",000938
006384,Silica Corpora,Pre-Seed,145000.0,2023-04-10,Berkeley SkyDeck Fund,1.0,['Berkeley SkyDeck Fund'],000000
006385,Silica Corpora,Grant,142500.0,2023-06-10,EXIST,1.0,['EXIST'],000000
006386,simplyblock,Pre-Seed,500000.0,2023-04-26,Antler,1.0,['Antler'],000000
006387,sinnaptic telemedical solutions,Seed,,2023-02-22,,,[''],000000
006388,Skillties,Venture - Series Unknown,,2023-04-28,,1.0,['allygatr'],000000
006389,SkoneLabs,Pre-Seed,170000.0,2023-06-30,Antler,1.0,['Antler'],000000
006390,SLAY,Pre-Seed,2600000.0,2023-01-19,Accel,9.0,"['Accel', 'Alex Pall', 'Harry Stebbings', 'Ilkka Paananen', 'Kevin Weil', 'Mario Götze', 'Scott Belsky', 'Sven Ahrens', 'The Twenty Minute VC']",000000
006391,Smalt,Pre-Seed,4100000.0,2023-06-16,La Famiglia,6.0,"['APX', 'Axel Springer', 'La Famiglia', 'Loric Ventures', 'Owl Ventures', 'Steffen Zoller']",000000
006392,Smart Steel Technologies,Venture - Series Unknown,,2023-02-14,Heraeus,1.0,['Heraeus'],000963
006393,Solaris,Series F,38000000.0,2023-07-07,,3.0,"['BBVA', 'Lakestar', 'Samsung Catalyst Fund']",000974
006394,Spacies,Angel,,2023-07-14,,6.0,"['Albeck & Schache Investment', 'Carlo Waibel', 'Frederick Jost', 'Mathias Horsch', 'NowHatch Ventures', 'Philipp Nass']",000000
006395,Spectrm,Series B,6500000.0,2023-06-06,3TS Capital Partners,5.0,"['3TS Capital Partners', 'BDMI', 'Jens Schumann', 'LVH Global', 'North Base Media']",000983
006396,Sphaira,Grant,,2023-05-04,,,[''],000000
006397,Spoke.ai (acq. by Salesforce),Pre-Seed,1400000.0,2023-02-23,byFounders,2.0,"['byFounders', 'Possible Ventures']",000000
006398,SPREAD AI,Series A,16000000.0,2023-05-03,HV Capital,4.0,"['Cavalry Ventures', 'Dylan Field', 'HV Capital', 'Walter Kortschak']",000992
006399,SPRK.global,Angel,6000000.0,2023-02-16,,2.0,"['Brigitte Mohn', 'Thorsten M. Schiefer']",000993
006400,SPYCE5,Angel,1000000.0,2023-05-30,David Sønstebø,1.0,['David Sønstebø'],000000
006401,SQUAKE,Seed,3500000.0,2023-06-21,Simon Capital,6.0,"['BackBone Ventures', 'Lufthansa', 'Neosfer', 'Rivus Capital', 'Schenker Ventures', 'Simon Capital']",000000
006402,Startup Insider,Seed,,2023-01-31,,11.0,"['Atlantic Labs', 'BitStone Capital', 'Capnamic Ventures', 'Cavalry Ventures', 'Decisive Capital Management', 'Earlybird Venture Capital', 'German Media Pool', 'Olaf Koch', 'Philipp Westermeyer', 'seed + speed Ventures', 'Udo Schloemer']",001000
006403,Sunhero,Series A,10000000.0,2023-03-13,"Planet A Ventures, Vorwerk Ventures",5.0,"['Acurio Ventures', 'Planet A Ventures', 'Redstone.VC', 'Speedinvest', 'Vorwerk Ventures']",000000
006404,SureIn,Seed,4000000.0,2023-08-15,PactVC,8.0,"['Atlantic Labs', 'neoteq ventures', 'PactVC', 'Robin Haak', 'Sequoia Arc', 'Vincenz Klemm', 'Warrick Shanly', 'xdeck']",000000
006405,Swobbee,Series A,2000000.0,2023-04-25,"Clean Future Dividend Fund, SpeedUp Energy Innovation",2.0,"['Clean Future Dividend Fund', 'SpeedUp Energy Innovation']",001010
006406,sykell,Seed,4500000.0,2023-05-03,,3.0,"['Collateral Good Ventures', 'Interzero', 'Rewe Group']",000000
006407,Sylbaa,Grant,,2023-08-24,Tenity,1.0,['Tenity'],000000
006408,SynthFlow AI,Pre-Seed,1500000.0,2023-10-01,Atlantic Labs,2.0,"['Atlantic Labs', 'BigStory VC']",000000
006409,TastyUrban,Seed,1500000.0,2023-05-04,"Alexander Artope, Earlybird Venture Capital, Ronny Shibley",3.0,"['Alexander Artope', 'Earlybird Venture Capital', 'Ronny Shibley']",000000
006410,Terramate,Pre-Seed,,2023-05-15,Fly Ventures,1.0,['Fly Ventures'],000000
006411,theblood,Pre-Seed,200000.0,2023-09-26,,2.0,"['Carsten Maschmeyer', 'Nils Glagau']",000000
006412,TIER Mobility,Venture - Series Unknown,,2023-02-21,,2.0,"['Ethos VC', 'Mubadala']",001037
006413,TIER Mobility,Convertible Note,,2023-05-16,,5.0,"['Goldman Sachs', 'Mubadala', 'Northzone', 'SoftBank Vision Fund', 'Speedinvest']",001037
006414,Tilta,Seed,4000000.0,2023-06-06,,7.0,"['10x Founders', 'Angel Invest', 'Dreamcraft Ventures', 'ff Venture Capital', 'Ines Streimelweger', 'Marko Wenthin', 'Venista Ventures']",000000
006415,Tiptap,Seed,2615000.0,2023-10-19,,4.0,"['Expa', 'Liz Wessel', 'Radu Spineau', 'Y Combinator']",000000
006416,TME Pharma,Post-IPO Equity,2700000.0,2023-12-14,,,[''],000000
006417,TME Pharma,Post-IPO Debt,1080000.0,2023-04-18,Atlas Special Opportunities,1.0,['Atlas Special Opportunities'],000000
006418,TME Pharma,Post-IPO Equity,1000000.0,2023-04-18,,,[''],000000
