Founder ID,Company ID,Founder Name,Organization Name,first_name,last_name,linkedin_url,logo_url,facebook_url,twitter_url,city,region,country_code,featured_job_title,featured_job_organization_name,username,followers,connections,degree_1,degree_1_university,degree_2,degree_2_university,error
000756,000344,Wolfgang Mauer,ArtNight GmbH,Wolfgang,Mauer,https://www.linkedin.com/in/wolfgang-mauer-7/?originalSubdomain=de,https://images.crunchbase.com/image/upload/t_cb-default-original/qk4prxdms9mbauhoein9,,,Berlin,Berlin,DEU,Founder,Konfetti,wolfgang-mauer-7,8421.0,7985.0,"Master's degree, Global Management",Antwerp Management School,"Bachelor's degree, Sports and Health in Prevention and Therapy",Deutsche Sporthochschule Köln,
000757,000345,Pascal Klein,Asana Rebel,Pascal,Klein,https://www.linkedin.com/in/pascklein,https://images.crunchbase.com/image/upload/t_cb-default-original/v1501497785/yxfdn0ibchqq8uxxubmv.png,,,Berlin,Berlin,DEU,Entrepreneur & Co-Founder,Asana Rebel,pascklein,2616.0,2455.0,"M.A., Management",School of International Business and Entrepreneurship (SIBE),"B.Sc., Business Adminstration",Hochschule Koblenz (Koblenz University of Applied Sciences),
000758,000345,Robin Pratap,Asana Rebel,Robin,Pratap,https://www.linkedin.com/in/robin-pratap-a011b624,https://images.crunchbase.com/image/upload/t_cb-default-original/v1501498343/fkoqakjbaahpi2t0ldvm.jpg,,,Berlin,Berlin,DEU,Entrepreneur & Co-Founder,Asana Rebel,robin-pratap-a011b624,398.0,268.0,"Master of Science (MSc), International Management",Steinbeis Hochschule,"M.Sc., Environment & Sustainable Development",UCL,
000759,000346,Hans Ritschl,AskBy.ai,Hans,Ritschl,https://www.linkedin.com/in/hans-ritschl-45ba73b1/,https://images.crunchbase.com/image/upload/t_cb-default-original/tw36tcfaxrzwitmiubn5,,,Kreuzberg,Berlin,DEU,Co-Founder,AskBy.ai,hans-ritschl-45ba73b1,2022.0,2020.0,,"ESB Business School, Reutlingen University",,,
000760,000346,Jan Saputra Müller,AskBy.ai,Jan,Saputra Müller,,None,None,None,None,None,None,None,None,,,,,,,,
000761,000346,Sajagan Thirugnanam,AskBy.ai,Sajagan,Thirugnanam,,None,None,None,None,None,None,None,None,,,,,,,,
000763,000348,Jens Grudno,AssistMe,Jens,Grudno,https://www.linkedin.com/in/jens-grudno/,https://images.crunchbase.com/image/upload/t_cb-default-original/mmeaf7wkq0mxf0jvsiyf,,https://twitter.com/JGrudno,Berlin,Berlin,DEU,Chief Executive Officer,Dovo,jens-grudno,2177.0,2082.0,"Diplomkaufmann / Master of Business Administration, Technology and Management-oriented Business Administration",TUM School of Management,High School Diploma,Gymnasium Gröbenzell,
000764,000348,Julio Brandl,AssistMe,Julio,Brandl,https://www.linkedin.com/in/julio-brandl-ba898b129/,https://images.crunchbase.com/image/upload/t_cb-default-original/wavoapal3vgu5ysfhp6e,,,Berlin,Berlin,DEU,CEO,AssistMe,julio-brandl-ba898b129,3021.0,2882.0,"Dr. rer. pol., Information Systems",Universität Potsdam,"Master of Science - MS, Psychology",Universität Klagenfurt,
000765,000349,Margaret Trainor,Atmo Home,Margaret,Trainor,https://www.linkedin.com/in/margaret-trainor-0389064a/,https://images.crunchbase.com/image/upload/t_cb-default-original/wdztgqd0acnccye1ex0x,https://www.facebook.com/margaret.trainor.96,,Berlin,Berlin,DEU,Venture Development,Atlantic Labs,margaret-trainor-0389064a,1739.0,1659.0,"Bachelor of Arts (B.A.), History",The College of Wooster,"British History, Art and Architecture",Boston University,
000766,000350,Hannfried Leisterer,AtomLeap,Hannfried,Leisterer,,https://images.crunchbase.com/image/upload/t_cb-default-original/mauwu32vi0mwaaur8liu,,,,,,Co-founder & head of intelligence,AtomLeap,,,,,,,,
000767,000350,Jens Wiechers,AtomLeap,Jens,Wiechers,,None,None,None,None,None,None,None,None,,,,,,,,
000768,000350,Robin Tech,AtomLeap,Robin,Tech,https://www.linkedin.com/in/robintech,https://images.crunchbase.com/image/upload/t_cb-default-original/v1442978528/xwcntkywxtccnmtap2sp.jpg,,,Berlin,Berlin,DEU,Co-Founder & Managing Director,delphai,robintech,6962.0,6161.0,"PhD, Economics","Humboldt Institute for Internet and Society, MIT, University of St.Gallen","Master of Science, Technology management & engineering",Stockholm University & KTH,
000769,000350,Thomas Andrae,AtomLeap,Thomas,Andrae,https://www.linkedin.com/in/thomas-andrae-14480796,https://images.crunchbase.com/image/upload/t_cb-default-original/v1434517025/tjd68swzeqqvjao5d0rr.png,,,Berlin,Berlin,DEU,Founding Partner,AtomLeap,thomas-andrae-14480796,9153.0,9004.0,"Dipl. Ing., Technische Informatik",Berliner Hochschule für Technik (BHT),,,
000770,000351,Daniel Seiler,AUCTA,Daniel,Seiler,https://www.linkedin.com/in/daniel-seiler-9a889981,https://images.crunchbase.com/image/upload/t_cb-default-original/pmljeyuwkfugbcldvmeh,,,Berlin,Berlin,DEU,Co-Founder & CPO,AUCTA,daniel-seiler-9a889981,1074.0,1044.0,"Exchange Student, Interaction Design",Augmented Reality Instruction Assistant,,Fachhochschule Potsdam,
000771,000351,Elias Alonso,AUCTA,Elias,Alonso,https://www.linkedin.com/in/eliasagc,https://images.crunchbase.com/image/upload/t_cb-default-original/v1416630972/ihbpgtmtg10qo2egkgj8.jpg,,,Madrid,Madrid,ESP,Chief Technology Officer,AUCTA,eliasagc,361.0,323.0,Filosofía,Universidad Autónoma de Madrid,Informática,Universidad Politécnica de Madrid,
000772,000351,Henri Huselstein,AUCTA,Henri,Huselstein,https://www.linkedin.com/in/henri-huselstein-b3a51594,https://images.crunchbase.com/image/upload/t_cb-default-original/toy6rcbneqtmj0iewhuw,,,Berlin,Berlin,DEU,Founder and CEO,AUCTA,,,,,,,,Failed after proxy rotation
000773,000352,Rania Reda,Augmania,Rania,Reda,https://www.linkedin.com/in/raniareda,https://images.crunchbase.com/image/upload/t_cb-default-original/iuduquhbi5uosygbfdzv,,,San Francisco,California,USA,Founder & CEO,Augmania,raniareda,5430.0,4609.0,"Executive MBA - Global Network Advanced Management, Women's Leadership in the 21st Century","University of California, Berkeley, Haas School of Business","Master's degree, Executive Masters of Business Administration",ESMT Berlin,
000775,000354,Taimur Andre R.,AUTO1 Fintech,Taimur,Andre R.,,None,None,None,None,None,None,None,None,,,,,,,,
000776,000355,Martin Piirmaa,Autobahn,Martin,Piirmaa,https://www.linkedin.com/in/martin-piirmaa-9a652041,https://images.crunchbase.com/image/upload/t_cb-default-original/jvwtkmabrgmevqhjch2c,,,Berlin,Berlin,DEU,Co-Founder,Autobahn,martin-piirmaa-9a652041,1601.0,1578.0,Business and economics,Stockholm School of Economics,International Business Administration,Estonian Business School,
000777,000356,Felix Schläger,Automate Estate,Felix,Schläger,https://www.linkedin.com/in/felixschlaeger,https://images.crunchbase.com/image/upload/t_cb-default-original/fvmllhgesy6vyzm1raoh,,https://twitter.com/felixschlaeger0,Berlin,Berlin,DEU,CEO & Co-Founder,Automate Estate,felixschlaeger,11984.0,12052.0,"Bachelor's degree, Sociology, Politics & Economics (SPE)",Zeppelin Universität,European Studies/ General Management,Ecole de Management Strasbourg,
000778,000356,Nicolas Böttger,Automate Estate,Nicolas,Böttger,,None,None,None,None,None,None,None,None,,,,,,,,
000779,000356,Timo Wagner,Automate Estate,Timo,Wagner,https://www.linkedin.com/in/timo-wagner,https://images.crunchbase.com/image/upload/t_cb-default-original/blvnii10nn2saul5lldw,,,Berlin,Berlin,DEU,CTO & Co-Founder,Automate Estate,timo-wagner,357.0,326.0,"Master of Science (M.Sc.), Information Engineering and Management",Karlsruher Institut für Technologie (KIT),"Master of Science (M.Sc.), Computer Science",Universidade de Lisboa,
000780,000357,Maximilian Goisser,Autumn AI,Maximilian,Goisser,https://linkedin.com/in/maximilian-goisser-244464ba,https://images.crunchbase.com/image/upload/t_cb-default-original/yjsm2qunbvicr8m9zssy,,https://twitter.com/hobofan,Berlin,Berlin,DEU,Lead Software Engineer,Field 33,maximilian-goisser-244464ba,299.0,294.0,Biochemistry,Freie Universität Berlin,,,
000781,000357,Michael Hirn,Autumn AI,Michael,Hirn,https://www.linkedin.com/in/meetmichaelhirn,https://images.crunchbase.com/image/upload/t_cb-default-original/v1439903965/oxaa0yytwsxcb3upo7af.jpg,,https://twitter.com/mjhirn,Berlin,Berlin,DEU,Principal and Tech,Jigsaw VC,meetmichaelhirn,1900.0,1868.0,,,,,
000782,000358,Shirin Navab,AVE + EDAM,Shirin,Navab,https://www.linkedin.com/in/shirin-navab-6893159,https://images.crunchbase.com/image/upload/t_cb-default-original/316e826bb9974d0eb790f4ffdc560bbd,https://www.facebook.com/shirin.navab,https://x.com/SnShirin,Zürich,Zurich,CHE,Co-Founder & CEO,Mind The Beauty,shirin-navab-6893159,1226.0,1042.0,,,,,
000783,000359,Kim N. Fischer,Aware The Platform,Kim,N. Fischer,,None,None,None,None,None,None,None,None,,,,,,,,
000784,000359,Lena Schrum,Aware The Platform,Lena,Schrum,,None,None,None,None,None,None,None,None,,,,,,,,
000785,000360,Adrian Frenzel,B2B Food Group,Adrian,Frenzel,https://www.linkedin.com/in/adrian-frenzel-58451066/,https://images.crunchbase.com/image/upload/t_cb-default-original/r5zij3djkf4rpz4qjvht,,,,Berlin,DEU,CEO / Founder,B2B Food Group,adrian-frenzel-58451066,7585.0,7119.0,Diplom Business Engineer,Karlsruher Institut für Technologie (KIT),,Christianeum,
000786,000360,Doreen Huber,B2B Food Group,Doreen,Huber,http://www.linkedin.com/in/doreenhuber,https://images.crunchbase.com/image/upload/t_cb-default-original/bza3epai0zvvtpa8ukhj,,https://twitter.com/DoreenHuber,Berlin,Berlin,DEU,Non Executive Director & Aufsichtsrat,Domino's Pizza Enterprises,doreenhuber,7762.0,5203.0,"Magister Artium (M. A.), Literature, Art History and Media",Humboldt-Universität zu Berlin,,,
000787,000361,Christian Forster,babelforce,Christian,Forster,https://www.linkedin.com/in/christian-f%C3%B6rster-b67a3074/,https://images.crunchbase.com/image/upload/t_cb-default-original/pdmyabtbfpt2bk3czhms,,,,Berlin,DEU,Chief Operating Officer and Co-Founder,babelforce,christian-f%C3%B6rster-b67a3074,839.0,802.0,"Dipl.-Betriebswirt (BA), Economics and Logistics",Hochschule für Wirtschaft und Recht Berlin,,,
000788,000361,Julian Hertzog,babelforce,Julian,Hertzog,,None,None,None,None,None,None,None,None,,,,,,,,
000789,000361,Pierce Buckley,babelforce,Pierce,Buckley,,https://images.crunchbase.com/image/upload/t_cb-default-original/32dab6c5908149baa7917bfa08fb30af,,,,,,CEO and Co-Founder,babelforce,,,,,,,,
000790,000361,Timo Friedl,babelforce,Timo,Friedl,,None,None,None,None,None,None,None,None,,,,,,,,
000791,000362,Christian Eggert,Back,Christian,Eggert,http://www.linkedin.com/in/christianeggert,https://images.crunchbase.com/image/upload/t_cb-default-original/v1457543129/yflut13piretm4lommew.jpg,,http://twitter.com/egg_ert,Berlin,Berlin,DEU,Founder & CEO,Back,christianeggert,6408.0,5002.0,"BA, Economics",Universität Witten/Herdecke,,,
000792,000362,James Lafa,Back,James,Lafa,https://www.linkedin.com/in/jameslafa,,,,Berlin,Berlin,DEU,CTO & Co-Founder,Back,jameslafa,1367.0,1397.0,,,,,
000793,000363,Franz Hoerhager,Bambus.io,Franz,Hoerhager,,None,None,None,None,None,None,None,None,,,,,,,,
000794,000363,Patrick Wollner,Bambus.io,Patrick,Wollner,https://www.linkedin.com/in/pwollner,https://images.crunchbase.com/image/upload/t_cb-default-original/nkkbeiorz55nehija51e,,,Vienna,Wien,AUT,Columnist,Kurier Digital,pwollner,2347.0,2329.0,"PhD, Engineering Design",University of Cambridge,"MEng, Information Engineering",University of Cambridge,
000797,000365,Mohamad Chehab,Basking.io,Mohamad,Chehab,https://www.linkedin.com/in/mohamadchehab/,https://images.crunchbase.com/image/upload/t_cb-default-original/xkunwui8wtcthnx80zvf,,,,,DEU,Co-founder & COO,Basking.io,,,,,,,,Failed after proxy rotation
000798,000365,Olmo Mezger,Basking.io,Olmo,Mezger,,None,None,None,None,None,None,None,None,,,,,,,,
000799,000365,Rinat Silnov,Basking.io,Rinat,Silnov,,None,None,None,None,None,None,None,None,,,,,,,,
000800,000366,Sven Lund,Bayes Esports Solutions,Sven,Lund,https://www.linkedin.com/in/sven-lund-930b72b9,https://images.crunchbase.com/image/upload/t_cb-default-original/gxkh8qkttmwjl1ijhgqt,,,Berlin,Berlin,DEU,VP of Engineering,MatchX,sven-lund-930b72b9,961.0,936.0,"Diplom-Informatiker, Computer Science",Humboldt-Universität zu Berlin,"Bachelor of Applied Science (BASc), Applied Computer Science",Hochschule für Angewandte Wissenschaften Hamburg (HAW Hamburg),
000801,000367,Cem Aybar,BEAD Technology,Cem,Aybar,https://www.linkedin.com/in/cemaybar/,https://images.crunchbase.com/image/upload/t_cb-default-original/eygil5vz1wr1hshosi90,,,Istanbul,Istanbul,TUR,Co Founder - Chairman,BEAD Technology,cemaybar,715.0,717.0,,Kocaeli Üniversitesi,,KKFL,
000802,000367,Hayrettin erturk,BEAD Technology,Hayrettin,erturk,https://www.linkedin.com/in/hayrettin-ert%C3%BCrk-80aa589/,https://images.crunchbase.com/image/upload/t_cb-default-original/cihddvq4exsjxa8e3zss,,,,Berlin,DEU,CTO and CoFounder,BEAD Technology,,,,,,,,Failed after proxy rotation
000803,000367,Sean Tao,BEAD Technology,Sean,Tao,https://www.linkedin.com/in/hsinyatao/,https://images.crunchbase.com/image/upload/t_cb-default-original/z6nzwl0xzzxnm9s4p9iu,,,,,HKG,Partner,Everest Ventures Group,hsinyatao,1421.0,829.0,"Bachelor's degree, International Politics and Economy Studies",Peking University,,,
000804,000367,Soner Haci,BEAD Technology,Soner,Haci,,None,None,None,None,None,None,None,None,,,,,,,,
000805,000368,David Rheinbay,BEAT81,David,Rheinbay,https://www.linkedin.com/in/david-rheinbay-6bb68186/,https://images.crunchbase.com/image/upload/t_cb-default-original/zuvoj8tnrw9nwiiyirhs,,,Berlin,Berlin,DEU,Co-Founder and CPO,BEAT81,,,,,,,,Failed after proxy rotation
000806,000368,Moritz Vossenberg,BEAT81,Moritz,Vossenberg,https://www.linkedin.com/in/moritzvossenberg,https://images.crunchbase.com/image/upload/t_cb-default-original/b8y19msc3u7locriwrbr,,,Berlin,Berlin,DEU,Co-Founder Technology,MYNE Homes,moritzvossenberg,411.0,355.0,"Computer Scientist (Dipl.-Inf.), Business Administration, Computer Science and Business Administration",Humboldt-Universität zu Berlin,,,
000807,000368,Tim Dettmann,BEAT81,Tim,Dettmann,https://www.linkedin.com/in/tim-dettmann-701b7a29/,https://images.crunchbase.com/image/upload/t_cb-default-original/e5wtq2fb2wmpfomva2th,,,Berlin,Berlin,DEU,Founder and CEO,BEAT81,tim-dettmann-701b7a29,7404.0,5906.0,"Master of Science (M.Sc.), Business Administration",Humboldt-Universität zu Berlin,"Exchange Semester, Strategic Management and Marketing",Universität St.Gallen (HSG),
000808,000369,Daniel Montenegro,Beazy,Daniel,Montenegro,,https://images.crunchbase.com/image/upload/t_cb-default-original/ifhmtz68kx7kzk7hwj7k,https://www.linkedin.com/in/eduardodanielmontenegro/,,Berlin,Berlin,DEU,Co-Founder & CTO,Beazy,,,,,,,,
000809,000369,Jonas Ngoenha,Beazy,Jonas,Ngoenha,https://www.linkedin.com/in/jonas-ngoenha/,https://images.crunchbase.com/image/upload/t_cb-default-original/yv1ilawgkjjffzyzwlg1,,,Berlin,Berlin,DEU,Co-Founder & CEO,Beazy,jonas-ngoenha,20861.0,20640.0,,,,,
000810,000369,Julia Besson,Beazy,Julia,Besson,https://www.linkedin.com/in/julia-besson/,https://images.crunchbase.com/image/upload/t_cb-default-original/aaidujvfhzffobvuzyha,,,Berlin,Berlin,DEU,Co-Founder & CPO,Beazy,julia-besson,12530.0,12537.0,"Bachelor's degree, Bioengineering",EPFL,"Scientific Baccalauréat with honors, European mention, Physics",Lycée Anna de Noailles,
000811,000370,Eral Osmanoglou,Becanex,Eral,Osmanoglou,https://www.linkedin.com/in/eral-osmanoglou-721ab520,https://images.crunchbase.com/image/upload/t_cb-default-original/mgmpjlgm9ds3pqbor10r,,,Wageningen,Gelderland,NLD,Co-Founder & CTO,Becanex,eral-osmanoglou-721ab520,1278.0,1258.0,"MSc, Food Technology",Wageningen University & Research,"BSc minor, Management of Technology",Delft University of Technology,
000812,000370,Sebastian Kamphorst,Becanex,Sebastian,Kamphorst,https://www.linkedin.com/in/sebastian-kamphorst-b053b773,https://images.crunchbase.com/image/upload/t_cb-default-original/rrn2gvamjeixwqk1tu8i,,,Berlin,Berlin,DEU,Managing Director/Co-Founder,Becanex,sebastian-kamphorst-b053b773,1557.0,1095.0,"Diplom-Ökonom, Wirtschaftswissenschaften",Ruhr-Universität Bochum,,,
000813,000371,David Montiel,Beelinguapp,David,Montiel,,None,None,None,None,None,None,None,None,,,,,,,,
000814,000371,Eva Drago,Beelinguapp,Eva,Drago,,None,None,None,None,None,None,None,None,,,,,,,,
000815,000372,Maximilian Kochen,Beets&Roots,Maximilian,Kochen,,None,None,None,None,None,None,None,None,,,,,,,,
000816,000372,Michelin Star,Beets&Roots,Michelin,Star,,None,None,None,None,None,None,None,None,,,,,,,,
000818,000374,Andreas Regnery,Belyntic,Andreas,Regnery,,None,None,None,None,None,None,None,None,,,,,,,,
000819,000374,Oliver Reimann,Belyntic,Oliver,Reimann,https://www.linkedin.com/in/oliverreimann/,https://images.crunchbase.com/image/upload/t_cb-default-original/ieosnkqtllmwrlp0mdjc,,https://mobile.twitter.com/OliverR10117,Berlin,Berlin,DEU,"Co-founder, Co-CEO",Belyntic,oliverreimann,1948.0,1915.0,"Dr. rer. nat, Organic Chemistry",Freie Universität Berlin,"Master's Degree, Chemistry",Freie Universität Berlin,
000820,000375,Axel Kalisch,Ben Fleet Services GmbH,Axel,Kalisch,https://www.linkedin.com/in/axel-kalisch/,https://images.crunchbase.com/image/upload/t_cb-default-original/bmrkc6puwdstcfza3ip5,,,Berlin,Berlin,DEU,CEO,Ben Fleet Services GmbH,axel-kalisch,2509.0,2462.0,"Master’s Degree, Business Administration, Marketing & Strategy",Ludwig-Maximilians-Universität München,"Master’s Degree, Business Administration",同济大学,
000821,000376,Andreas Riedel,Benefacto GmbH,Andreas,Riedel,,None,None,None,None,None,None,None,None,,,,,,,,
000823,000378,Filip Wawrzyniak,BERLIN GREEN,Filip,Wawrzyniak,https://www.linkedin.com/in/filip-wawrzyniak-68a21891/,https://images.crunchbase.com/image/upload/t_cb-default-original/gkade1zekp2iiurh2d7f,,,Berlin,Berlin,DEU,Co-founder and Managing Partner,BERLIN GREEN,filip-wawrzyniak-68a21891,3289.0,3036.0,"Master of Science (M.S.), Architecture and Urban Planning",Technische Universität Berlin,"Bachelor of Science (B.Sc.), Architektura",Politechnika Poznańska,
000824,000378,Olga Blaszak,BERLIN GREEN,Olga,Blaszak,,None,None,None,None,None,None,None,None,,,,,,,,
000825,000379,Norbert Alexander Pilz,Berlin Space Consortium,Norbert,Alexander Pilz,,None,None,None,None,None,None,None,None,,,,,,,,
000826,000380,Finn Age Haensel,Berliner Berg,Finn,Age Haensel,,None,None,None,None,None,None,None,None,,,,,,,,
000827,000380,Uli Erxleben,Berliner Berg,Uli,Erxleben,https://www.linkedin.com/in/ulierxleben,https://images.crunchbase.com/image/upload/t_cb-default-original/mk5xywfn6cbvaxagzrxv,,,Berlin,Berlin,DEU,Co-Founder and Managing Director,SMACC,ulierxleben,2428.0,2193.0,"Dr. rer. pol., Finance",Technische Universität Darmstadt,"Master, Accounting and Finance",Universität St.Gallen (HSG),
000828,000381,Mauricio Warchaftig,BETAFASHION,Mauricio,Warchaftig,https://www.linkedin.com/in/mauricio-warchaftig-224a17a2/,https://images.crunchbase.com/image/upload/t_cb-default-original/miz79fdyyrg50nyuptcd,,,Berlin,Berlin,DEU,Co-Founder & CSO,BETAFASHION,mauricio-warchaftig-224a17a2,7791.0,7672.0,"Bachelor of Business Administration (B.B.A.), Management, Controlling and business psychology",FOM Hochschule für Oekonomie & Management,"Retail- business Management (IHK) Abteilungsleiter Assistent, Retail Management",Galeria Kaufhof Hannover,
000829,000381,Sebastian Rieder,BETAFASHION,Sebastian,Rieder,https://www.linkedin.com/in/sebastian-rieder-48191683/,https://images.crunchbase.com/image/upload/t_cb-default-original/y4szbu3etc81igipqr1b,,,,Berlin,DEU,Founder,BETAFASHION,sebastian-rieder-48191683,1765.0,1695.0,Bachelor,LDT Nagold,Retail Management Assistant,Hirmer GmbH & Co. KG,
000830,000381,Stefan Vob,BETAFASHION,Stefan,Vob,https://www.linkedin.com/in/stefan-vo%C3%9F-343465bb/,https://images.crunchbase.com/image/upload/t_cb-default-original/vpdtlvojaftfnunviugf,,,Berlin,Berlin,DEU,Co-Founder,BETAFASHION,,,,,,,,Failed after proxy rotation
000833,000384,Rainer Hoenig,Betteries,Rainer,Hoenig,https://www.linkedin.com/in/rainer-hoenig-a9421848,https://images.crunchbase.com/image/upload/t_cb-default-original/wrjuwuyupkvepcqoqleh,,,Berlin,Berlin,DEU,Co-Founder and Managing Director,Betteries,rainer-hoenig-a9421848,2315.0,1456.0,"Doctor of Philosophy (PhD), Luft- und Raumfahrttechnik, Aeronautik und Astronautik/Raumfahrttechnik",Technische Universität München,,,
000834,000384,Ralf Schroeder,Betteries,Ralf,Schroeder,https://www.linkedin.com/in/dottorer,https://images.crunchbase.com/image/upload/t_cb-default-original/xj3bdirujuj7ozvknhhs,,,Kirchheim Bei München,Bayern,DEU,Co-Founder,Betteries,dottorer,724.0,661.0,"Diplom-Kaufmann, Business Administration. Majors Corporate Finance and Marketing",University Augsburg,Graduate Program Computer Science,University Marburg,
000835,000385,Meeri Savolainen,Bike-ID,Meeri,Savolainen,,https://images.crunchbase.com/image/upload/t_cb-default-original/gwagpkbhba4ygjln6frq,,https://twitter.com/mrs_insurtech,,Tallinn,EST,Co-CEO/Co-Founder,INZMO,,,,,,,,
000836,000385,Risto Klausen,Bike-ID,Risto,Klausen,https://www.linkedin.com/in/risto-klausen/,https://images.crunchbase.com/image/upload/t_cb-default-original/yb95yq10b5x6tnt2idbq,,,Berlin,Berlin,DEU,CEO,CasaPay,risto-klausen,1793.0,1809.0,,,,,
000837,000386,Aiga Senftleben,Billie,Aiga,Senftleben,https://www.linkedin.com/in/aiga-senftleben-38762459,https://images.crunchbase.com/image/upload/t_cb-default-original/kydz1juz6op7gar1e0tr,,,Berlin,Berlin,DEU,"MD, General Counsel & Co-Founder",Billie,aiga-senftleben-38762459,4466.0,3037.0,Mentorship for CDL - Fintech Stream ,"Saïd Business School, University of Oxford","Second State Exam, Referendariat (Legal Tranieeship)",Kammergericht Berlin (Court of Justice Berlin),
000838,000386,Christian Grobe,Billie,Christian,Grobe,https://www.linkedin.com/in/christian-grobe-91b72584,https://images.crunchbase.com/image/upload/t_cb-default-original/v1429605373/shw4yhhhvsk7htoesd4h.jpg,,,Berlin,Berlin,DEU,Co-Founder & MD,Billie,christian-grobe-91b72584,4023.0,3904.0,"Doctor of Philosophy (Ph.D.), Political Science",Freie Universität Berlin,"Master's degree, Economics",Universität Heidelberg,
000839,000386,Matthias Knecht,Billie,Matthias,Knecht,https://www.linkedin.com/in/matthiasknecht,https://images.crunchbase.com/image/upload/t_cb-default-original/yfjaptghszgxlntxs0r4,https://www.facebook.com/knecht.m,,Berlin,Berlin,DEU,Co-Founder,Billie,matthiasknecht,6224.0,2691.0,Ph.D. (visiting researcher),Columbia Business School,"Ph.D., Corporate Strategy",FAU Erlangen-Nürnberg,
000840,000387,Joern Klinger,biotx.ai,Joern,Klinger,https://www.linkedin.com/in/joern-klinger-87a56465/,https://images.crunchbase.com/image/upload/t_cb-default-original/bqqe0akmeskzbmrteoqh,,,Berlin,Berlin,DEU,Co-CEO and CTO,biotx.ai,joern-klinger-87a56465,1924.0,1257.0,"Doctor of Philosophy (PhD), Linguistics",The University of Texas at Austin,"Master of Science (MSc), Psychological Research",University of Oxford,
000844,000389,Shermin Voshmgir,Blockchain Hub,Shermin,Voshmgir,https://www.linkedin.com/in/sherminvoshmgir/,https://images.crunchbase.com/image/upload/t_cb-default-original/v1488423351/cb9rxfr1xksv6m8nierd.png,,https://twitter.com/sherminvo,Berlin,Berlin,DEU,Founder,Token Kitchen,sherminvoshmgir,12780.0,11784.0,"PhD, Management of Information Systems (Vienna, Austria)",WU (Wirtschaftsuniversität Wien),"Filmmaking & Stage Production (Madrid, Spain)",Nucleo Intensivo Cinematografico - La Platea,
000845,000390,Erhan Yildirim,Blok-Z,Erhan,Yildirim,https://www.linkedin.com/in/erhan-yildirimm/,https://images.crunchbase.com/image/upload/t_cb-default-original/kzzfwh5hy99jfpobs9kp,,,,Ankara,TUR,Co-Founder and COO,Blok-Z,erhan-yildirimm,2240.0,1652.0,"Business Administration and Management, General",Anadolu Üniversitesi,"Business Administration, Management and Operations",Gaziosmanpaşa Üniversitesi (Gaziosmanpasa University),
000846,000390,Mohamed Abdulaziz,Blok-Z,Mohamed,Abdulaziz,,None,None,None,None,None,None,None,None,,,,,,,,
000847,000390,Selim Satici,Blok-Z,Selim,Satici,https://www.linkedin.com/in/selim-satici-b1b74656/,https://images.crunchbase.com/image/upload/t_cb-default-original/cj5lb0b75jaixsj8fyyn,,,,Ankara,TUR,Co-Founder and CEO,Blok-Z,selim-satici-b1b74656,2228.0,2179.0,"Berkeley Blockchain Xcelerator, Blockchain, Entrepreneurship","University of California, Berkeley","Master of Science - MS , Geological/Geophysical Engineering",Orta Doğu Teknik Üniversitesi,
000848,000391,Alessandro Faragli,BOCAhealthcare GmbH,Alessandro,Faragli,https://www.linkedin.com/in/alessandro-faragli-4051a854/,https://images.crunchbase.com/image/upload/t_cb-default-original/nlhm9rkzam3r68h1ptml,,,Berlin,Berlin,DEU,Founder and CEO,BOCAhealthcare GmbH,alessandro-faragli-4051a854,2447.0,2416.0,"Doctor of Medicine (M.D.), Medicine and Surgery - Harvey English Course",Università di Pavia,"Medical Doctor, Medicine",Uniwersytet Jagielloński w Krakowie,
000849,000391,Alessandro Rossi,BOCAhealthcare GmbH,Alessandro,Rossi,,None,None,None,None,None,None,None,None,,,,,,,,
000850,000391,Davide Bianchi,BOCAhealthcare GmbH,Davide,Bianchi,https://www.linkedin.com/in/davidebianchi86,https://images.crunchbase.com/image/upload/t_cb-default-original/nq22iun1u9nvsxejgq5f,,,,Swindon,GBR,Co-founder and Head of product development,BOCAhealthcare GmbH,davidebianchi86,668.0,665.0,"Doctor of Philosophy (PhD), Information technology - Electronics",Politecnico di Milano,"Master's degree, Electronic Engineering",Politecnico di Milano,
000851,000391,Edoardo La Porta,BOCAhealthcare GmbH,Edoardo,La Porta,https://www.linkedin.com/in/edoardo-la-porta-6729a678,https://images.crunchbase.com/image/upload/t_cb-default-original/pykrn7huprxtnfozz36j,,,Genoa,Liguria,ITA,Chief Scientific Officer and Co Founder,BOCAhealthcare GmbH,edoardo-la-porta-6729a678,738.0,705.0,"Dottorato di ricerca in Scienze Biomediche,Molecolari,Oncologiche,di Medicina Clinica Sperimentale, Medicina",Università degli Studi di Genova,"Laurea specialistica, Medicina",Università di Pavia,
000852,000391,Lorenzo Estienne,BOCAhealthcare GmbH,Lorenzo,Estienne,https://www.linkedin.com/in/lorenzo-estienne-6421b4a8,https://images.crunchbase.com/image/upload/t_cb-default-original/x6ujtayqm6dojgyul8gb,,,Turin,Piemonte,ITA,CTO and Co-Founder,BOCAhealthcare GmbH,lorenzo-estienne-6421b4a8,654.0,657.0,Perito informatico,ITIS G.B. Pininfarina,,,
